Snowball Map,Dedupe Key,brizo_id,Name,Street,Business Type,Amenities,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes,Technology Vendors
74611,3307 SheppM1T 3,b58aa7bdfeaa9c51,Mika Sushi,3307 Sheppard Ave E,Restaurant; Juice Bar,Wheelchair Accessible; Online Ordering; Seating; Bike Parking; Reservations; Delivery; Contactless Delivery; Catering; Debit Cards; Dine-in; Takeout,Toronto,ON,M1T 3K2,Canada,Cindy,G,,,,,,(647) 456-6860,,Japanese,$,Smoothies; Seafood; Sushi; French Fries,Skip the Dishes; Fantuan; Google Maps; Uber Eats; Squarespace; DoorDash
74612,7500 82 AvT6C 0,b73027fc1b24aa04,Red Diamond House Restaurant,7500 82 Ave NW,Restaurant; Quick Service,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Curbside Pickup; Restroom; Parking; Online Ordering; TV; Contactless Delivery; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Edmonton,AB,T6C 0X9,Canada,,,,,,,,(780) 465-0755,,Cantonese; Chinese,$$,Seafood; Chicken; Noodles,Google Maps; Uber Eats; Squarespace; DoorDash
74613,4500 KingsV5H 2,b4a62f53706c31e5,Snail Rice Noodle King (丽晶),4500 Kingsway,Hotel/Resort; Restaurant,Groups; Delivery; Online Ordering; Takeout,Burnaby,BC,V5H 2A9,Canada,,,,,,,,(778) 873-8918,,Chinese,$,,Fantuan; Uber Eats
74614,645 LansdoK9J 7,b5e6d32377e1ce7a,Umi Teriyaki & Sushi (Lansdowne Place),645 Lansdowne St W,Restaurant,Delivery; Online Ordering; Takeout,Peterborough,ON,K9J 7Y5,Canada,,,,,,,,(705) 750-0880,,Japanese,$,Seafood; Sushi,Uber Eats
74615,3101 KingsN2C 2,bf64555ef60f409d,Miga,3101 Kingsway Dr,Restaurant,Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Bike Parking; Reservations; Credit Cards; Catering; Debit Cards; Takeout,Kitchener,ON,N2C 2M5,Canada,,,,,,,,(519) 894-1189,migafoods@naver.com,Korean; Japanese,$$,Sushi,
74616,999 36 St T2A 7,bebdd288212470a2,Forbidden City,999 36 St NE,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T2A 7X6,Canada,,,,,,,,(403) 250-1848,,Chinese,$$,Pasta; Seafood; Chicken; Noodles; French Fries,Fantuan; Skip the Dishes; Uber Eats
74617,171 DundasM5G 1,bf6cb5161ee8863b,Taiwanese Cuisine Xiao Tao Yuan,171 Dundas St W,Hotel/Resort; Restaurant,Groups; Delivery; Online Ordering; Takeout,Toronto,ON,M5G 1C7,Canada,,,,,,,,(416) 596-9833,,Taiwanese,$$,French Fries,Uber Eats
74618,6204 Main L4A 2,bd6921af968e4dd1,Earl of Whitchurch,6204 Main St,Restaurant; Drinking Place,Groups; Wi-Fi; Wheelchair Accessible; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Curbside Pickup; Restroom; Online Ordering; TV; Contactless Delivery; Fast Service; Debit Cards; Dine-in; Outdoor Seating; Takeout,Whitchurch-Stouffville,ON,L4A 2S5,Canada,,,,,,,2013.0,(905) 640-6767,,American; Creole; Cajun,$$,Pasta; Fish and Chips; Sandwiches; Subs; Chicken; Hamburgers; French Fries,Skip the Dishes; Uber Eats
74619,700 SignalT9H 4,bd13af5ceee7b755,Hong Kong Eatery,700 Signal Rd,Restaurant,Online Ordering; Delivery; Takeout,Wood Buffalo,AB,T9H 4V8,Canada,,,,,,,,(780) 791-5577,,Chinese,$$$,,Qooway
74620,8690 HWY-1B0W 2,bf2512f8c409582f,Bamboo Garden,8690 HWY-1,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Clare,NS,B0W 2K0,Canada,,,,,,,,(902) 645-2716,,Chinese,$$,,
74621,25 Front SK0L 1,bf57e19e5c2ff5bd,Jiang's Restaurant,25 Front St E,Restaurant,Restroom; Groups; Alcohol; Online Ordering; Digital Payments; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Trent Hills,ON,K0L 1Y0,Canada,,,,,,,,(705) 696-1288,,Chinese,$,,
74622,303 CentreT2G 2,be5060f002562876,Han's Restaurant,303 Centre St S,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Reservations; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Calgary,AB,T2G 2B9,Canada,,,,,,,,(403) 514-0456,,Chinese,$$,Pork; Soups; Seafood; Chicken; Noodles,Fantuan; DoorDash; Uber Eats
74623,570 WestneL1S,d16f18a436b7c051,Kings Castle Bar & Grill,570 Westney Rd S,Restaurant; Drinking Place,Delivery; Alcohol; Online Ordering; Takeout,Ajax,ON,L1S,Canada,,,,,,,,(905) 239-3727,,Canadian; American; Chinese,$$,Sandwiches; Chicken; Hamburgers; French Fries; Steaks; Pasta; Fish and Chips; Smoked Salmon; Seafood; Subs; Chicken Wings; Grill,Skip the Dishes; Uber Eats
74624,121 1st StL9W 2,d05fc956075702de,JB PANDA Chinese Restaurant,121 1st St,Restaurant,Restroom; Wheelchair Accessible; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Orangeville,ON,L9W 2E8,Canada,,,,,,,,(519) 938-8883,,Chinese,,,MenuFreeZone
74625,280 SpadinM5T 3,ce8e2afdf37d77b4,Sky Dragon Chinese Restaurant,280 Spadina Ave,Hotel/Resort; Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Gift Cards; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Digital Payments; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Toronto,ON,M5T 3A5,Canada,,,,,fannyliu@gmail.com,,,(416) 408-4999,fannyliu@gmail.com,Chinese,$$,Dim Sum; Seafood; Chicken; Noodles,Skip the Dishes; Stripe; WooCommerce; Fantuan; Google Maps; Uber Eats; DoorDash
74626,11436 104 T5K 2,d45b61d1d403ef25,Happy Rice Restaurant,11436 104 Ave NW,Restaurant,Delivery; Online Ordering; Takeout,Edmonton,AB,T5K 2S5,Canada,,,,,,,,(780) 448-0849,,Canadian; Chinese,,Chicken,Skip the Dishes
74627,668 Bloor M6G 1,d4756a6498a74911,Kintori Yakitori,668 Bloor St W,Restaurant,Groups; Gift Cards; Table Service; Parking; Alcohol; Online Ordering; Reservations; Bike Parking; Delivery; Debit Cards; Takeout,Toronto,ON,M6G 1L2,Canada,,,,,bloor@kintoriyakitori.com,,2014.0,(647) 350-0668,bloor@kintoriyakitori.com,Japanese,$$,Yakitori,Facebook Pixel; Google Analytics; Google Maps; Bentobox; UEAT; Tock; Uber Eats
74628,666 WonderN6H 4,d1926662aa6f428e,Vietnam Taste,666 Wonderland Rd N,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,London,ON,N6H 4K9,Canada,,,,,,,,(519) 471-0068,,Vietnamese; Chinese,$$,Pho; Noodles,Fantuan; Skip the Dishes; Uber Eats
74629,8031 LesliV6X 1,d65d7dccb564cc2b,Uncle Four Skewers,8031 Leslie Rd,Restaurant,Delivery; Alcohol; Online Ordering; Takeout,Richmond,BC,V6X 1E4,Canada,,,,,,,,(604) 285-3399,,Chinese,,BBQ; Chicken; French Fries,Skip the Dishes; Uber Eats
74630,8171 AlexaV6X 1,d59bf6998d0e0a41,Happy Tree House BBQ,8171 Alexandra Rd,Restaurant,Groups; Wi-Fi; Table Service; Alcohol; Online Ordering; TV; Bike Parking; Reservations; Delivery; Debit Cards; Takeout,Richmond,BC,V6X 1C3,Canada,,,,,,,2015.0,(778) 297-1386,,Chinese,$$,BBQ,Fantuan; DI develop
74631,918 InnisfL9S 2,da3f228409c3607f,Young Chow Garden Restaurant,918 Innisfil Beach Rd,Restaurant,Groups; Wheelchair Accessible; Credit Cards; Debit Cards; Delivery; Takeout,Innisfil,ON,L9S 2C2,Canada,,,,,,,2004.0,(705) 431-8688,,Chinese,$$,,Google Analytics; Google Maps; Squarespace
74632,110 HarbouM5J 0,d9ce7ddee3b70c09,Kinka Izakaya,110 Harbour St,Restaurant; Drinking Place,Groups; Wheelchair Accessible; Gift Cards; Table Service; Alcohol; Online Ordering; Reservations; Delivery; Debit Cards; Takeout,Toronto,ON,M5J 0B7,Canada,,,,,info@kinkaizakaya.com,,2010.0,(647) 348-0110,harbourfront@kinkaizakaya.com,Japanese,$,Sushi; Tapas; French Fries,Facebook Pixel; Google Analytics; Bentobox; UEAT; Tock; OpenTable; Google Maps; Uber Eats
74633,Val CaronP0M 1,dd81457b3ab39100,Chop Stix Chinese Restaurant,Val Caron,Restaurant,Restroom; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Greater Sudbury,ON,P0M 1E0,Canada,,,,,,,,(705) 897-3838,,Chinese,,,
74634,6485 120 SV4E 3,d86a668715ee6e22,Sushi Wara,6485 120 St,Restaurant,Groups; Wheelchair Accessible; Take Away; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Online Ordering; TV; Toilets; High Chairs; Debit Cards; Dine-in; Takeout,Delta,BC,V4E 3G3,Canada,Brian,K,,,,,,(604) 596-4460,,Japanese,$$,Smoked Salmon; Seafood; BBQ; Sushi; Chicken; Noodles,Google Analytics; Skip the Dishes; Zomato; Codefusion; DoorDash; Uber Eats
74635,1120 FindlE1B 0,deb0ef3c71a8faf3,Sushi Sapporo,1120 Findlay Blvd,Restaurant; Quick Service,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; High Chairs; Debit Cards; Dine-in; Takeout,Riverview,NB,E1B 0J6,Canada,,,,,,,,(506) 383-2112,,Korean; Japanese,$$,Smoked Salmon; Seafood; Sushi; Noodles; French Fries,Skip the Dishes; DoorDash
74636,3514 PetawK8H 1,dfdda7561ea56d56,Gogo China,3514 Petawawa Blvd,Hotel/Resort; Restaurant,Restroom; Wheelchair Accessible; Credit Cards; Fast Service; Debit Cards; Dine-in; Delivery; Takeout,Petawawa,ON,K8H 1W9,Canada,,,,,,,,(613) 687-6988,,Chinese,$,,Google Maps
74637,10606 97 ST5H 2,d000c12a1cb05c9d,Barbeque King City | $15 combo ? (自提9折),10606 97 St NW,Restaurant,Groups; Online Ordering; TV; Bike Parking; Reservations; Delivery; Credit Cards; Dine-in; Takeout,Edmonton,AB,T5H 2L6,Canada,,,,,,,,(780) 428-2211,,Cantonese; Chinese,$,BBQ; Chicken,Fantuan; DI develop; DoorDash; Uber Eats
74638,78 GerrardM5G 1,cfd48aa6eb204215,Pizza Saint Tropez,78 Gerrard St W,Hotel/Resort; Restaurant,Delivery; Online Ordering; Digital Payments; Takeout,Toronto,ON,M5G 1J5,Canada,,,,,,,,(647) 720-2385,hello@pzst.ca,Japanese,,Pizza; Chicken; French Fries,Fantuan; Stripe; Skip the Dishes; Google Maps; Uber Eats; Snappy
74639,940 CollegM6H 1,d5587954a54832c5,Gonzo Sushi & Donburi,940 College St,Restaurant,Delivery; Alcohol; Online Ordering; Takeout,Toronto,ON,M6H 1A5,Canada,,,,,,,,(416) 901-3246,,Japanese,,,Uber Eats
74640,115 2 Ave T2G 0,d5b6482c36aa0033,Ho Won,115 2 Ave SE,Restaurant,Groups; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T2G 0B2,Canada,,,,,,,,(403) 266-2234,,Chinese,$$,,DI develop; Uber Eats; Ritual
74641,14330 64 AV3W 1,d2db551f8657445b,Sweets 64,14330 64 Ave,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Surrey,BC,V3W 1Z1,Canada,,,,,,,,(604) 503-6401,,Indian; Chinese,$$,Lamb; Chicken,Uber Eats; DoorDash
74642,3603 HWY-7L3R,d0c1fb45d6ebeb38,Pokewave (Highway 7),3603 HWY-7,Restaurant,Delivery; Online Ordering; Fresh Ingredients; Takeout,Markham,ON,L3R,Canada,,,,,,,,(905) 604-2673,,Japanese,,Sushi,Uber Eats
74643,17080 BathL3X 3,d3ca98100f21a759,SushiGo!,17080 Bathurst St,Restaurant,Groups; Wheelchair Accessible; Take Away; Online Ordering; Fresh Ingredients; Delivery; Credit Cards; Catering; Debit Cards; Takeout,Newmarket,ON,L3X 3A5,Canada,,,,,,,,(905) 235-7080,,Japanese,,Seafood; Salads; Sushi; Poke; Chicken; French Fries,Oracle GloriaFood; Skip the Dishes; WooCommerce; Google Maps; Uber Eats; GlobalFood
74644,168 Major M5S 2,d3ed8cb52fd33361,Akai Sushi,168 Major St,Restaurant,Restroom; Groups; Wi-Fi; Parking; Alcohol; Online Ordering; Reservations; Bike Parking; Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Takeout,Toronto,ON,M5S 2L3,Canada,,,,,,,,(647) 340-3558,,Japanese,$$,Smoked Salmon; Seafood; Sushi,Skip the Dishes; Uber Eats; DoorDash
74645,75 KenmounA1B 3,d4c1b3a2df22b522,Kenmount Restaurant,75 Kenmount Rd,Restaurant,Restroom; Groups; Wheelchair Accessible; Reservations; Credit Cards; Debit Cards; Dine-in; Takeout,St John's,NL,A1B 3P8,Canada,,,,,,,,(709) 753-8385,,Chinese,$$,,
74646,6455 121 SV3W 8,d6822af2fb70cbf0,Hang Lee Wok,6455 121 St,Restaurant,Wheelchair Accessible; Credit Cards; Dine-in; Takeout,Surrey,BC,V3W 8R7,Canada,,,,,,,,,,Chinese,,,
74647,227 PinehoS7K 6,d0a0ff0ca0731b39,The Vault,227 Pinehouse Dr,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; TV; Seating; Reservations; Delivery; Takeout,Saskatoon,SK,S7K 6N9,Canada,,,,,,,,(306) 244-2884,,Indian; Korean; Vietnamese; Chinese; Thai,$$,Seafood; Sandwiches; Subs; Chicken; Noodles; Hamburgers; French Fries,Google Analytics; Skip the Dishes
74648,4205 KeeleM3J 3,d2a5ca8504ebf8ee,Mr. Luo Rice Noodle House,4205 Keele St,Restaurant,Restroom; Delivery; Credit Cards; Online Ordering; Dine-in; Takeout,Toronto,ON,M3J 3T8,Canada,,,,,,,,(416) 551-8558,,Chinese,$,Seafood; BBQ; Chicken; Noodles,Mrsdigi; Skip the Dishes; Fantuan; Uber Eats; DoorDash
74649,15 RingwooL4A 8,d6f255df76df1ce1,Maki Zushi,15 Ringwood Dr,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Credit Cards; Buffet; Restroom; Parking; Online Ordering; TV; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Whitchurch-Stouffville,ON,L4A 8C1,Canada,,,,,,,,(905) 591-2646,,Japanese,$$,Sushi,Wix Restaurants; MailChimp; QuickPOS Ordering
74650,13020 No 2V7E 6,e0b67836bfedaf26,Village Sushi Bar,13020 No 2 Rd,Restaurant,Restroom; Wheelchair Accessible; Table Service; Seating; Credit Cards; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Richmond,BC,V7E 6S3,Canada,,,,,,,,(604) 271-1067,,Japanese,$,Sushi,
74651,2438 E HasV5K 1,eb39f3d3439b7fe3,SY Farm Market,2438 E Hastings St,Restaurant,Delivery; Online Ordering; Takeout,Vancouver,BC,V5K 1Z1,Canada,,,,,,,,(604) 306-6628,,Chinese,$,,Uber Eats
74652,1674 DouglV8W 2,7e1875c664e46612,Island Poke,1674 Douglas St,Hotel/Resort; Restaurant,Groups; Wheelchair Accessible; Gift Cards; Seating; Delivery; Credit Cards; Restroom; Parking; Online Ordering; Digital Payments; Fresh Ingredients; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Victoria,BC,V8W 2G6,Canada,Mel,K,Business Owner,Owner,,,2018.0,(250) 590-0801,info@islandpoke.ca,Hawaiian; Japanese,$$,Seafood; Salads; Sushi; Poke,Wix Restaurants; Skip the Dishes; Fantuan; Uber Eats; DoorDash
74653,437 SunnysK1S 0,7f6a7182feac6c16,Eggroll Express,437 Sunnyside Ave,Restaurant,Loyalty and Reward Programs; Take Away; Online Ordering; Contactless Delivery; Credit Cards; Debit Cards; Delivery; Takeout,Ottawa,ON,K1S 0S8,Canada,,,,,,,,(613) 421-5888,,Chinese,,,Oracle GloriaFood; Google Maps; GlobalFood
74654,500 RexdalM9W 6,7e81c1f9e81708d1,Sushi House,500 Rexdale Blvd,Restaurant,Groups; Wheelchair Accessible; Online Ordering; TV; Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Takeout,Toronto,ON,M9W 6K5,Canada,,,,,,,,(416) 213-1858,,Japanese,$,Seafood; Sushi; Noodles,Skip the Dishes; Uber Eats; DoorDash
74655,2915 EllwoT6X 0,7f6dae6dfad61e38,Kami,2915 Ellwood Dr SW,Restaurant,Delivery; Catering; Online Ordering; Takeout,Edmonton,AB,T6X 0B1,Canada,,,,,,,,(780) 489-5949,,American; Japanese,$$,Smoked Salmon; Seafood; Sushi; Chicken; Noodles,Skip the Dishes; Uber Eats
74656,2950 BirchM1W 3,795f5e445e230758,Long Gui BBQ House,2950 Birchmount Rd,Restaurant,Delivery; Cash-Only; Online Ordering; Dine-in; Takeout,Toronto,ON,M1W 3G5,Canada,,,,,,,,(416) 502-2882,,Chinese,,BBQ; Chicken,Fantuan; Uber Eats
74657,10 Ravel RM2H,79c60d27b0c55402,Congee Wong Tian Huang Ming Zhou,10 Ravel Rd,Restaurant,Groups; Delivery; Online Ordering; Takeout,Toronto,ON,M2H,Canada,,,,,,,,(416) 493-8222,,Chinese,$,Smoked Salmon,Uber Eats
74658,7360 EdmonV3N 0,79247c8e98354345,Pho 68,7360 Edmonds St,Restaurant,Restroom; Groups; Wi-Fi; Wheelchair Accessible; Parking; Online Ordering; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Burnaby,BC,V3N 0G7,Canada,,,,,,,,(604) 516-0168,info@pho68.ca,Japanese; Vietnamese,$$$,Soups; Sandwiches; Chicken; Smoothies; Seafood; Sushi; Chicken Wings; Subs; Noodles,WooCommerce; Fantuan; Oracle GloriaFood; Skip the Dishes; Google Maps; FoodBooking; GlobalFood; Uber Eats; DoorDash
74659,255 BeverlM5T 1,83795b403bd79604,Bloom Cafe College (DT),255 Beverley St,Hotel/Resort; Restaurant,Delivery; Online Ordering; Takeout,Toronto,ON,M5T 1Z4,Canada,,,,,,,,(647) 832-3419,,Japanese,,Sushi,Fantuan; Uber Eats
74660,20330 88 AV1M 2,86df3d41f755956b,Noh Ramen,20330 88 Ave,Restaurant,Restroom; Groups; Wheelchair Accessible; Parking; Online Ordering; Delivery; Credit Cards; Curbside Pickup; Debit Cards; Dine-in; Takeout,Langley,BC,V1M 2Y4,Canada,,,,,,,,(604) 371-0588,,Japanese,,Chicken; Ramen,Skip the Dishes; Uber Eats; DoorDash
74661,1155 ShediE1A 5,61466ead638c4718,Nippon Sushi,1155 Shediac Rd,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; High Chairs; Debit Cards; Dine-in; Takeout,Moncton,NB,E1A 5L1,Canada,,,,,,,,(506) 204-4900,,Japanese,$$,Soups; Donairs; Smoked Salmon; Seafood; Sushi,Skip the Dishes
74662,3307 SheppM1T 3,65b333a32767843d,Mika Vegan Sushi,3307 Sheppard Ave E,Restaurant,Groups; Delivery; Online Ordering; Takeout,Toronto,ON,M1T 3K2,Canada,,,,,,,,(647) 456-6860,,Japanese,,Sushi,Uber Eats
74663,92 Main StA2N 1,659a2a0b0d64325d,Sun Luck Restaurant,92 Main St,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Stephenville,NL,A2N 1J3,Canada,,,,,,,,(709) 643-3022,,Chinese,$,,
74664,207 1 St ST2G 2,602602dbb159fb03,Pho City,207 1 St SE,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T2G 2G3,Canada,,,,,phocitykitchen@gmail.com,,,(587) 391-7188,phocitykitchen@gmail.com,Korean; Vietnamese; Chinese,$$,Soups; Seafood; Sandwiches; Pho; Subs; Noodles,Wix Restaurants; Skip the Dishes; DoorDash; Uber Eats
74665,306 SimcoeL0K 1,6147fd7c7f090404,Golden Star Restaurant,306 Simcoe St,Restaurant,Restroom; Wheelchair Accessible; Dine-in; Takeout,Brock,ON,L0K 1A0,Canada,,,,,,,,(705) 426-7400,,Chinese,$,,
74666,5555 EglinM9C 5,601c59736329e8ad,The Wokker Restaurant,5555 Eglinton Ave W,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; Seating; Bike Parking; Reservations; Catering; Debit Cards; Delivery; Takeout,Toronto,ON,M9C 5M1,Canada,,,,,info@blueshiftdc.com,,1987.0,(905) 238-3177,info@blueshiftdc.com,Cantonese; Chinese,$$,,
74667,2919 DerryL4T 1,5fa29c5b7f0fd966,Asian Wok 'n' Roll,2919 Derry Rd E,Restaurant,Wi-Fi; Wheelchair Accessible; Cash-Only; Table Service; Online Ordering; Seating; Reservations; Credit Cards; Catering; Buffet; Delivery; Takeout,Mississauga,ON,L4T 1A6,Canada,,,,,info@asianwoknroll.com,,,(905) 671-8997,info@asianwoknroll.com,Chinese,$$,,
74668,930 DundasN4S 8,686da82a16f64ce5,Sushi Cove,930 Dundas St,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; Seating; Reservations; Delivery; Takeout,Woodstock,ON,N4S 8X6,Canada,Peter,Hong,,,,,,(519) 290-2683,info@sushicove.ca,Japanese,$$,Smoked Salmon; Sushi,WooCommerce; Google Maps; Clover POS; Jotform
74669,3255 HWY-7L3R 3,67283d4ee701130f,Kalok Express,3255 HWY-7,Restaurant,Groups; Bike Parking; TV; Delivery; Takeout,Markham,ON,L3R 3P9,Canada,,,,,,,,(905) 604-8300,,Chinese,$,Soups,
74670,5728 75 StT6E 5,6b3ef8c80cbde241,Saigon Hut,5728 75 St NW,Restaurant,Restroom; Groups; Wheelchair Accessible; Online Ordering; Seating; Delivery; Credit Cards; Curbside Pickup; Catering; Debit Cards; Dine-in; Takeout,Edmonton,AB,T6E 5X6,Canada,,,,,saigonhut2020@gmail.com,,,(780) 757-9888,saigonhut2020@gmail.com,Japanese; Vietnamese,$,Soups; Sushi; Sandwiches; Pho; Subs; Chicken Wings; Noodles,Skip the Dishes; Fantuan; DI develop; Uber Eats; DoorDash
74671,12808 MadeV0N 2,6b0d0489528f39b0,Mama's Japanese Kitchen,12808 Madeira Park Rd,Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; TV; Seating; Credit Cards; Dine-in; Outdoor Seating; Takeout,Sunshine Coast,BC,V0N 2H1,Canada,,,,,,,,(604) 883-9190,,Japanese,$$,,WooCommerce; Google Maps
74672,139 King SK0L 2,7de429a26f863175,King's Fortune,139 King St W,Restaurant,Restroom; Groups; Wheelchair Accessible; Seating; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Kawartha Lakes,ON,K0L 2W0,Canada,,,,,,,,(705) 799-2288,,Chinese,$,,
74673,630 PinewoE1B 5,7e1f26e43369b4b5,Alto Restaurant,630 Pinewood Rd,Restaurant; Quick Service,Restroom; Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Credit Cards; Fast Service; Debit Cards; Dine-in; Takeout,Riverview,NB,E1B 5M7,Canada,,,,,alto8565050@gmail.com,,,(506) 856-5050,,Japanese; Italian; Greek,$$,Pizza; Donairs; Smoked Salmon; Sushi; Chicken; French Fries,Skip the Dishes; DoorDash
74674,4750 YongeM2N 0,7fafb3823b9625b6,Poke Eats,4750 Yonge St,Restaurant; Quick Service,Groups; Wheelchair Accessible; Parking; Online Ordering; TV; Bike Parking; Delivery; Contactless Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Takeout,Toronto,ON,M2N 0J6,Canada,,Body=Your%20name%3a%0a%0aphone%20number%3a%0a%0ayour%20question%3a,,,hello@pokeeatstoronto.com?subject=note%20to%20your%20facebook%20page%20poke%20eats&body=your%20name%3a%0a%0aphone%20number%3a%0a%0ayour%20question%3a,,,(416) 792-3958,hello@pokeeatstoronto.com,Japanese,$$,Seafood; Salads; Sushi; Sandwiches; Poke; Subs,Google Analytics; Skip the Dishes; Fantuan; Google Maps; Uber Eats; DoorDash
74675,1540 CedarV8P 2,767194622e3daeef,Laila Laila Hotpot,1540 Cedar Hill Cross Rd,Restaurant; Juice Bar,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Curbside Pickup; Restroom; Online Ordering; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Saanich,BC,V8P 2P4,Canada,,,,,lailalailavictoria@gmail.com,,,(250) 590-6696,lailalailavictoria@gmail.com,Chinese,$$,Seafood; Hot Pot,Facebook Pixel; Skip the Dishes; Fantuan; DoorDash; MealKeyway; Uber Eats
