Restaurant ID,Account Name,Account: Business Phone,Mobile - Primary,Billing Street,Billing Zip/Postal Code,Billing State/Province (text only)
R88737,CHINA TOWN EXPRESS R88737,(734) 837-8561,(248) 820-9300,28877 Telegraph Rd,48034,MI
R88751,CHINA FUN R88751,(443) 400-3491,(917) 345-7228,7002 C Reisterstown Rd,21215,MD
R88752,CHINA GOURMET R88752,(239) 404-1517,(239) 298-1132,"15275 Collier Blvd.,",34119,FL
R88753,DRAGON GARDEN R88753,(860) 893-4404,(860) 839-1322,170 Columbus Blvd,6051,CT
R88755,NEW LIN'S KITCHEN R88755,(718) 505-1388,,70-24 35 Ave,11372,NY
R88757,*HAPPY GARDEN* R88757,(845) 307-9582,(917) 526-7581,208 E 165 ST,10456,NY
R88761,LIN HOME R88761,(347) 864-4820,(484) 435-3724,2461 University Ave,10468,NY
R88762,CHINA HOUSE R88762,(440) 855-2395,(917) 756-2556,215 Mansfield Ave,44875,OH
R88765,HAPPY GARDEN R88765,(917) 815-5588,(929) 625-7829,103 Graham Ave,11206,NY
R88766,NEW GRACE R88766,(717) 985-9600,,377 S. Front Street,17113,PA
R88768,WAN SHUNG R88768,(757) 489-4408,(801) 574-6141,1046 W. Little Creek Road,23505,VA
R88769,CHINA KING R88769,(910) 290-1036,(646) 327-5364,112 E Fremont St,28425,NC
R88772,NEW ASIA R88772,(201) 836-0984,(646) 207-6821,567 Cedar Lane,7666,NJ
R88773,KING'S WOK FRANKLIN R88773,(262) 994-3897,(917) 969-5889,6556 South Lovers Lane Rd,53132,WI
R88775,FAR EAST R88775,(440) 773-1637,(917) 932-6094,5227 Warrensville Center Road,44137,OH
R88776,CHINA HOUSE R88776,(856) 889-2299,(917) 530-8172,106 S. Black Hourse Pike,8094,NJ
R88779,DRAGON CITY R88779,(513) 729-2268,(513) 991-8888,1607 Galbraith Rd,45239,OH
R88782,LAM'S GARDEN R88782,(919) 343-4575,(917) 969-8688,1301 R Ward Blvd,27893,NC
R88783,SZECHUAN ROYALE R88783,(646) 269-8661,(646) 202-0495,470 Schooleys Moutain Rd,7840,NJ
R88786,CHINA BELL R88786,(718) 509-7894,(917) 669-8016,1068 Castleton Ave,10310,NY
R88787,FORTUNE COOKIE R88787,(732) 702-8828,(732) 702-8828,7708 Maple Ave,8109,NJ
R88789,#1 CHINA R88789,(404) 704-2448,(646) 512-1355,1407 Blackwood Clementon Rd,8021,NJ
R88791,JOYFUL GARDEN R88791,(316) 247-2551,(917) 542-1980,829 N Tatnail Street,19801,DE
R88793,*CHENG'S GARDEN* R88793,(515) 262-1999,,1246 E 14th St,50316,IA
R88795,MIN GOLD KITCHEN R88795,(315) 640-5710,(917) 873-8810,4713 Onondaga Blvd,13219,NY
R88796,NEW NO 1 R88796,(516) 242-3800,(929) 264-1271,104 Mineola Ave,11577,NY
R88797,GOLDEN CHEF R88797,(347) 698-0521,(718) 308-1888,1632 Crosby Ave,10461,NY
R88798,*DRAGON CITY* R88798,(513) 453-2544,(513) 496-8353,8343 Vine St,45216,OH
R88799,NO.1 GREAT WALL R88799,-,(917) 981-0797,446A Mother Gaston Blvd,11212,NY
R88801,CHINA KING R88801,-,(646) 288-0845,7930D Chesapeake Blvd,23518,VA
R88803,EASTERN R88803,(540) 514-2359,(917) 327-9622,2160 S Pleasant Valley Rd,22601,VA
R88805,*^GOLDEN CITY^* R88805,(813) 993-5207,(410) 330-9888,7408 Windsor Mill Rd.Ste E.,21244,MD
R88806,GREAT WALL R88806,(757) 532-5134,(917) 595-6665,14355 Warwick Blvd,23602,VA
R88807,CHINA 1 R88807,(937) 286-2086,(937) 581-0118,5570 Springboro pike,45449,OH
R88808,APPLE ASIAN FUSION R88808,(201) 515-4435,(347) 348-2856,506 Main Street,18704,PA
R88811,GOLDEN CHINA R88811,-,(929) 488-2091,1013 Sutter Ave,11208,NY
R88812,TOP'S CHINA R88812,(804) 610-8507,(917) 689-0138,7210 Hull Street Road,23235,VA
R88813,HOUSE OF CHINA R88813,(443) 725-6168,(443) 231-8797,7824 Wise Ave,21222,MD
R88816,CHINA HOUSE R88816,(347) 880-4915,(973) 517-3894,180 East 33rd Street,7504,NJ
R88817,FOOD KING R88817,(609) 677-3499,(609) 801-6961,539 Hamilton Ave,8609,NJ
R88818,GOLDEN SUN R88818,(708) 301-8689,(312) 593-4229,14211 S. Bell Rd,60491,IL
R88821,PANDA R88821,(855) 973-1040,(347) 523-1122,1326 Macdade Blvd,19094,PA
R88822,CHINA HOUSE R88822,(419) 468-1688,(917) 755-5067,225 Harding Way E,44833,OH
R88823,CHINA KING R88823,(661) 303-5986,(917) 862-2216,3849 Gravois Ave,63116,MO
R88825,^CHINA GOURMET^ R88825,(240) 727-7815,(718) 536-4918,215 Main Street,18641,PA
R88826,GREAT WALL R88826,(215) 715-3433,(646) 752-1488,138 Morton Ave,19033,PA
R88831,ELYRIA CHINA BAY R88831,(216) 293-1407,(440) 319-5746,478 N Abbe Road,44035,OH
R88832,*KAM PO GARDEN* R88832,(732) 647-5309,(917) 860-8665,508 New Friendship Road,7731,NJ
R88833,*FOOD KING* R88833,(646) 479-4709,(330) 558-0688,1733 Pearl Rd,44212,OH
R88839,HA BO KITCHEN R88839,(347) 701-1448,(646) 287-5511,102-11 Spring Field Blvd,11429,NY
R88851,NEW CHINA R88851,(304) 579-9627,(917) 971-8893,203 Winchester Ave,25401,WV
R88852,CHINA OCEAN R88852,(757) 274-4150,(757) 545-7200,2544 Bainbridge Blvd,23324,VA
R88855,^ASIAN DELICIOUS^ R88855,(607) 662-0066,(718) 207-7604,1 Main St,13045,NY
R88856,CHINA KING R88856,(440) 990-4999,(347) 731-6683,6816 22nd Ave North St,33710,FL
R88857,CHINA CHEF R88857,(251) 377-5878,(251) 295-2670,2667 Spring Hill Ave,36607,AL
R88859,PHOENIX ASIAN RESTAURANT R88859,(515) 987-9787,,15700 Hickman Rd,50325,IA
R88861,^TERIYAKI^ R88861,(267) 403-6387,(610) 888-9567,7335 West Chester Pike,19082,PA
R88863,HONG KONG R88863,(917) 551-0617,(917) 551-0639,106 E. Midland TRL,24450,VA
R88866,CHINA WOK R88866,(919) 690-3000,(917) 362-3903,308 Granville Corners,27565,NC
R88872,PANDA R88872,(610) 586-0462,,1116 Chester Pike,19079,PA
R88873,^BAMBOO HOUSE^ R88873,(501) 258-8171,(501) 590-8996,3426 Annapolis RD,21227,MD
R88877,HONG KONG R88877,(843) 356-1969,(843) 354-3888,520 E. Main St,29556,SC
R88878,EAT RICE R88878,(937) 672-2990,(917) 325-0086,2236 Smithville Rd,45420,OH
R88879,*GOOD TASTE* R88879,(646) 331-2337,(646) 624-9032,3371 Broadway,10031,NY
R88882,SAN FONG R88882,(414) 764-6609,(414) 412-9692,2941 S Chicago Ave,53172,WI
R88883,CHINA MOON R88883,(910) 523-7596,(910) 463-8029,592 S Sycamore St,28458,NC
R88885,*CHINA GARDEN* R88885,(561) 630-8848,(917) 337-6007,4220 Northlake Blvd,33410,FL
R88887,RICE R88887,(937) 212-4302,(937) 252-1991,2731 E 3rd St,45403,OH
R88892,HAPPY GARDEN R88892,(567) 938-5151,(718) 404-6329,118 E Main St,44811,OH
R88893,EAST CHINA R88893,-,(319) 610-4443,2315 Logan Ave,50703,IA
R88895,H. K R88895,(315) 278-4453,(315) 378-5779,1640 Erie Blvd,13210,NY
R88897,CHEF TIAN R88897,(305) 898-9036,(305) 318-3101,4700 S Le Jeune Rd,33146,FL
R88898,PEKING RESTAURANT R88898,(502) 609-3522,(347) 608-8759,4335 Winston Ave,41015,KY
R88899,NEW CHINA R88899,-,(309) 235-2108,1225 S Oakwood Ave,61254,IL
R88901,NEW CHINA R88901,(610) 509-2580,(484) 838-4648,501 2nd St,18032,PA
R88902,NEW DRAGON R88902,(718) 738-2888,(929) 655-1963,125-19 Rockaway Blvd,11420,NY
R88903,HONG KONG R88903,-,(612) 666-3325,13631 Grove Dr,55311,MN
R88905,NO.1 TASTE II R88905,(410) 922-7788,,3695 Offutt RD,21133,MD
R88906,LITTLE CHINA R88906,(662) 641-2100,(646) 645-0981,207 N Davis Ave,38732,MS
R88907,CHINA 1 R88907,(855) 707-7328,(929) 271-9006,1862 James L Redman Pkwy,33563,FL
R88911,SHANG HAI R88911,(352) 233-6054,(407) 738-7888,8744 SE 165th Mulberry Lane,32162,FL
R88912,WOK N ROLL R88912,(904) 319-3576,(904) 866-0596,1204 Edgewood Avenue South,32205,FL
R88913,^FUJI HIBACHI^ R88913,(267) 665-8158,(201) 884-4232,1007 Macdade Blvd,19023,PA
R88915,DRAGON HOUSE R88915,-,(347) 832-8570,101 Mayo Road,21037,MD
R88916,YUM YUM R88916,(813) 508-2316,(561) 747-3200,6390 Indiantown Rd,33458,FL
R88917,TENG DRAGON R88917,(646) 670-8382,(917) 595-7939,1516 Amsterdam Ave,10031,NY
R88919,GARDEN SEA R88919,(443) 469-0816,(646) 392-5012,5301 Belair Rd,21206,MD
R88921,CHINA WOK R88921,(573) 606-8589,(626) 822-1717,520 Ellis Blvd,65101,MO
R88923,YUMMY GARDEN R88923,(585) 288-2888/473-8888,(917) 238-0511,343 Meigs St,14607,NY
R88926,WING YUM R88926,(845) 652-3325,(845) 507-2349,26 South Franklin St,10960,NY
R88927,CHINA KING R88927,(973) 747-7125,(973) 626-0151,562 Valley Rd,7052,NJ
R88928,BEIJING HOUSE R88928,(718) 919-6067,(917) 325-0029,553 Wilson Ave,11207,NY
R88929,LUCKY WOK R88929,(347) 933-2995,(904) 775-8770,2108 Sadler Square,32034,FL
R88931,^CHINA DRAGON II^ R88931,(917) 209-5871,(917) 756-9482,130 Forum Dr #7,29229,SC
R88932,CHINA MOON R88932,(727) 409-4235,(813) 850-4038,1900 W. DR. Martin Luther King Blvd,33607,FL
R88933,NEW HONG KONG R88933,(212) 534-5533,(718) 354-6559,1907 Lexington Ave,10035,NY
R88935,LUCKY STAR R88935,(347) 736-2576,(917) 821-5880,"145 W. Kingsbridge Road,",10468,NY
R88938,CHINA WOK R88938,(937) 435-1626,(646) 812-5738,175 E. Alex-Bell Rd,45459,OH
R88939,YELLOW GINGER R88939,-,(262) 412-6256,2400 Rapids Dr,53404,WI
R88951,HONG KONG R88951,(863) 345-5368,(352) 549-1822,4337 Commercial Way,34606,FL
R88953,GREAT WALL R88953,(252) 382-1388,(917) 821-3233,1936 Stone Rose Dr.,27804,NC
R88955,SHUN CHANG KITCHEN R88955,(917) 635-5223,(646) 229-4506,2 W 111 Street,10026,NY
R88956,YUAN YUAN R88956,(612) 302-8888,(646) 436-4005,1010 W Broadway,55411,MN
R88957,DRAGON CITY R88957,(937) 432-8741,(317) 992-7779,3031 N Gettysburg Ave,45406,OH
R88961,LINCOLN GARDEN R88961,(901) 479-4901,(917) 292-2939,2001 Lincoln Avenue,47714,IN
R88962,PANDA KING R88962,(251) 510-2290,(917) 370-6788,9948 Airport Blvd,36608,AL
R88963,^CHENG'S ASIAN KITCHEN^ R88963,(540) 277-7111,(917) 756-6758,161 Gateway Dr,22603,VA
R88965,CHINA 1 R88965,(217) 331-3134,(573) 975-9258,212 S. Grand Ave E.,62704,IL
R88966,LINDEN KITCHEN R88966,(908) 956-2959,(931) 334-6111,424B Roselle St,7036,NJ
R88967,EAST WOK R88967,-,(813) 481-1349,638 Belvedere Rd,33405,FL
R88968,CHINA ONE R88968,(917) 435-9370,(551) 331-5089,211 W. Front Street. Suite 112,7060,NJ
R88969,^CHINA GARDEN^ R88969,-,(626) 376-0153,7120 Parklane Rd,29223,SC
R88971,BOLIVAR NO.1 R88971,(234) 521-3610,(929) 522-8892,"11237 Fairoak Rd N.E,",44612,OH
R88972,CHINA HOUSE PLUS R88972,(551) 204-2183,(646) 250-2227,175 MacArthur Ave,7026,NJ
R88976,SUI MIN II R88976,,(732) 857-7961,445 21 Ave,7513,NJ
R88977,FORMOSA CAFE R88977,(540) 295-6358,(540) 226-5153,11027 Leavells Road,22407,VA
R88978,^GREAT CHINA^ R88978,(678) 651-4302,(678) 554-6183,7565 Highway 85,30274,GA
R88979,CHINA GARDEN R88979,(607) 370-0767,(732) 293-6163,1001 North St Ste. 10,13760,NY
R88982,FIRST WOK R88982,(352) 570-7816,(352) 502-0626,7578 SE Maricamp Rd,34472,FL
R88987,NEW PEKING R88987,(803) 596-9501,(843) 814-0594,555 King Street,29403,SC
R88989,^CHINA STAR III^ R88989,(912) 901-9231,(917) 582-2735,6604 Waters Ave,31406,GA
R88998,^SUNNY WOK^ R88998,(706) 731-4166,(917) 213-2864,3851 Evans to Locks Rd,30907,GA
R85159,China Taste R85159,(410) 465-2800,(443) 915-0200,10030 Baltimore National Pike,21042,MD
R85156,Golden China R85156,(252) 445-5992,(919) 368-1218,741 South Mcdaniel St.,27823,NC
R85139,Szechuan Panda R85139,(719) 390-8700,(719) 271-8140,6928 Mesa Ridge Parkway,80817,CO
R85138,Cocoa Beach Kim Bo R85138,(321) 868-0188,(917) 559-9305,5675 N Atlantic Ave #116,32931,FL
R85151,China House R85151,(989) 288-2888,(917) 535-3693,8781 Monroe Rd,48429,MD
R85227,SZECHUAN INN R85227,(718) 207-8996,(917) 808-5631,3916 Portsmouth Blvd B1,23321,VA
R85153,Green Shell R85153,(518) 272-1300,(917) 588-0002,120 Hoosick St,12180,NY
R85157,China House R85157,(216) 289-6886,(347) 925-3007,22316 LAKE SHORE BLVD,44123,OH
R85158,DOUBLE DRAGON II R85158,(502) 966-8882,(502) 531-5717,9204 BLUE LICK RD,40229,KY
R85167,Great Wall R85167,(336) 721-0777,(917) 294-9089,607 Peters Creek Pkwy,27103,NC
R85178,China Wok II R85178,(772) 340-0088,(772) 203-6945,1707 NW St Lucie W Blvd,34986,FL
R85163,WEST PLACE R85163,(212) 932-9390,(917) 969-8333,1288 AMSTERDAM AVE #4225,10027,NY
R85162,China King R85162,(816) 566-0585,(646) 428-4853,105 Battlefield Rd,64070,MO
R85168,ZHANG GARDEN RESTAURANT R85168,(352) 624-8887,(678) 200-6335,3035 SE MARICAMP RD #109,34471,FL
R85166,Fuji Express R85166,(919) 853-3368,(919) 389-1108,"505 Retail Way, Suite 102",27549,NC
R85171,Tokyo Sushi R85171,90440073333,(917) 365-1656,7749 Normandy Blvd,32221,FL
R85169,Top China R85169,-,(813) 418-1492,2525 EAST Hillsborough Avenue #157,33610-4424,FL
R85176,RED WOK R85176,(816) 468-8868,(816) 830-6725,9322 N OAK TRAFFICWAY,64155,MO
R85172,Chopsticks R85172,(518) 792-6887,(917) 853-1188,365 Bay Rd #1,12804,NY
R85173,Sizzling Hut R85173,(608) 846-2259,(312) 375-6297,404 North Main ST.,53532,WI
R81055,King Kew Garden R81055,(718) 268-2288,(646) 727-8625,116-49 Queens Blvd,11375,NY
R85175,Dumpling Capital R85175,(408) 249-9888,(520) 204-5994,5075 Stevens Creek Boulevard,95051,CA
R85213,Kim Bo R85213,(321) 636-6665,(646) 287-2679,5380 Stadium Pkwy,32955,FL
R85182,China One R85182,(302) 933-0988,(660) 888-6868,28544 Dupont Blvd,19966,DE
R85179,Lucky Dragon R85179,(708) 458-0966,(917) 916-0837,8019 W 79 ST,60458,IL
R85192,Kenny's Sub Shop R85192,(301) 322-5578,(301) 537-2678,"9301 Woodmore Centre Dr , Suite#510",20706,MD
R85181,Main Moon R85181,(419) 562-6200,(917) 349-4288,241 S. Sandusky Ave,44820,OH
R85183,China King R85183,(615) 941-8028,(646) 552-8383,6601 Sugar Valley,37211,TN
R85187,CHINA RESTAURANT R85187,-,(408) 398-9102,110 E PINE ST,88030,NM
R85186,Hook & Reel R85186,(718) 293-0388,(917) 288-3985,236 E 161 St,10451,NY
R85185,China King R85185,(718) 479-6762,(347) 915-8629,222-19 Braddock Ave,11428,NY
R85188,Ming Moon II R85188,(910) 735-1200,(910) 816-3336,6687 Highway 41 North,28358,NC
R85189,China A Gogo (860 s rancho) R85189,(702) 682-7853,(702) 858-1319,860 South Rancho Drive,89106,NV
R85193,Tokyo R85193,(904) 602-9999,(352) 215-7859,450 State Rd 13,32259,FL
R85195,Great Wall R85195,(757) 569-0505,(646) 732-9469,1313 Armory Dr,23851,VA
R85196,Jin Hu R85196,(218) 346-7941,(347) 832-8885,910 Palubicki Ave,56573,MN
R85197,China King R85197,(910) 671-8868,(910) 747-9654/(917) 215-7277,501 W 2nd St,28358,NC
R85198,China A Gogo (Pahrump) R85198,(775) 727-1222,(702) 858-1318,150 S highway 160. Ste c12.,89048,NV
R85199,China A Gogo (2466 e desert inn) R85199,(702) 333-0788,(702) 333-0788,2466 East Desert Inn Road,89121,NV
R85201,GOLDEN HOUSE R85201,(301) 495-8888,(240) 505-9388,8200 Georgia Avenue,20910,MD
R85202,Mr. Wonton R85202,(718) 296-3800,(646) 249-0023,78-05 Jamaica Ave,11421,NY
R85203,FUJI R85203,(631) 286-4630,(347) 495-3333,1733 MONTAUK HWY,11713,NY
R85205,China Town Kitchen R85205,(347) 768-2883,(917) 868-9779,"110 kirk road,",12764,NY
R85207,Top China R85207,(904) 764-0081,(904) 575-7474,2261 Edgewood Ave,32209,FL
R85208,Alina‘s R85208,(410) 273-1333,(917) 346-3286,310 S Philadelphia Blvd,21001,MD
R85209,Shang Hai Chinese Restaurant R85209,(813) 662-9912,(917) 402-6920,10831 Bloomingdale Ave,33578,FL
R85211,Grand Opening Szechuan Kitchen R85211,(718) 479-3710,(718) 696-9333,233-14 Hillside Ave,11427,NY
R85657,Dragon Chef R85657,(540) 829-6618,(917) 244-4851,315 Southgate Shopping Center,22701,VA
R86125,Golden Wok R86125,(814) 836-9657,(917) 355-5207,3202 Pittsburgh Ave,16508,PA
R85216,Sushi House & Grill R85216,(904) 280-0707,(646) 250-8277,3787 Palm Valley Rd,32082,FL
R85385,Sweet Basil R85385,(203) 384-8888,(646) 752-8250,284 Black Rock Turnpike,6825,CT
R85217,Sushi Jin Jing R85217,(724) 502-4304,(929) 402-7761,5330 William Flinn Hwy,15044,PA
R85221,Panda R85221,(217) 374-6688,(636) 432-3288,101 N. Main St. A,62092,IL
R85218,Eric's R85218,(970) 344-5623,(970) 581-0871,506 Welch Ave,80513,CO
R85219,Ming Garden R85219,(813) 223-5058,(813) 938-0080,2601 N. Tampa Street,33602,FL
R85222,ASIAN CAFE R85222,(518) 828-1123,(917) 376-2108,424 FAIRVIEW AVE,12534,NY
R85223,New China King R85223,(636) 922-5300,(636) 730-0133,2967 North Saint Peters Parkway,63376,MO
R85528,China Garden R85528,(732) 726-1616,(626) 537-5622,301 Port Reading Ave,7064,NJ
R85226,Hong Kong Chinese Restaurant R85226,(843) 761-3200,(407) 409-1142,113 Hwy 52 South,29461,SC
R85225,Dou Hueng R85225,(215) 228-2708,(267) 616-7552,2828 W Lehigh Ave,19132,PA
R85228,Rainbow King R85228,(910) 329-8810,(314) 825-8899,201 F Alston Blvd,28443,NC
R85231,Dragon King R85231,(718) 880-2880,(631) 903-5555,131-23 Rockaway Blvd,11420,NY
R85229,China House R85229,(423) 247-4461,(646) 620-1372,1001 N Eastman Rd Kingspor,37664,TN
R85232,Dragon King R85232,(718) 788-1166,(631) 903-5555,677 5th Ave,11215,NY
R85233,Asian Taste R85233,(910) 457-0988,(910) 209-1638,1671 North Howe Street,28461,NC
R85323,Makoto R85323,(732) 636-3999,(347) 320-3098,1224 St Georges Ave,7001,NJ
R86196,Jade of China R86196,(803) 642-8510,(617) 678-5686,1014 Pine Log Rd #C,29803,SC
R85736,Wokky's R85736,(802) 453-4888,(802) 377-9408,17 Main St #1317,5443,VT
R85708,China Wok R85708,-,(718) 612-3702,571 Broadway,4401,ME
R85235,Lucky China R85235,(662) 393-5988,(347) 565-1295,975 State Line Rd,38671,MS
R85236,China Wok R85236,(806) 783-8888,(806) 777-8371,6302 Frankford Ave,79424,TX
R85273,Yen Ching R85273,(317) 899-3270,(317) 373-9968,8512 East Washington Street,46219,IN
R85271,Golden Star R85271,(717) 232-3273,(646) 852-1086,1402 Derry St,17104,NY
R85239,China taste R85239,(786) 897-2661,(347) 647-8443,329 jacaranda blvd,34292,FL
R85238,New china R85238,(813) 914-8881,(813) 405-5469,"8900 N. 56th Street,",33617,FL
R85261,Hibachi cafe R85261,(336) 272-3005,(336) 316-8213,362 South Elm Street,27401,NC
R85251,Yeung House & poke R85251,(954) 561-1888,(954) 854-0287,1747 N Federal Hwy,33305,FL
R85253,china house R85253,(860) 334-2635,(646) 824-1066,1 Ocean Avenue,6320,CT
R85252,Best Chinese Cuisine R85252,(516) 546-2891,(917) 459-9355,162 North Main Street,11520,NY
R85259,Hong Kong Express N.R.H R85259,(817) 605-8860,(817) 247-0581,9147 Grapevine Hwy. Suite #400,76180,TX
R85255,New China R85255,(252) 977-9533,(252) 452-9773,430 W Thomas St,27804,NC
R85256,CHINA KING R85256,(718) 828-0588,(347) 536-5296,1254 CASTLE HILL AVE,10462,NY
R85257,Naruto R85257,(864) 427-7889,(646) 318-6550,708 B South Duncan Bypass,29379,SC
R85258,China Dragon R85258,(256) 721-1188,(646) 250-3980,"7190 Wall Triana Hwy A,",35757,AL
R83276,Great Wall R83276,(252) 354-3383,(252) 470-1339,8201 Emerald Dr. Ste#6,28594,NC
R85262,DRAGON CITY R85262,(757) 686-6988,(646) 233-8227,3208 ACADEMY AVE,23703,VA
R85269,Great Wall R85269,(605) 348-1060,(917) 669-2190,315 E North St,57701,SD
R85376,CHINA 1 R85376,(864) 427-8880,(646) 546-8655,320 N DUNCAN BYPASS #I,29379,SC
R85315,Taste of Asia R85315,(703) 370-1873,(571) 265-9197,362 South Pickett Street,22304,VA
R85272,China Star R85272,9149463905/9149464019,(917) 542-1168,367 Mamaroneck Ave,10605,NY
R85265,Great Wall R85265,(410) 754-8806,(917) 655-1268,3350 Hayman Drive,21632,MD
R85263,Asian Grill R85263,(843) 747-5877,(843) 557-4860,1292 Yeamans Hall Road,29410,SC
R85266,China Wok R85266,(540) 362-2266,(540) 676-7918,4821 Williamson RD,24012,VA
R85268,Hong kong Kitchen R85268,(716) 824-8888,(858) 207-8757,2272 Seneca Street,14210,NY
R86281,Hung Sang R86281,(201) 552-9422,(917) 881-9308,3404 Bergenline Ave,7087,NJ
R85275,China a gogo(4780W) R85275,(702) 395-4504,(702) 209-5757,4780 West Ann Road,89031,NV
R85276,China Express R85276,(302) 537-9956,(443) 945-1149,33260 Coastal Hwy Unit 8,19930,DE
R85277,Golden Wok R85277,(507) 322-6988,(507) 316-3938,1217 Marion Rd SE Suite 100,55904,MN
R85278,East China R85278,(717) 866-9900,(717) 813-6631,1 E Lincoln Ave,17067,PA
R85281,Jade Garden R85281,(603) 622-8868,(646) 691-8720,"1271 Hooksett Road,",3106,NH
R85279,CHINA CHEN R85279,(239) 261-9090,(239) 287-9468,4631 TAMIAMI TRAIL NORTH,34103,FL
R85311,Sui Min R85311,(973) 279-5560,(646) 717-0333,"445 21 Ave,",7513,NJ
R85282,chopstick express R85282,(773) 763-3000,(312) 863-9780,7230 North Harlem Avenue,60631,IL
R85283,New China R85283,7575784778/7575784779,(646) 249-0509,4337 Indian River Road,23325,VA
R85287,Peking Inn R85287,(616) 455-5950,(616) 617-3090,701 68th St. SW,49315,MI
R85285,China Wok R85285,(215) 538-8288,(646) 705-5109,333 W. Broad Street,18951,PA
R85286,Wing Wah R85286,(301) 989-0100,(301) 905-2123,41 Randolph Rd,20904,MD
R85289,Great Dragon Buffet R85289,(320) 202-1888,(917) 242-6893,208 6th Ave S,56301,MN
R85615,8608343688-女老板-来取 R85615,(860) 223-8883,(860) 834-3688,665 West Main St,6053,CT
R85291,firey crab（2330） R85291,(337) 534-8118,(646) 744-5785,2330 Kaliste Saloom Road,70508,LA
R85301,Dragon Wok R85301,(505) 797-7178,(917) 593-8539,8060 Academy Rd,87111,FL
R85292,Good Taste R85292,-,(917) 405-8899,7311 Parklane Rd,29223,SC
R85293,China Chef R85293,(336) 650-9223,(347) 783-4305,3193 Peters Creek Pkwy,27127,NC
R85296,Peking Chinese Food R85296,(312) 951-7207,(312) 823-2122,129 West North Ave,60610,IL
R85295,Great Wall Croton R85295,(914) 271-0188,(347) 296-6809,12 Maple St,10520,NY
R85298,China Buffet R85298,(269) 639-8883,(313) 909-3943,1220 Phoenix Rd,49090,MI
R85299,firey crab（6900） R85299,(225) 300-4455,#ERROR!,6900 Siegen Lane,70809,LA
R85302,Happy Family R85302,(804) 675-3222,(917) 459-6655,6341 Old Warwick Rd,23224,VA
R85303,BEST WOK R85303,(440) 888-1110,(917) 703-8938,7671 W RIDGEWOOD DR,44129,OH
R85306,ichitaru ramen R85306,(760) 448-5710,(510) 598-9065,7040 Avenida Encinas,92011,CA
R85305,Hunan Wok R85305,(732) 356-4040,(917) 463-7880,244 A Lincoln Blvd,8846,NJ
R85307,ichitaru ramen R85307,(714) 236-5474,(510) 598-9065,5721 Lincoln Avenue,90630,CA
R85308,Ming Hing R85308,(330) 682-8808,(917) 982-5590,100 E Market Street,44667,OH
R85312,Fiery Crab（2572） R85312,(225) 456-2722,(815) 245-7473,2572 Citiplace Court,70808,LA
R85313,Seafood Village R85313,(845) 391-8300,(845) 287-6526,47 N Plank Rd,12550,NY
R85316,Happy China R85316,(636) 789-9848,(646) 660-0888,10646 Business 21,63050,MO
R85318,Asian Harbor R85318,(815) 836-3555,(917) 353-3344,16537 W 159th St,60441,IL
R85317,NEW DAH WAH KITCHEN R85317,(631) 643-7444,(917) 374-9369,1335 Straight Path,11798,NY
R85319,Kasai Japanese Restaurant R85319,(330) 899-9788,(330) 631-9347,3875 Massillon Rd,44685,OH
R85321,CHOPSTIX R85321,(702) 898-8098,(702) 287-8776,560 Marks Street,89014,NV
R85329,Yuki Kitchen R85329,(203) 557-8050,(203) 598-8836,903 Post Rd E,6880,CT
R85331,China Restaurant R85331,(540) 832-0691,(917) 345-7849,408 W Gordon Ave # F,22942,VA
R85328,Peking Buffet R85328,(608) 356-9909,(331) 222-2614,1204 8th St,53913,WI
R85322,DRAGON KING CHINESE RESTAURANT R85322,(719) 382-3023,(719) 799-0630,6867 MESA RIDGE PKWY,80817,CO
R85508,Sakura Japanese Restaurant R85508,(205) 295-2606,(646) 283-0519,300 Highway 78 West,35501,AL
R85325,Gourmet House Asian Cuisine R85325,(978) 374-9808,(917) 601-8877,115 South Main Street,1835,MA
R85326,Ming's Town R85326,(732) 785-9888,(732) 496-8024,34 Lanes Mill Rd,8724,NJ
R85327,Chinese Kitchen R85327,(860) 278-6460,(347) 567-8375,162-168 Washington ST,6106,CT
R85332,Fortune R85332,(585) 256-2880,(917) 853-5606,1681 Mt Hope Ave,14620,NY
R85333,Ming Kitchen R85333,(615) 431-0062,(917) 535-3992,235 E Main ST #340,37075,TN
R85352,AKI R85352,(718) 414-9545,(732) 895-8188,436 New Jersey 36,7758,NJ
