ZIP_CODE,NUMBERS_OF_CLIENTS,NUMBER_OF_CHINESE_CLIENTS,NUMBER_OF_JAPANESE_CLIENTS,NUMBER_OF_CHINESE_JAPANESE_CLIENTS,NUMBER_OF_ADVANCED_CLIENTS,NUMBER_OF_UNKNOWN_CLIENTS,NUMBERS_OF_GMV_LEVEL_3,NUMBERS_OF_GMV_LEVEL_LOW,NUMBERS_OF_GMV_LEVEL_2,NUMBERS_OF_GMV_LEVEL_VIP,NUMBERS_OF_GMV_LEVEL_1,NUMBERS_OF_GMV_LEVEL_UNKNOWN
53402,1,1,0,0,0,0,0,0,0,0,1,0
92610,1,1,0,0,0,0,0,1,0,0,0,0
65101,1,0,0,0,0,1,0,0,1,0,0,0
33782,1,1,0,0,0,0,0,0,1,0,0,0
73020,1,0,0,1,0,0,1,0,0,0,0,0
14425,1,1,0,0,0,0,0,0,1,0,0,0
44135,1,1,0,0,0,0,1,0,0,0,0,0
13760,1,0,0,0,0,1,1,0,0,0,0,0
08093,1,1,0,0,0,0,0,0,1,0,0,0
11694,1,1,0,0,0,0,1,0,0,0,0,0
68136,1,1,0,0,0,0,0,1,0,0,0,0
34759,1,0,0,0,1,0,0,1,0,0,0,0
33950,1,0,0,0,0,1,1,0,0,0,0,0
33613,1,1,0,0,0,0,0,1,0,0,0,0
70815,1,1,0,0,0,0,0,0,1,0,0,0
11742,1,1,0,0,0,0,0,0,0,0,1,0
02910,1,0,0,1,0,0,0,1,0,0,0,0
18103,1,1,0,0,0,0,1,0,0,0,0,0
76117,1,1,0,0,0,0,1,0,0,0,0,0
35601,1,1,0,0,0,0,1,0,0,0,0,0
71457,1,0,0,0,1,0,0,0,1,0,0,0
33414,1,1,0,0,0,0,1,0,0,0,0,0
78613,1,1,0,0,0,0,0,1,0,0,0,0
54011,1,1,0,0,0,0,0,0,1,0,0,0
S7N 2G6,1,1,0,0,0,0,0,1,0,0,0,0
29710,1,0,0,0,0,1,0,0,0,0,1,0
13203,1,0,0,0,0,1,0,1,0,0,0,0
77707,1,0,0,0,1,0,0,0,0,0,0,1
39056,1,0,0,0,1,0,0,0,1,0,0,0
43230,1,1,0,0,0,0,1,0,0,0,0,0
29809,1,0,0,0,1,0,1,0,0,0,0,0
62201,1,1,0,0,0,0,0,0,0,0,1,0
28326,1,0,0,0,0,1,1,0,0,0,0,0
07746,1,0,0,0,1,0,0,0,1,0,0,0
21921,1,0,0,1,0,0,1,0,0,0,0,0
11205,1,0,1,0,0,0,0,1,0,0,0,0
10583,1,1,0,0,0,0,0,0,1,0,0,0
45239,1,1,0,0,0,0,1,0,0,0,0,0
63863,1,0,0,0,1,0,0,1,0,0,0,0
08840,1,1,0,0,0,0,1,0,0,0,0,0
41074,1,1,0,0,0,0,0,1,0,0,0,0
44905,1,1,0,0,0,0,0,0,1,0,0,0
19056,1,1,0,0,0,0,0,0,1,0,0,0
08102,1,1,0,0,0,0,0,0,1,0,0,0
06042,1,1,0,0,0,0,0,0,0,0,1,0
30215,1,0,0,1,0,0,0,0,1,0,0,0
50401,1,1,0,0,0,0,0,0,0,0,0,1
32904,1,0,0,0,1,0,1,0,0,0,0,0
40380,1,1,0,0,0,0,1,0,0,0,0,0
03431,1,1,0,0,0,0,1,0,0,0,0,0
32216,1,1,0,0,0,0,1,0,0,0,0,0
48135,1,1,0,0,0,0,1,0,0,0,0,0
91436,1,0,0,0,0,1,0,0,0,0,1,0
33050,1,0,0,0,0,1,0,0,0,0,1,0
01913,1,1,0,0,0,0,1,0,0,0,0,0
29010,1,0,0,0,0,1,0,0,1,0,0,0
33301,1,0,0,1,0,0,0,1,0,0,0,0
80923,1,1,0,0,0,0,1,0,0,0,0,0
32656,1,1,0,0,0,0,0,0,0,0,1,0
47303,1,0,0,0,0,1,0,1,0,0,0,0
28164,1,1,0,0,0,0,1,0,0,0,0,0
20003,1,0,0,0,0,1,1,0,0,0,0,0
77469,1,0,0,0,0,1,1,0,0,0,0,0
01757,1,1,0,0,0,0,1,0,0,0,0,0
14606,1,1,0,0,0,0,0,0,1,0,0,0
33909,1,1,0,0,0,0,1,0,0,0,0,0
31015,1,1,0,0,0,0,0,1,0,0,0,0
90706,1,0,1,0,0,0,1,0,0,0,0,0
27959,1,1,0,0,0,0,1,0,0,0,0,0
47978,1,1,0,0,0,0,0,0,1,0,0,0
25443,1,0,0,0,0,1,1,0,0,0,0,0
48045,1,1,0,0,0,0,1,0,0,0,0,0
27613,1,1,0,0,0,0,1,0,0,0,0,0
90034,1,1,0,0,0,0,1,0,0,0,0,0
01473,1,1,0,0,0,0,0,0,1,0,0,0
46240,1,0,0,0,0,1,1,0,0,0,0,0
23236,1,0,1,0,0,0,0,1,0,0,0,0
37931,1,1,0,0,0,0,0,1,0,0,0,0
01938,1,0,0,0,1,0,1,0,0,0,0,0
07093,1,1,0,0,0,0,1,0,0,0,0,0
07071,1,1,0,0,0,0,0,0,1,0,0,0
11367,1,0,0,0,0,1,0,0,0,0,0,1
60619,1,1,0,0,0,0,1,0,0,0,0,0
L1R 1Z6,1,0,0,0,1,0,0,1,0,0,0,0
53081,1,1,0,0,0,0,0,1,0,0,0,0
12834,1,1,0,0,0,0,0,0,1,0,0,0
95125,1,1,0,0,0,0,1,0,0,0,0,0
80033,1,1,0,0,0,0,0,1,0,0,0,0
34114,1,1,0,0,0,0,1,0,0,0,0,0
30642,1,1,0,0,0,0,0,0,1,0,0,0
07417,1,0,0,0,1,0,0,0,1,0,0,0
17901,1,1,0,0,0,0,0,0,1,0,0,0
19120,1,1,0,0,0,0,0,1,0,0,0,0
28405,1,1,0,0,0,0,0,0,1,0,0,0
07866,1,1,0,0,0,0,0,0,0,0,0,1
36832,1,0,0,1,0,0,0,1,0,0,0,0
25977,1,1,0,0,0,0,1,0,0,0,0,0
28314,1,0,0,0,0,1,0,1,0,0,0,0
61231,1,1,0,0,0,0,1,0,0,0,0,0
33612,1,0,0,0,0,1,1,0,0,0,0,0
19010,1,0,0,0,0,1,1,0,0,0,0,0
23927,1,0,0,0,0,1,0,0,0,0,0,1
14213,1,1,0,0,0,0,1,0,0,0,0,0
