Snowball Map,List Source,Restaurant Name,Mailing Address,City Name,State,TELEPHONENUMBER,Zip Code,Contact First Name,Contact Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
65444,Google API (Q42022),NEW HUNAN WOK,14112 ROCKAWAY BLVD,JAMAICA,NY,(718) 529-7332,11436-1440,KUI,CHEN,4,Y,,Chinese
65445,Google API (Q42022),NEW KAM FONG RESTAURANT,2400 UNIVERSITY BLVD W STE 1,SILVER SPRING,MD,(301) 933-6388,20902-4552,WU,LEE,9,Y,,Chinese
65446,Yelp Greendot (Q42022),NEW KING FOOD KITCHEN,85 5TH AVE,BROOKLYN,NY,(718) 499-2888,11217-4655,YANG,SHUE,3,Y,,Chinese
65447,Yelp Greendot (Q42022),NEW KING WAH CAFE & RESTAURANT,383 9TH ST,OAKLAND,CA,(510) 834-9769,94607-4242,,,,,,Chinese
65448,Google API (Q42022),NEW KITCHEN,280 WASHINGTON AVE STE 2,BRIDGEPORT,CT,(203) 333-2714,06604-3832,XIN F,WU,9,Y,,Chinese
65449,Yelp Greendot (Q42022),NEW KUN GARDEN,1952 E 33RD ST,BROOKLYN,NY,(603) 672-7228,11234-4812,MICHAEL,JHENJ,4,Y,,Chinese
65450,Yelp Greendot (Q42022),NEW LA CRAWFISH BOIL,10625 VETERANS MEMORIAL DR STE I,HOUSTON,TX,(281) 448-9500,77038-1047,HIEN,LAM,3,Y,,Cajun Seafood
65451,Yelp Greendot (Q42022),NEW LING LING CHINESE BUFFET,604 S MAIN ST,SYRACUSE,NY,(315) 458-9800,13212-3615,QIANG,CHEN,4,Y,,Chinese
65452,Yelp Greendot (Q42022),NEW NO 1 CHINESE RESTAURANT,845 CHIMNEY HILL SHOPPING CTR,VIRGINIA BEACH,VA,(757) 463-2212,23452-3049,SIAO,LIU,3,Y,,Chinese
65453,Yelp Greendot (Q42022),NEW NOODLE CITY,628 W VALLEY BLVD,ALHAMBRA,CA,(626) 289-3474,91803-3229,,,4,Y,,Chinese
65454,Yelp Greendot (Q42022),NEW OCEAN FOOD,3252 INTERNATIONAL BLVD,OAKLAND,CA,(510) 261-8112,94601-2904,BO,HE,4,Y,,Chinese
65455,Yelp Greendot (Q42022),NEW ORLEANS CAJUN CAFE,15100 BELLAIRE BLVD,HOUSTON,TX,(832) 415-3145,77083-3104,,,,,,Cajun Seafood
65456,Yelp Greendot (Q42022),NEW ORLEANS CAJUN SEAFOOD,5503 W COLONIAL DR,ORLANDO,FL,(407) 293-2719,32808-7611,XUAN,LE,8,Y,,Cajun Seafood
65457,Yelp Greendot (Q42022),NEW ORLEANS CREOLE CAFE,2476 SAN DIEGO AVE STE B,SAN DIEGO,CA,(619) 542-1698,92110-2897,ANTHONY,LANSCIARDI,10,Y,,Cajun Seafood
65458,Yelp Greendot (Q42022),NEW ORLEANS D & W,10815 BEECHNUT ST STE 145,HOUSTON,TX,(832) 230-8622,77072-4491,,,,,,Cajun Seafood
65459,Yelp Greendot (Q42022),NEW ORLEANS D&W,3602 OLD SPANISH TRL STE A,HOUSTON,TX,(281) 936-8886,77021-2471,WILLIE,BRONSON,9,Y,,Chinese
65460,Yelp Greendot (Q42022),NEW ORLEANS DAIQUIRI BAR & GRILL,6534 TARA BLVD,JONESBORO,GA,(678) 545-1054,30236-1228,,,,,,Cajun Seafood
65461,Yelp Greendot (Q42022),NEW ORLEANS FLAVORS DAIQUIRIS,3709 TROUP HWY STE 700,TYLER,TX,(903) 747-8001,75703-1733,,,,,,Cajun Seafood
65462,Yelp Greendot (Q42022),NEW ORLEANS GRILL,3700 ATLANTA HWY STE FC1,ATHENS,GA,(706) 543-3477,30606-7220,RITA,THOMSITS,11,Y,,Cajun Seafood
65463,Yelp Greendot (Q42022),NEW ORLEANS GUMBEAUX2GEAUX,1815 ROSEWOOD AVE,AUSTIN,TX,(737) 209-0110,78702-2710,,,,,,Cajun Seafood
65464,Yelp Greendot (Q42022),NEW ORLEANS KITCHEN,100 W RANDOLPH ST ATRIUM MALL,CHICAGO,IL,(312) 263-1737,60601-3218,,,,,,Cajun Seafood
65465,Yelp Greendot (Q42022),NEW ORLEANS SEAFOOD DELI,14814 KINSMAN RD,CLEVELAND,OH,(216) 283-0388,44120-4840,MELVIN,TUCKER,60,Y,,Cajun Seafood
65466,Yelp Greendot (Q42022),NEW PANDA SUPERBUFFET,6420 NW LOOP 410 STE 110,SAN ANTONIO,TX,(210) 520-0477,78238-4206,YUE,CHEN,10,Y,,Chinese
65467,Yelp Greendot (Q42022),NEW PEKING EXPRESS,9507 STATE ROUTE 14,STREETSBORO,OH,(330) 626-9871,44241-5227,ROGER,HUAN,5,Y,,Chinese
65468,Google API (Q42022),New Peking House,3408 FULTON ST,BROOKLYN,NY,(718) 827-5016,11208-2010,MEI FANG,JIANG,4,N,,Chinese
65469,Google API (Q42022),NEW PEKING WOK,32921 1ST AVE S STE A,FEDERAL WAY,WA,(253) 838-2688,98003-2609,JENNY,SUNG,9,Y,,Chinese
65470,Google API (Q42022),NEW PETER'S KITCHEN,14909 UNION TPKE,FLUSHING,NY,(718) 591-8688,11367-3849,XUE BO,CHEN,4,Y,,Chinese
65471,Yelp Greendot (Q42022),NEW PHNOM PENH,2301 S 7TH ST,PHILADELPHIA,PA,(215) 389-2122,19148-3811,,,,,,Chinese
65472,Yelp Greendot (Q42022),NEW PHO SAIGON 2 NOODLE & GRILL RESTAURANT,242 SERRA WAY,MILPITAS,CA,(408) 791-6628,95035-5209,,,,,,Chinese
65473,Yelp Greendot (Q42022),NEW PHO SAIGON NOODLE & GRILL RESTAURANT,1770 CLEAR LAKE AVE,MILPITAS,CA,(408) 262-1688,95035-7083,STEPHANIE,TRAN,8,Y,,Chinese
65474,Yelp Greendot (Q42022),NEW RED STAR CHINESE KITCHEN,795 SOUTHERN BLVD,BRONX,NY,(718) 378-3006,10455-2114,OI,JIANG,6,Y,,Chinese
65475,Google API (Q42022),NEW SICHUAN RESTAURANT LLC,2125 SILAS CREEK PKWY,WINSTON SALEM,NC,(336) 842-3418,27103-5149,BENJIN,LIN,9,Y,2019,Chinese
65476,Yelp Greendot (Q42022),NEW SING WAH KITCHEN,1394 SAINT JOHNS PL STE 1,BROOKLYN,NY,(718) 778-2216,11213-3899,,,,,,Chinese
65477,Yelp Greendot (Q42022),NEW SPARKLING CHINESE RESTAURANT,8622 BROADWAY,ELMHURST,NY,(718) 745-4888,11373-5878,,,,,,Chinese
65478,Yelp Greendot (Q42022),NEW STAR,6022 8TH AVE,BROOKLYN,NY,(718) 492-6888,11220-4338,WU,ZHAO,8,Y,,Chinese
65479,Yelp Greendot (Q42022),NEW STAR,3817 RT 115 MMC PLZ,BLAKESLEE,PA,(570) 355-2211,18610,,,,,,Chinese
65480,Google API (Q42022),New Star Express,11559 E 13 MILE RD,WARREN,MI,(586) 939-6886,48093-2588,JIE,LI,4,Y,,Chinese
65481,Google API (Q42022),NEW TASTE OF CHINA,1517 E MAIN ST,WAYNESBORO,PA,(717) 749-5565,17268-1890,JOE,GUO,4,Y,2018,Chinese
65482,Yelp Greendot (Q42022),NEW THRIVING RESTAURANT,10702 LIBERTY AVE,OZONE PARK,NY,(718) 835-0890,11417-1813,,,,,,Chinese
65483,Yelp Greendot (Q42022),NEW TOKYO SUSHI BAR,23-10 BROADWAY,FAIR LAWN,NJ,(201) 446-1928,07410-3015,,,,,,Japanese
65484,Yelp Greendot (Q42022),NEW TOPS CHINA,3136 E MARTIN LUTHER KING JR DR STE 108,HIGH POINT,NC,(336) 454-0077,27260-6100,CHING,YEUNG,2,Y,,Chinese
65485,Yelp Greendot (Q42022),NEW TOWN BUFFET,1100 N SAN FERNANDO BLVD,BURBANK,CA,(818) 238-9398,91504-4361,ZEI,CHING,10,Y,,Japanese
65486,Yelp Greendot (Q42022),NEW TRIEU CHAU RESTAURANT,9902 WESTMINSTER AVE,GARDEN GROVE,CA,(714) 537-2433,92844-2908,,,,,,Chinese
65487,Google API (Q42022),NEW TUNG TUNG RESTAURANT,10906 GILLETTE AVE,TEMPLE TERR,FL,(813) 989-9991,33617-3646,BIYING,YIANG,4,Y,1973,Chinese
65488,Google API (Q42022),NEW VICTORY,558 51ST ST APT 1,BROOKLYN,NY,(718) 431-2938,11220-1916,AN FENG,SU,9,N,,Chinese
65489,Yelp Greendot (Q42022),NEW WOK,20857 S LA GRANGE RD,FRANKFORT,IL,(815) 464-1188,60423-1379,,,,,,Chinese
65490,Yelp Greendot (Q42022),NEW WOK,106 BROADMOOR DR,ABBEVILLE,LA,(337) 893-3883,70510-4102,,,,,,Chinese
65491,Yelp Greendot (Q42022),NEW WOK,3604 PECK RD,EL MONTE,CA,(626) 350-5099,91731-3529,JULIE,LI,8,Y,,Chinese
65492,Google API (Q42022),New Wok Asian Kitchen,841 NORTH TARRANT PKWY STE 101,KELLER,TX,(817) 859-8899,76248-6888,JAMES Z,LIAN,9,Y,,Chinese
65493,Google API (Q42022),New World Restaurant,1411 W MAIN ST STE K,FAIRFIELD,IL,(618) 842-5510,62837-2300,GEORGE,ZHANG,4,Y,,Chinese
65494,Google API (Q42022),NEW YEE DYNASTY RESTAURANT,830 S WILLOW ST,MANCHESTER,NH,(603) 625-5500,03103-4019,THOMAS,YEE,19,N,,Chinese
65495,Yelp Greendot (Q42022),NEW YOLK KITCHEN,7721 HIGHWAY 76,PENDLETON,SC,(864) 749-3036,29670-1818,,,,,,Japanese
65496,Yelp Greendot (Q42022),NEW YORK TERIYAKI,723 NORTH PARK CTR,SELAH,WA,(509) 697-9330,98942-1174,DOUG,FAIRCHILD,3,Y,,Japanese
65497,Yelp Greendot (Q42022),NEWARK CAFE,35201A NEWARK BLVD STE A,NEWARK,CA,(510) 713-0128,94560-1221,,,,,,Chinese
65498,Yelp Greendot (Q42022),NEWMANS GRILL,5946 GERMANTOWN AVE,PHILADELPHIA,PA,(215) 844-2862,19144-2110,GRILL,NEWMANS,8,Y,,Cajun Seafood
65499,Yelp Greendot (Q42022),NEWPORT TOKYO HOUSE,6 EQUALITY PARK PL,NEWPORT,RI,(401) 847-8888,02840-2017,ZHONG,LI,4,Y,,Japanese
65500,Yelp Greendot (Q42022),NEXT DOOR BY WEGMANS,3220 MONROE AVE,ROCHESTER,NY,(585) 249-4575,14618-4608,DAN,WHITAKER,4,Y,,Japanese
65501,Yelp Greendot (Q42022),NEYOW'S CREOLE CAFE,3332 BIENVILLE ST,NEW ORLEANS,LA,(504) 827-5474,70119-5302,ANNA,BURNS,12,Y,,Cajun Seafood
65502,Yelp Greendot (Q42022),NEYOW'S CREOLE CUISINE,131 WALKER ST SW,ATLANTA,GA,(470) 590-5707,30313-1374,,,,,,Cajun Seafood
65503,Yelp Greendot (Q42022),NGÇÖJOY CAFE,7520 ELK GROVE BLVD STE 130,ELK GROVE,CA,(916) 897-9554,95757-6497,,,,,,Chinese
65504,Yelp Greendot (Q42022),NGOC SUONG RESTAURANT,14580 BROOKHURST ST,WESTMINSTER,CA,(714) 531-1428,92683-5750,LE,DUNG,11,Y,,Chinese
65505,Yelp Greendot (Q42022),NGUYEN SEAFOOD & STEAKHOUSE,787 THORNWICK DR,PITTSBURGH,PA,(724) 550-4186,15243-1611,,,3,Y,,Japanese
65506,Yelp Greendot (Q42022),NHA HANG AN,12172 BROOKHURST ST,GARDEN GROVE,CA,(714) 638-9828,92840-2817,TAMMY,VU,8,Y,,Chinese
65507,Yelp Greendot (Q42022),NHA SANG RESTAURANT,8317 BROADWAY,ELMHURST,NY,(347) 730-6117,11373-5738,,,,,,Chinese
65508,Google API (Q42022),NICE CHINESE RESTAURANT,374 WELLS TER,WEST CHESTER,PA,(610) 719-0771,19380-1176,WU,LE,4,Y,,Chinese
65509,Yelp Greendot (Q42022),NICKEL CITY SUSHI & SPORTS BAR,7658 PARK BLVD N,PINELLAS PARK,FL,(727) 800-2086,33781-3755,,,,,,Japanese
65510,Yelp Greendot (Q42022),NICKGÇÖS CRAWFISH BAR,4025 HIGHWAY 6 N STE 107,HOUSTON,TX,(281) 741-7676,77084-6077,,,5,N,,Cajun Seafood
65511,Yelp Greendot (Q42022),NIDA'S THAI ON HIGH,846 NEIL AVE,COLUMBUS,OH,(614) 299-9199,43215-1331,NIDA,PERRY,13,Y,,Chinese
65512,Yelp Greendot (Q42022),NIHAO TEA POKE RAMEN,1000 COUNTY ROAD 42 E,BURNSVILLE,MN,(952) 456-8593,55337-4652,,,,,,Japanese
65513,Yelp Greendot (Q42022),NIJIYA DELI,143 E EL CAMINO REAL,MOUNTAIN VIEW,CA,(650) 691-1600,94040-2701,ALFRED,BLANCKENSEE,110,N,,Japanese
65514,Yelp Greendot (Q42022),NIJIYA MARKET - MOUNTAIN VIEW,143 E EL CAMINO REAL,MOUNTAIN VIEW,CA,(650) 691-1600,94040-2701,ALFRED,BLANCKENSEE,110,N,,Japanese
65515,Yelp Greendot (Q42022),NIJIYA MARKET - PUENTE HILLS,17869 COLIMA RD,CITY OF INDUSTRY,CA,(626) 913-9991,91748-1729,TAEKO,KURASAKO,55,N,,Japanese
65516,Yelp Greendot (Q42022),NIJIYA MARKET - ROLLING HILLS,2533 PACIFIC COAST HWY,TORRANCE,CA,(310) 534-3000,90505-7091,CHIHARU,FUKUI,10,N,,Japanese
65517,Yelp Greendot (Q42022),NIJIYA MARKET - SAN JOSE,240 JACKSON ST,SAN JOSE,CA,(408) 275-6916,95112-3201,TOMOKO,SMITH,39,N,,Japanese
65518,Yelp Greendot (Q42022),NIJIYA MARKET - SAN MATEO,1956 S EL CAMINO REAL,SAN MATEO,CA,(650) 212-7398,94403-1322,DREW,PEAK,14,N,,Japanese
65519,Yelp Greendot (Q42022),NIKKO BY SUNSHINE,186 SE 12TH TER UNIT CU-2,MIAMI,FL,(305) 418-0151,33131-3287,SUNCHAI,NAKNOON,4,Y,,Japanese
65520,Yelp Greendot (Q42022),NIKKO HIBACHI,17721 UNION TPKE,FRESH MEADOWS,NY,(718) 820-8818,11366-1517,MING,JIANG,6,Y,,Japanese
65521,Google API (Q42022),Nikko Hibachi Grill,1280 AMSTERDAM AVE,NEW YORK,NY,(212) 531-1188,10027-4225,ROB,CHANG,19,N,,Chinese
65522,Yelp Greendot (Q42022),NIM'S GARDEN,6536 US- 90,MILTON,FL,(850) 626-6467,32570,,,,,,Chinese
65523,Yelp Greendot (Q42022),NINE SPICES FONDUE,3333 SW 34TH ST STE 1,GAINESVILLE,FL,(352) 792-6622,32608-1494,,,7,Y,,Chinese
65524,Yelp Greendot (Q42022),NINJA CAFE,1200 S MAIN ST,BLACKSBURG,VA,(540) 739-3133,24060-5546,,,7,Y,,Japanese
65525,Yelp Greendot (Q42022),NINJA HIBACHI & BURGER,997 HENDERSON ST,MOUNT OLIVE,NC,(919) 299-4742,28365-7193,,,5,Y,,Japanese
65526,Yelp Greendot (Q42022),NINJA HIBACHI SUSHI STEAK HOUSE,1080 S MAIN ST,BOWLING GREEN,OH,(419) 819-4313,43402-4741,,,,,,Japanese
65527,Yelp Greendot (Q42022),NINJA JAPANESE CUISINE,1800 FM 359 RD STE 180,RICHMOND,TX,(281) 239-2299,77406-5274,ZHONGHENG,ZHOU,15,Y,,Japanese
65528,Yelp Greendot (Q42022),NINJA JAPANESE STEAKHOUSE,1180 SAGE DR STE A,CEDAR CITY,UT,(435) 867-5577,84720-4217,WYATT,LARSEN,9,Y,,Japanese
65529,Google API (Q42022),Ninja Of Japan,1010 N CASS ST,WABASH,IN,(260) 563-8858,46992-1022,LING,ZHU,9,N,,Chinese
65530,Yelp Greendot (Q42022),NINJA POKE & SUSHI ROLLS,211 N ROBINSON AVE STE 114,OKLAHOMA CITY,OK,(572) 208-9713,73102-7109,,,,,,Japanese
65531,Yelp Greendot (Q42022),NINJA SUSHI,879 RICE ST,SAINT PAUL,MN,(651) 600-0661,55117-5421,,,7,Y,,Japanese
65532,Yelp Greendot (Q42022),NINJA SUSHI & THAI,2575 SW 42ND ST UNIT 109,OCALA,FL,(352) 291-1139,34471-1356,,,,,,Japanese
65533,Yelp Greendot (Q42022),NINJA SUSHI STEAK HOUSE,14 SE 3RD AVE,PERRYTON,TX,(806) 435-3945,79070-2620,LARRY,MONEY,8,Y,,Japanese
65534,Yelp Greendot (Q42022),NINJAZ JAPANESE GRILL EXPRESS,2275 E US HIGHWAY 223,ADRIAN,MI,(517) 759-4461,49221-9251,AARON,DUMM,5,Y,,Japanese
65535,Yelp Greendot (Q42022),NINJIN,607 COLORADO AVE,SANTA MONICA,CA,(310) 451-9800,90401-2507,SEUNGMIN,LIM,4,Y,,Japanese
65536,Yelp Greendot (Q42022),NINKI,4530 HARDING PIKE,NASHVILLE,TN,(615) 386-0072,37205-2102,CHARLES,FREEMAN,8,Y,,Japanese
65537,Yelp Greendot (Q42022),NINKI JAPANESE BISTRO,4222 BELL RD,NEWBURGH,IN,(812) 518-3055,47630-2541,,,9,Y,,Japanese
65538,Yelp Greendot (Q42022),NIPPON CHA,3934 BELL BLVD STE A,BAYSIDE,NY,(718) 229-0805,11361-2269,MINLI,LI,11,Y,,Japanese
65539,Yelp Greendot (Q42022),NIPPON HIBACHI EXPRESS,659 WILLIAMS GROVE RD,MECHANICSBURG,PA,(717) 557-9185,17055-7512,,,,,,Japanese
65540,Yelp Greendot (Q42022),NIPPON TEI,14025 MANCHESTER RD,BALLWIN,MO,(636) 386-8999,63011-4513,ANN,BOGNER,10,Y,,Japanese
65541,Yelp Greendot (Q42022),NISEKO,33 LONE PEAK DR,GALLATIN GATEWAY,MT,(406) 995-4350,59730,,,,,,Japanese
65542,Yelp Greendot (Q42022),NISHIMOTO TRADING,602 WASHINGTON AVE,CARLSTADT,NJ,(201) 804-1600,07072-2902,LISA,HARRIS,108,N,,Japanese
65543,Yelp Greendot (Q42022),NISSIN FOODS USA,2901 HEMPLAND RD,LANCASTER,PA,(717) 285-0945,17601-1386,DAYANA,BLANDON,150,N,,Japanese
65544,Yelp Greendot (Q42022),NITA'S GUMBO,PO BOX 2431,COUNTRY CLUB HILLS,IL,(708) 960-0530,60478-8431,,,9,Y,,Cajun Seafood
65545,Yelp Greendot (Q42022),NITROGEN BAR GRILL AND SUSHI,6779 W INDIANTOWN RD STE 18,JUPITER,FL,(561) 972-2944,33458-3989,,,3,N,,Japanese
65546,Yelp Greendot (Q42022),NITTHA SIAM KITCHEN,2415 ALEXANDRIA PIKE,HIGHLAND HEIGHTS,KY,(859) 441-0132,41076-1315,,,6,Y,,Japanese
65547,Yelp Greendot (Q42022),NIU BOILING SEAFOOD,2530 SAVIERS RD,OXNARD,CA,(805) 247-1888,93033-4522,,,,,,Cajun Seafood
65548,Yelp Greendot (Q42022),NIUDA NOODLE & SUSHI,102 COURT ST,MIDDLETOWN,CT,(860) 788-2804,06457-3333,,,,,,Japanese
65549,Yelp Greendot (Q42022),NMS WAFFLE & GRILL,8101 GARFIELD AVE,BELL GARDENS,CA,(562) 291-2962,90201-6209,,,,,,Japanese
65550,Yelp Greendot (Q42022),NO 1 BUFFET,3236 E GRAND AVE STE J,LARAMIE,WY,(307) 742-8889,82070-5100,MICHAEL,CHAN,4,Y,,Chinese
65551,Yelp Greendot (Q42022),NO 1 CHINA,200 GENERAL DANIEL AVE N STE 203,DANIELSVILLE,GA,(706) 795-0183,30633-6927,JIN,QIU,10,Y,,Chinese
65552,Yelp Greendot (Q42022),NO 1 CHINESE FOOD,2145 E 8 MILE RD,WARREN,MI,(586) 757-0777,48091-2485,JIM,LU,10,Y,,Chinese
65553,Yelp Greendot (Q42022),NO 1 CHINESE RESTURANT,44 PLZ STE 12,POUGHKEEPSIE,NY,(845) 486-9913,12603,,,,,,Chinese
65554,Google API (Q42022),No 1 Kitchen,608 N HIGHWAY 52 UNIT C,MONCKS CORNER,SC,(843) 761-9008,29461-3137,KIM,WONG,4,N,,Chinese
65555,Yelp Greendot (Q42022),NO 1 RESTAURANT,1007 CLARKSON AVE,BROOKLYN,NY,(718) 495-0905,11212-1439,TONY,LIA,1,Y,,Chinese
65556,Yelp Greendot (Q42022),NO 1 SUSHI,43 ROCKLAND CTR,NANUET,NY,(845) 501-7138,10954-2965,,,10,Y,,Japanese
65557,Yelp Greendot (Q42022),NO 1 TASTE,11911 JAMAICA AVE,RICHMOND HILL,NY,(718) 805-1091,11418-2533,,,,,,Chinese
65558,Yelp Greendot (Q42022),NO 2 PANDA GARDEN,6416 11TH AVE,BROOKLYN,NY,(718) 238-0624,11219-5639,GUIQING,CHEN,7,Y,,Chinese
65559,Yelp Greendot (Q42022),NO. 1 CHINESE FOOD,4081 E OLIVE RD STE M,PENSACOLA,FL,(850) 475-9800,32514-6477,ZHONG,XIONGLIN,1,Y,,Chinese
65560,Google API (Q42022),NO. 1 CHINESE RESTAURANT,1125 E LEXINGTON AVE,HIGH POINT,NC,(336) 886-2154,27262-3335,MAY,CHEUNG,4,Y,,Chinese
65561,Yelp Greendot (Q42022),NO. 1 PEKING OISHI,1398 NOSTRAND AVE,BROOKLYN,NY,(718) 282-1860,11226-3516,,,,,,Chinese
65562,Google API (Q42022),NO.1,10 S WILLIAM ST,NEW YORK,NY,(212) 952-0890,10004-2406,TONY,CHAN,9,Y,1984,Chinese
65563,Yelp Greendot (Q42022),NO.5,5 W HIGH ST,OXFORD,OH,(513) 280-6499,45056-1710,,,,,,Chinese
65564,Yelp Greendot (Q42022),NO1 POKE BOWL,8167 CHARLOTTE HWY,FORT MILL,SC,(803) 228-3009,29707-9658,XINZHAO,WEI,7,Y,,Japanese
65565,Yelp Greendot (Q42022),NOAHGÇÖS PLACE JAPANESE RESTAURANT,2806 OLD ABERDEEN RD,ROCKINGHAM,NC,(910) 817-9008,28379-2528,,,,,,Japanese
65566,Yelp Greendot (Q42022),NOBLE TEA,11307 MISSISSIPPI AVE,LOS ANGELES,CA,(424) 832-7022,90025-6227,,,2,Y,,Chinese
65567,Yelp Greendot (Q42022),NOBLE THAI AND SUSHI BISTRO,6350 W INDIANTOWN RD STE 7,JUPITER,FL,(561) 743-6227,33458-7918,THAI,NOBLE,14,Y,,Japanese
65568,Yelp Greendot (Q42022),NOBU AT PARIS LAS VEGAS,3655 LAS VEGAS BLVD S,LAS VEGAS,NV,(702) 946-4007,89109-4345,CHRISTIAN,ADAMS,"4,000",N,,Japanese
65569,Yelp Greendot (Q42022),NOBU CHICAGO,854 W RANDOLPH ST,CHICAGO,IL,(312) 779-8800,60607-2309,JENEVIEVE,ZOLVINSKI,1,N,,Japanese
65570,Yelp Greendot (Q42022),NOBU DALLAS,400 CRESCENT CT,DALLAS,TX,(214) 252-7000,75201-1838,,,,,,Japanese
65571,Yelp Greendot (Q42022),NOBU DOWNTOWN,195 BROADWAY,NEW YORK,NY,(212) 219-0500,10007-3100,STEVE,ZHONG,100,Y,,Japanese
65572,Yelp Greendot (Q42022),NOBU FIFTY SEVEN,40 W 57TH ST,NEW YORK,NY,(212) 757-3000,10019-4001,SAMANTHA,YANG,5,Y,,Japanese
65573,Yelp Greendot (Q42022),NOBU HOUSTON,5115 WESTHEIMER RD STE C-3515,HOUSTON,TX,(832) 987-2599,77056-5528,,,,,,Japanese
65574,Yelp Greendot (Q42022),NOBU LAS VEGAS AT VIRGIN HOTEL,4455 PARADISE RD,LAS VEGAS,NV,(702) 693-5090,89169-6574,YUNLIN,WANG,81,Y,,Japanese
65575,Yelp Greendot (Q42022),NOBU LOS ANGELES,903 N LA CIENEGA BLVD,LOS ANGELES,CA,(310) 657-5711,90069-4709,PEPE,TSUKA,5,Y,,Japanese
65576,Yelp Greendot (Q42022),NOBU MALIBU,22706 PACIFIC COAST HWY,MALIBU,CA,(310) 317-9140,90265-5039,LIZETH,ALVARQDO,9,Y,,Japanese
65577,Yelp Greendot (Q42022),NOBU MIAMI,4525 COLLINS AVE,MIAMI BEACH,FL,(305) 695-3232,33140-3226,CARLOS,ZORRILLA,80,Y,,Japanese
65578,Yelp Greendot (Q42022),NOBU NEWPORT BEACH,3450 VIA OPORTO STE 101,NEWPORT BEACH,CA,(949) 429-4440,92663-3937,,,18,Y,,Japanese
65579,Yelp Greendot (Q42022),NOBU PALO ALTO,180 HAMILTON AVE,PALO ALTO,CA,(650) 798-8396,94301-1618,,,,,,Japanese
65580,Yelp Greendot (Q42022),NOBU SAN DIEGO,207 5TH AVE,SAN DIEGO,CA,(619) 814-4124,92101-6908,RAY,AGISHI,54,Y,,Japanese
65581,Yelp Greendot (Q42022),NOBU SCOTTSDALE,7014 E CAMELBACK RD STE 1170,SCOTTSDALE,AZ,(480) 581-0055,85251-1227,,,,,,Japanese
65582,Yelp Greendot (Q42022),NOBU WASHINGTON D.C,2525 M ST NW,WASHINGTON,DC,(202) 871-6565,20037-1305,NOBU,MATSUHISA,1,Y,,Japanese
65583,Yelp Greendot (Q42022),NODA SUSHI,818 WILSHIRE BLVD STE C,LOS ANGELES,CA,(213) 622-0222,90017-2621,UK,LEE,1,Y,,Japanese
65584,Yelp Greendot (Q42022),NOHARA RAMEN,5 S MIDDLE NECK RD,GREAT NECK PLAZA,NY,(516) 482-1070,11021-3455,,,7,Y,,Japanese
65585,Yelp Greendot (Q42022),NOLA,112 COURT AVE,INDIANOLA,MS,(662) 887-2990,38751-2860,CHUCK,MC CARTY,12,Y,,Cajun Seafood
65586,Yelp Greendot (Q42022),NOLA BISTRO,603 N WAVERLY RD,LANSING,MI,(517) 327-4771,48917-2800,ANTHONY,BASSETT,10,Y,,Cajun Seafood
65587,Yelp Greendot (Q42022),NOLA BUFFALO,297 FRANKLIN ST,BUFFALO,NY,(716) 919-6652,14202-1901,,,,,,Cajun Seafood
65588,Yelp Greendot (Q42022),NOLA GRUB STOP,6129 OLD NATIONAL HWY,COLLEGE PARK,GA,(504) 617-5576,30349-4366,,,,,,Cajun Seafood
65589,Yelp Greendot (Q42022),NOLA RESTAURANT,829 SAINT CHARLES AVE,NEW ORLEANS,LA,(504) 522-6652,70130-3715,,,53,N,,Cajun Seafood
65590,Yelp Greendot (Q42022),NOLA'S ROCK BAR,119 W MAIN ST,URBANA,IL,(217) 531-1452,61801-2714,STAN,BAND,3,Y,,Cajun Seafood
65591,Yelp Greendot (Q42022),NOM NOM GRILL TERIYAKI HOUSE,503 RTE 66 W,MORIARTY,NM,(505) 832-5390,87035,,,,,,Japanese
65592,Yelp Greendot (Q42022),NOMNIVORE! SUSHI ET CETERA,2057 SCARRITT PL,NASHVILLE,TN,(615) 712-6656,37203-2439,THET,TINT,4,Y,,Japanese
65593,Yelp Greendot (Q42022),NOODLE BAR + VIVI BUBBLE TEA,4110 QUAKERBRIDGE RD STE 11,LAWRENCE TOWNSHIP,NJ,(609) 799-7988,08648-4777,,,,,,Chinese
65594,Yelp Greendot (Q42022),NOODLE BOULEVARD,1718 WALNUT ST,CARY,NC,(984) 222-3003,27511-5931,PHROMMET,PHROMTHONG,19,Y,,Japanese
65595,Yelp Greendot (Q42022),NOODLE HOUSE,514 BOSTON POST RD,ORANGE,CT,(203) 553-9581,06477-3510,,,6,Y,,Japanese
65596,Yelp Greendot (Q42022),NOODLE HOUSE,1022 N DAVIS RD,SALINAS,CA,(831) 758-4071,93907-1944,SINE,DUONG,4,Y,,Chinese
65597,Yelp Greendot (Q42022),NOODLE HOUSE,1305 GATEWAY BLVD STE E7,FAIRFIELD,CA,(707) 434-8808,94533-6906,MICHELLE,TRUONG,5,Y,,Chinese
65598,Yelp Greendot (Q42022),NOODLE PLACE,2321 E 4TH ST,SANTA ANA,CA,(657) 231-9286,92705-3861,,,,,,Chinese
65599,Yelp Greendot (Q42022),NOODLE PLUS,14045 FM 2100 RD STE CROSBY 290,CROSBY,TX,(281) 932-9936,77532-6134,,,,,,Japanese
