Snowball Map,Dupe (Y/N),Match Brizo 1,Match Brizo 2,Match Print 1,Name,CBE Contact Last Name,CBE Contact First Name,Price,Category,Phone Number,Street,City,State,Zip,CBE Location Employment Size Description,CBE Vendor Ethnicity Description
98835,FALSE,-,-,-,Victoria Seafood Restaurant,YU,QILIANG,$$,Chinese,(204) 255-0665,1086 St Marys Rd,Winnipeg,MB,R2M 4K4,10-19,Chinese
98836,FALSE,-,-,-,Sushi Gozen Japanese Restaurant,,,$,Japanese,(204) 254-8247,"1225 St Marys Road""""",Winnipeg,MB,R2M 5L5,,
98837,FALSE,-,-,-,Sushi N,KIM,HEE K,$$,Japanese,(204) 254-4647,"726 St Annes Road"""", Suite D",Winnipeg,MB,R2N 0A2,5-9,Korean
98838,FALSE,-,-,-,Tang Dynasty Chinese Restaurant,YOU,TAO,$$,Chinese,(204) 888-6661,730 St Anne's Rd Suite P,Winnipeg,MB,R2N 0A2,5-9,Chinese
98839,FALSE,-,-,-,Sushi Ai,,,$$,Japanese,(204) 415-5445,680 St Anne's Rd Suite 4,Winnipeg,MB,R2N 3M6,,
,TRUE,1198 Jefferson Ave,-,-,Utage Maple Sushi,,,null,Japanese,(204) 221-3320,1198 Jefferson Ave,Winnipeg,MB,R2P 0C7,5-9,Unknown
,TRUE,230 Tyndall Ave,-,-,East Lake Chinese Food,UYU,SIMON,$$,Chinese,(204) 694-2095,230 Tyndall Ave,Winnipeg,MB,R2R 1S5,1-4,Unknown
98840,FALSE,-,-,-,Kimchi Sushi,TAEYANG,KIM,$$,Japanese,(204) 694-1269,14-998 Keewatin St,Winnipeg,MB,R2R 2V1,20-49,Unknown
98841,FALSE,-,-,-,Ho Choy Restaurant,,,null,Chinese,(204) 338-4104,640 Jefferson Ave,Winnipeg,MB,R2V 0P2,,
,TRUE,1800 Main St,-,1800 Main St,Ocean King Restaurant,WAI,SHE CHING,$$,Chinese,(204) 338-9333,1800 Main St,Winnipeg,MB,R2V 2A3,1-4,Chinese
98842,FALSE,-,-,-,Asia City Asian Bistro & Express,KHAU,ANNIE,$$,Chinese,(204) 772-2832,1440 McPhillips St,Winnipeg,MB,R2V 3C5,5-9,Vietnamese
98843,FALSE,-,-,-,Sushi Plus,CHIK,STANLEY,$$,Japanese,(204) 697-3721,2132 McPhillips St,Winnipeg,MB,R2V 3C8,5-9,Chinese
98844,FALSE,-,-,-,Mikan Sushi,,,null,Japanese,(204) 888-8466,2188 McPhillips St Unit 17,Winnipeg,MB,R2V 3C8,5-9,Unknown
98845,FALSE,-,-,-,Wok House Restaurant,KWAN,LAWRENCE,$$,Chinese,(204) 339-2644,1027 McGregor St,Winnipeg,MB,R2V 3H4,1-4,Chinese
98846,FALSE,-,-,-,Winter Garden,CHIU,WAN,null,Chinese,(204) 586-8145,M-2211 McPhillips St,Winnipeg,MB,R2V 3M5,5-9,Chinese
98847,FALSE,-,-,-,Ginza Sushi,SINGH,PARAMJIT,null,Japanese,(204) 338-9999,27 Red River Boulevard,Winnipeg,MB,R2V 4E2,1-4,Indian
98848,FALSE,-,-,-,Binh An Restaurant,LE,PHUOC,$,Chinese,(204) 582-6633,1076 Main Street,Winnipeg,MB,R2W 5J3,1-4,Vietnamese
,TRUE,1245 Inkster Blvd,-,-,Marigold Restaurants,WOO,RICHIE,null,Chinese,(204) 697-1245,1245 Inkster Blvd,Winnipeg,MB,R2X 1P4,20-49,Korean
98849,FALSE,-,-,-,Mayflower Chinese Food Delivery Service,MA,CHIHONG,null,Chinese,(204) 586-8163,1200 McPhillips Street,Winnipeg,MB,R2X 2L6,1-4,Chinese
,TRUE,355 McDermot Ave,-,355 McDermot Ave,Double Greeting Chinese Snack House,NGO,JACKY,null,Chinese,(204) 956-1383,355 McDermot Ave,Winnipeg,MB,R3A 0A6,1-4,Vietnamese
,TRUE,497 William Ave,-,-,Ding Ho Chinese Restaurant,CHAN,JOHN,$,Chinese,(204) 783-4527,497 William Ave,Winnipeg,MB,R3A 0J7,1-4,Chinese
98850,FALSE,-,-,-,Winnipeg Flying Noodle House,DU,LEILEI,null,Chinese,(204) 505-3596,164 Isabel St Suite 2,Winnipeg,MB,R3A 1G5,1-4,Vietnamese
98851,FALSE,-,-,-,Watta Sushi,,,null,Japanese,(204) 774-7777,837 Sherbrook St,Winnipeg,MB,R3A 1M6,1-4,Unknown
,TRUE,247 Logan Ave,-,-,Logan Corner Restaurant,HU,WE QUAN,$$,Chinese,(204) 957-7288,247 Logan Ave,Winnipeg,MB,R3B 0K9,5-9,Chinese
98852,FALSE,-,-,-,Jing Jing Asian Restaurant,,,$,Cajun Seafood,(204) 956-7948,210 Pacific Ave,Winnipeg,MB,R3B 0M4,,
,TRUE,277 Rupert Ave,-,-,Sam Po,,,$$,Chinese,(204) 691-1213,277 Rupert Ave,Winnipeg,MB,R3B 0N5,5-9,Unknown
98853,FALSE,-,-,-,Chosabi,,,$$,Cajun Seafood,(204) 615-8338,"100 King Street, Unit A",Winnipeg,MB,R3B 0P6,5-9,Unknown
98854,FALSE,-,-,-,Blufish Japanese Restaurant,CHEN,SONNY,$$,Japanese,(204) 779-9888,179 Bannatyne Avenue,Winnipeg,MB,R3B 0R4,5-9,Chinese
98855,FALSE,-,-,-,Yuki Sushi,,,null,Japanese,(204) 956-2849,554 Main St,Winnipeg,MB,R3B 1C4,,
,TRUE,245 King St,-,-,Dim Sum Garden Restaurant,,,$$$,Chinese,(204) 942-8297,245 King St,Winnipeg,MB,R3B 1J6,,
98856,FALSE,-,-,-,Kum-Koon Garden,YOUNG,GEOFFREY,$$,Chinese,(204) 943-4655,257 King St,Winnipeg,MB,R3B 1J6,20-49,English
,TRUE,407 Notre Dame Ave,-,-,New Hong Kong Chinese Snack House,,,null,Chinese,(204) 942-5315,407 Notre Dame Ave,Winnipeg,MB,R3B 1R2,,
,TRUE,537 Sargent Ave,-,-,Dragon River Chinese Restaurant,CHEN,WEN CHANG,null,Chinese,(204) 772-0227,537 Sargent Ave,Winnipeg,MB,R3B 1W1,1-4,Chinese
,TRUE,534 Sargent Ave,-,-,Thanh Huong Restaurant,THAI,MOC,$,Chinese,(204) 774-8888,534 Sargent Ave,Winnipeg,MB,R3B 1W2,1-4,Vietnamese
,TRUE,333 Ellice Ave,-,-,Ken's Restaurant,HANG,KEN,$$,Chinese,(204) 943-1062,333 Ellice Ave,Winnipeg,MB,R3B 1X8,20-49,Chinese
98857,FALSE,-,-,-,Kim Long Restaurant,,,null,Chinese,(204) 949-0077,235 Portage Ave,Winnipeg,MB,R3B 2A6,,
,TRUE,350 Hargrave St,-,-,East Ocean Restaurant,CHEUNG,LI MAN,null,Chinese,(204) 947-0808,350 Hargrave St,Winnipeg,MB,R3B 2J9,1-4,Chinese
98858,FALSE,-,-,-,Noodle Express,,,$,Chinese,(204) 943-9760,180 King St Unit 107,Winnipeg,MB,R3B 3G8,5-9,Unknown
98859,FALSE,-,-,-,Bento Sushi Express,LIU,SONNEY,null,Japanese,(),153-393 Portage Ave,Winnipeg,MB,R3B 3H6,1-4,Chinese
98860,FALSE,-,-,-,Luna Cafe,,,null,Japanese,(204) 414-9038,393 Portage Ave Unit 502,Winnipeg,MB,R3B 3H6,,
98861,FALSE,-,-,-,Greenish,,,null,Japanese,(204) 960-0618,206-350 Portage Ave,Winnipeg,MB,R3C 0C3,,
98862,FALSE,-,-,-,Chosabi,,,null,Japanese,(204) 615-9386,104-520 Portage Ave,Winnipeg,MB,R3C 0G2,,
98863,FALSE,-,-,-,Mitzi's Chicken Finger Restaurant,ENG,SHIRLEY,$,Chinese,(204) 943-9770,250 St Mary Ave,Winnipeg,MB,R3C 0M5,5-9,English
98864,FALSE,-,-,-,Saburo Ramen & Donburi,,,null,Japanese,(),240-242 Hargrave St Hargrave Street Market,Winnipeg,MB,R3C 0T8,,
,TRUE,588 Broadway,-,-,Wasabi On Broadway,WONG,WILLIAM,$$$,Japanese,(204) 774-4328,588 Broadway,Winnipeg,MB,R3C 0W5,10-19,Chinese
98865,FALSE,-,-,-,Izakaya Edokko,,,$$,Japanese,(204) 615-5556,190 Smith Street,Winnipeg,MB,R3C 1J8,,
,TRUE,236 Edmonton St,-,-,Ming Court Restaurant & Bar,,,null,Chinese,(204) 949-1087,236 Edmonton St,Winnipeg,MB,R3C 1R7,,
98866,FALSE,-,-,-,Banza Noodle &Tea House,,,null,Cajun Seafood,(204) 306-4188,102 Sherbrook St,Winnipeg,MB,R3C 2B4,,
,TRUE,189 Carlton St,-,-,Ichiban Japanese Steakhouse,CARLOS,EDWIN,$$$,Japanese,(204) 925-7400,189 Carlton St,Winnipeg,MB,R3C 3H7,20-49,Hispanic
98867,FALSE,-,-,-,Azalea Chinese Restaurant,SHENG,YING,null,Chinese,(204) 772-1248,1-600 Portage Ave,Winnipeg,MB,R3C 3L7,5-9,Chinese
98868,FALSE,-,-,-,Sushi Gen,WU,BAIHONG,$$,Japanese,(),500 Portage Ave Ste 101,Winnipeg,MB,R3C 3X1,5-9,Chinese
98869,FALSE,-,-,-,Umi Sushi,,,$$,Japanese,(204) 989-2278,"Square, 11-360 Main St",Winnipeg,MB,R3C 3Z4,,
98870,FALSE,-,-,-,PokΘ Mono,WEN,ANDY,null,Japanese,(204) 944-1987,77 Edmonton Street,Winnipeg,MB,R3C 4H8,1-4,Chinese
98871,FALSE,-,-,-,Fusian Sushi,CHANG,LISA,$$,Japanese,(204) 691-2525,1 Forks Market Rd Unit 125,Winnipeg,MB,R3C 4L9,5-9,Chinese
,TRUE,1142 Notre Dame Ave,-,-,Spring Roll Restaurant,HUANG,XI GANG,$,Chinese,(204) 783-7761,1142 Notre Dame Ave,Winnipeg,MB,R3E 0P1,5-9,Chinese
,TRUE,240 McPhillips St,-,-,Green Ninja,,,$$,Cajun Seafood,(204) 505-6550,240 McPhillips St,Winnipeg,MB,R3E 2K4,,
,TRUE,240 McPhillips St,(204) 615-2695,-,Isaytakoyummy,,,$$,Japanese,(204) 615-2695,240 McPhillips St,Winnipeg,MB,R3E 2K4,,
,TRUE,272 McPhillips St,(204) 772-0016,-,Magic Sushi,COX,MYRON,null,Japanese,(204) 772-0016,272 McPhillips St,Winnipeg,MB,R3E 2K6,1-4,English
,TRUE,276 McPhillips St,-,276 McPhillips St,Jade Chopstix,WOO,MICHAEL,null,Chinese,(204) 415-7838,276 McPhillips St,Winnipeg,MB,R3E 2K6,5-9,Korean
,TRUE,1 Keewatin St,-,-,Sushi Delight,DANG,MINH,null,Japanese,(204) 697-0152,1 Keewatin St,Winnipeg,MB,R3E 3B6,1-4,Vietnamese
,TRUE,661 Ellice Ave,-,-,Pho Que Huong,,,$,Chinese,(204) 691-5105,661 Ellice Ave,Winnipeg,MB,R3G 0A8,,
,TRUE,841 Ellice Ave,-,-,New Asia Chinese Food,SIE,WEI PING,null,Chinese,(204) 779-8583,841 Ellice Ave,Winnipeg,MB,R3G 0C3,1-4,Chinese
98872,FALSE,-,-,-,Marigold Restaurants,,,null,Chinese,(204) 783-1067,1380 Ellice Ave,Winnipeg,MB,R3G 0G2,,
,TRUE,708 Portage Ave,-,-,Mooshiro Japanese Cuisine,DAEKIN,JONG,$$,Japanese,(204) 237-8744,708 Portage Ave,Winnipeg,MB,R3G 0M6,1-4,Korean
98873,FALSE,-,-,-,Portage Eatery,,,null,Chinese,(204) 504-0369,103-912 Portage Ave,Winnipeg,MB,R3G 0P5,,
,TRUE,1100 Portage Ave,-,1100 Portage Ave,Lucky Koi Chinese Restaurant,GUAN,MUNG,null,Chinese,(204) 943-9933,1100 Portage Ave,Winnipeg,MB,R3G 0S4,5-9,Chinese
98874,FALSE,-,-,-,PF Chang's,,,null,Chinese,(204) 775-1777,865 St James St,Winnipeg,MB,R3G 0V9,20-49,Unknown
98875,FALSE,-,-,-,Bento Sushi,LIU,SUNNY,null,Japanese,(),1485 Portage Ave,Winnipeg,MB,R3G 0W4,5-9,Chinese
98876,FALSE,-,-,-,Famous Wok,HU,SUE,null,Chinese,(204) 786-2888,236-1485 Portage Ave,Winnipeg,MB,R3G 0W4,20-49,Chinese
98877,FALSE,-,-,-,Edo Japan - Polo Park,,,null,Japanese,(204) 774-5235,1485 Portage Ave Suite Fc06A,Winnipeg,MB,R3G 0W4,5-9,Unknown
,TRUE,616 St James St,-,-,Ye's Buffet,TANG,IVAN,$$,Japanese,(204) 896-6666,616 St James St,Winnipeg,MB,R3G 3J5,20-49,Chinese
98878,FALSE,-,-,-,Fortune Cooking Chinese Restaurant,CHAN,SING,$$,Chinese,(204) 774-7888,1045 St. James St,Winnipeg,MB,R3H 1B1,5-9,Chinese
,TRUE,1799 Portage Ave,-,-,Sushi Place,,,null,Japanese,(204) 832-9910,1799 Portage Ave,Winnipeg,MB,R3J 0G2,,
,TRUE,1799 Portage Ave,-,-,Sushi Edoichi,,,null,Japanese,(204) 832-9910,1799 Portage Ave,Winnipeg,MB,R3J 0G2,,
,TRUE,1849 Portage Ave,(204) 889-8880,-,Good Earth Restaurant,WONG,KIM,$$,Chinese,(204) 889-8880,1849 Portage Ave,Winnipeg,MB,R3J 0G8,5-9,Chinese
98879,FALSE,-,-,-,Ingko Sushi,PARK,SUNGHO,null,Japanese,(204) 415-6028,2565 Portage Avenue,Winnipeg,MB,R3J 0P4,5-9,Korean
98880,FALSE,-,-,-,Damecca,,,null,Cajun Seafood,(204) 306-1130,305 Madison Street,Winnipeg,MB,R3J 1H9,,
98881,FALSE,-,-,-,Sushi Train At Madison Square,,,$$,Japanese,(204) 783-0646,J-1600 Ness Ave,Winnipeg,MB,R3J 3W7,,
,TRUE,3060 Portage Ave,-,-,Dragon Palace,HO,YUK K,$,Chinese,(204) 831-7727,3060 Portage Ave,Winnipeg,MB,R3K 0Y1,10-19,Vietnamese
,TRUE,3140 Portage Ave,-,-,Tokyo Sushi Japanese Restaurant,HA,JAMES,$$,Japanese,(204) 889-9700,3140 Portage Ave,Winnipeg,MB,R3K 0Y4,5-9,Chinese
,TRUE,3166 Portage Ave,-,-,Yan Yan Chinese Food Restaurant,YEE,HELEN,null,Chinese,(204) 831-1374,3166 Portage Ave,Winnipeg,MB,R3K 0Y5,1-4,Chinese
98882,FALSE,-,-,-,Sushi Maru,,,$$,Japanese,(204) 774-6278,3421 Portage Ave Unit 7,Winnipeg,MB,R3K 2C9,5-9,Unknown
98883,FALSE,-,-,-,Wasabi Sushi Bistro,VENEVONGSA,CHO,$$$,Japanese,(204) 474-2332,121 Osborne Street,Winnipeg,MB,R3L 1Y4,10-19,Chinese
,TRUE,159 Osborne St,-,-,Naru Sushi,LEE,GYEONGOG,$$,Japanese,(204) 888-0028,159 Osborne St,Winnipeg,MB,R3L 1Y7,10-19,English
,TRUE,167 Osborne St,-,-,Wakoya sushi,,,$$,Japanese,(204) 783-7777,167 Osborne St,Winnipeg,MB,R3L 1Z2,1-4,Unknown
,TRUE,179 Osborne St,-,-,Oriental Bowl,YEE,CHING,null,Chinese,(204) 474-1453,179 Osborne St,Winnipeg,MB,R3L 1Z2,1-4,Chinese
,TRUE,470 Osborne St,-,-,Diner's Choice Chinese Restaurant,NI,YI,null,Chinese,(204) 452-7915,470 Osborne St,Winnipeg,MB,R3L 2A5,5-9,Chinese
,TRUE,535 Osborne St,-,-,Jade Inn,HU,MING,$,Chinese,(204) 474-2397,535 Osborne St,Winnipeg,MB,R3L 2B2,1-4,Chinese
,TRUE,718 Osborne St,-,-,Marigold Restaurants,WOO,RODGER,$$,Chinese,(204) 474-2401,718 Osborne St,Winnipeg,MB,R3L 2C2,10-19,Korean
98884,FALSE,-,-,-,Spicy Noodle House,IP,TERRY,$$,Chinese,(204) 287-2388,99 Osborne St Suite 102,Winnipeg,MB,R3L 2R4,5-9,Chinese
98885,FALSE,-,-,-,MßquΦ,,,null,Cajun Seafood,(204) 284-3385,909 Dorchester Ave Unit A,Winnipeg,MB,R3M 0P7,,
,TRUE,659 Corydon Ave,-,-,Sushi Ya,CHUNG,JUNHO,null,Japanese,(204) 452-3916,659 Corydon Ave,Winnipeg,MB,R3M 0W3,5-9,Korean
98886,FALSE,-,-,-,Sunshine Chinese Restaurant,,,$$,Chinese,(204) 615-2615,635 Corydon Avenue,Winnipeg,MB,R3M 0W3,5-9,Unknown
98887,FALSE,-,-,-,Asian Hot Pot,LIU,TAO,$$,Chinese,(204) 615-8878,740 Corydon Avenue,Winnipeg,MB,R3M 0W6,5-9,Chinese
98888,FALSE,-,-,-,Wako Sushi Cafe,KIM,MYUNG-AE,$,Japanese,(204) 339-7777,875 Corydon Avenue,Winnipeg,MB,R3M 0W7,1-4,Korean
,TRUE,635 Corydon Ave,-,635 Corydon Ave,Ninki Sushi,,,$$,Japanese,(204) 452-7624,635 Corydon Ave,Winnipeg,MB,R3M 0X7,,
98889,FALSE,-,-,-,Hanabi Japanese Restaurant,,,$$,Japanese,(204) 475-6034,740 Corydon Avenue,Winnipeg,MB,R3M 0Y1,,
,TRUE,840 Corydon Ave,-,840 Corydon Ave,Peking Chinese Restaurant,YUEN,WAY,null,Chinese,(204) 453-2458,840 Corydon Ave,Winnipeg,MB,R3M 0Y2,1-4,Chinese
98890,FALSE,-,-,-,Koya Japan,LAM,BEN,null,Japanese,(204) 452-4199,1120 Grant Avenue,Winnipeg,MB,R3M 2A1,1-4,Vietnamese
98891,FALSE,-,-,-,Purple Noodle Bar,,,null,Cajun Seafood,(204) 500-0264,667 Stafford St,Winnipeg,MB,R3M 2X7,,
98892,FALSE,-,-,-,The Captain's Boil,,,null,Cajun Seafood,(204) 500-9729,667 Stafford St Unit B,Winnipeg,MB,R3M 2X7,,
,TRUE,1360 Taylor Ave,-,-,Wasabi Sabi,,,$$$,Japanese,(204) 415-7878,1360 Taylor Ave,Winnipeg,MB,R3M 3Z1,5-9,Unknown
,TRUE,421 Academy Rd,-,-,Hi-Ball Restaurant,YANG,WEN,null,Chinese,(204) 488-4487,421 Academy Rd,Winnipeg,MB,R3N 0C1,1-4,Chinese
98893,FALSE,-,-,-,Kudara Sushi,,,$$,Japanese,(204) 477-8888,2-427 Academy Rd,Winnipeg,MB,R3N 0C2,,
,TRUE,545 Academy Rd,-,-,Sushi California,LEE,MI,$$,Japanese,(204) 487-1872,545 Academy Rd,Winnipeg,MB,R3N 0E2,5-9,Chinese
98894,FALSE,-,-,-,Kai Ping Restaurant,SITU,LILY,$$,Chinese,(204) 488-8286,2-1670 Corydon Ave,Winnipeg,MB,R3N 0J7,5-9,Chinese
98895,FALSE,-,-,-,Kai Ping Restaurant,SITU,LILY,null,Chinese,(204) 488-8286,1670 Corydon Avenue,Winnipeg,MB,R3N 0J7,5-9,Chinese
,TRUE,1822 Grant Ave,-,-,Yujiro Japanese Restaurant,LAM,EDWARD,$$,Japanese,(204) 489-9254,1822 Grant Ave,Winnipeg,MB,R3N 0N3,10-19,Vietnamese
98896,FALSE,-,-,-,Bimi Japanese Restaurant,KIM,TOMMY,$$,Japanese,(204) 895-2464,1893 Grant Ave,Winnipeg,MB,R3N 1Z2,10-19,Korean
98897,FALSE,-,-,-,Sushi Hon,,,$$,Japanese,(204) 487-1120,1570 Kenaston Blvd Suite 120,Winnipeg,MB,R3P 0Y4,5-9,Unknown
98898,FALSE,-,-,-,Wok Box,DHILLON,AMRIT,$$,Cajun Seafood,(204) 415-1840,1580 Kenaston Blvd Ste 170,Winnipeg,MB,R3P 0Y4,5-9,Indian
98899,FALSE,-,-,-,Yumi Katsu,,,null,Japanese,(),120 Lowson Cres Suite 2,Winnipeg,MB,R3P 2H8,,
,TRUE,1659 Kenaston Blvd,-,-,Umi Sushi,CHOI,MODMNGEOL,$$,Japanese,(204) 489-3118,1659 Kenaston Blvd,Winnipeg,MB,R3P 2M4,5-9,Korean
98900,FALSE,-,-,-,Sushi Park,,,null,Japanese,(204) 221-7158,3900 Grant Avenue,Winnipeg,MB,R3R 3C5,,
,TRUE,6500 Roblin Blvd,-,-,Nanking Chinese Food,CHEN,CHUN,null,Chinese,(204) 895-0883,6500 Roblin Blvd,Winnipeg,MB,R3R 3P9,1-4,Chinese
98901,FALSE,-,-,-,Sushi Ro,,,$,Japanese,(204) 421-9120,6500 Roblin Blvd Unit 4,Winnipeg,MB,R3R 3P9,,
,TRUE,1084 Pembina Hwy,-,-,New Golden Inn Restaurant,MARK,JOHN,$$,Chinese,(204) 284-2837,1084 Pembina Hwy,Winnipeg,MB,R3T 1Z9,5-9,Austrian
,TRUE,1151 Pembina Hwy,-,-,Cho Ichi Ramen,,,null,Japanese,(204) 615-8832,1151 Pembina Hwy,Winnipeg,MB,R3T 2A3,,
98902,FALSE,-,-,-,Ta.Ke Sushi Take-Out,KIM,SUYUNG,$$,Japanese,(204) 284-0028,1235 Pembina Highway,Winnipeg,MB,R3T 2A9,1-4,Korean
,TRUE,1270 Pembina Hwy,-,-,Kimchi Sushi,,,$$,Japanese,(204) 261-8888,1270 Pembina Hwy,Winnipeg,MB,R3T 2B1,5-9,Unknown
98903,FALSE,-,-,-,Dancing Noodle,WU,WILL,$,Chinese,(204) 691-0205,1393A Pembina Hwy,Winnipeg,MB,R3T 2B8,5-9,Chinese
,TRUE,1480 Pembina Hwy,-,-,Vietnamese Paradise,,,$,Chinese,(204) 284-8507,1480 Pembina Hwy,Winnipeg,MB,R3T 2C3,,
98904,FALSE,-,-,-,Yougot Chinese Restaurant,DING,XIANG Y,$$,Chinese,(204) 284-6618,1521 Pembina Highway,Winnipeg,MB,R3T 2E4,1-4,Chinese
,TRUE,1755 Pembina Hwy,-,1755 Pembina Hwy,Summer Palace,BAI,YAN,$$$,Chinese,(204) 261-9241,1755 Pembina Hwy,Winnipeg,MB,R3T 2G6,5-9,Chinese
98905,FALSE,-,-,-,Morals Village HotPot,,,null,Chinese,(),102-1855 Pembina Hwy,Winnipeg,MB,R3T 2G6,,
98906,FALSE,-,-,-,Dagu rice noodle,,,null,Chinese,(204) 219-1597,102-1855 Pembina Hwy,Winnipeg,MB,R3T 2G6,,
,TRUE,1875 Pembina Hwy,(204) 261-4407,-,Huang Pu River Restaurant,SHEN,BAIRONG,null,Chinese,(204) 261-4407,1875 Pembina Hwy,Winnipeg,MB,R3T 2G7,100-249,Chinese
98907,FALSE,-,-,-,IGI BBQ and Sushi Bistro,,,$$,Japanese,(204) 477-9909,10-1875 Pembina Hwy,Winnipeg,MB,R3T 2G7,,
,TRUE,2237 Pembina Hwy,-,-,Golden Loong Restaurant,,,null,Chinese,(204) 504-6766,2237 Pembina Hwy,Winnipeg,MB,R3T 2H1,5-9,Unknown
98908,FALSE,-,-,-,Sushi Jet,YANG,YAJUN,$$$,Japanese,(204) 339-7888,2425 Pembina Highway,Winnipeg,MB,R3T 2H4,10-19,Chinese
98909,FALSE,-,-,-,Dim Sum Garden Restaurant,KONG,FANJING,$$,Chinese,(204) 269-7799,2677 Pembina Highway,Winnipeg,MB,R3T 2H5,5-9,Chinese
98910,FALSE,-,-,-,Kazoku Restaurant,,,null,Japanese,(204) 269-0042,30-2583 Pembina Hwy,Winnipeg,MB,R3T 2H5,5-9,Unknown
98911,FALSE,-,-,-,Sugar Marmalade,,,null,Chinese,(204) 306-7333,2589 Pembina Hwy Unit 90,Winnipeg,MB,R3T 2H5,,
,TRUE,2615 Pembina Hwy,-,-,Ume Yummy Restaurant,,,null,Chinese,(204) 615-0888,2615 Pembina Hwy,Winnipeg,MB,R3T 2H5,,
98912,FALSE,-,-,-,Southland Restaurant,HU,WAN HEM,$$,Chinese,(204) 261-3510,2855 Pembina Hwy Suite 20 Richmond W Plaza,Winnipeg,MB,R3T 2H5,20-49,Chinese
98913,FALSE,-,-,-,Momo,DONG,KIIL,$,Japanese,(204) 275-6539,2855 Pembina Hwy Unit 40,Winnipeg,MB,R3T 2H5,10-19,Korean
,TRUE,2991 Pembina Hwy,-,-,Hai Shang,,,null,Chinese,(204) 505-1887,2991 Pembina Hwy,Winnipeg,MB,R3T 2H5,5-9,Unknown
98914,FALSE,-,-,-,Chosabi,LAM,STEVEN,$$,Cajun Seafood,(204) 615-8313,2696 Pembina Highway,Winnipeg,MB,R3T 2H7,5-9,Vietnamese
,TRUE,2740 Pembina Hwy,-,-,China Garden,CHOW,PAUL,null,Chinese,(204) 261-3411,2740 Pembina Hwy,Winnipeg,MB,R3T 2H7,5-9,Chinese
98915,FALSE,-,-,-,North Garden Restaurant,CHOW,TONY,$$,Chinese,(204) 275-2591,33 University Crescent,Winnipeg,MB,R3T 2N5,20-49,Chinese
98916,FALSE,-,-,-,Szechuan Restaurant,,,null,Chinese,(204) 453-5241,1607 Pembina Hwy,Winnipeg,MB,R3T 3Y6,,
,TRUE,1609 Pembina Hwy,-,-,YGF Malatang Hotpot,,,null,Chinese,(),1609 Pembina Hwy,Winnipeg,MB,R3T 3Y6,,
,TRUE,1910 Pembina Hwy,-,-,Idol Asian Cuisine,,,$$,Chinese,(204) 269-6688,1910 Pembina Hwy,Winnipeg,MB,R3T 4S5,5-9,Unknown
98917,FALSE,-,-,-,Sun Fortune Restaurant,CHAN,D,$$,Chinese,(204) 269-6868,2077 Pembina Hwy,Winnipeg,MB,R3T 5J9,10-19,Chinese
98918,FALSE,-,-,-,Masa Japanese Restaurant,,,$$,Japanese,(204) 261-3131,2077 Pembina Hwy,Winnipeg,MB,R3T 5J9,10-19,Chinese
98919,FALSE,-,-,-,Top 10 Desserts and Bistro,,,null,Cajun Seafood,(204) 421-9138,16-2077 Pembina Hwy,Winnipeg,MB,R3T 5J9,,
98920,FALSE,-,-,-,Sushi Ichiro,,,$$,Japanese,(204) 415-3474,"871 Waverly St, Ste 2",Winnipeg,MB,R3T 6C3,,
,TRUE,3564 Pembina Hwy,-,3564 Pembina Hwy,Riverview Garden Restaurant,YU,CHAO,null,Chinese,(204) 615-5828,3564 Pembina Hwy,Winnipeg,MB,R3V 1A7,5-9,Chinese
98921,FALSE,-,-,-,Hiro Sushi,,,null,Japanese,(204) 253-9066,1003-50 Sage Creek Blvd,Winnipeg,MB,R3X 0J6,5-9,Unknown
,TRUE,-,-,8-20 Island Shore Blvd,Yami Garden Restaurant,LI,ZHENYU,null,Chinese,(204) 416-6006,8-20 Island Shore Blvd,Winnipeg,MB,R3X 1N7,1-4,Chinese
98922,FALSE,-,-,-,JC Sushi,,,null,Japanese,(204) 306-4475,400 North Town Rd Unit 130,Winnipeg,MB,R3Y 0Y3,,
,TRUE,1717 Kenaston Blvd,-,1717 Kenaston Blvd,Asoyama,JUNG,CALVIN,$$,Japanese,(204) 487-4222,1717 Kenaston Blvd,Winnipeg,MB,R3Y 1V5,5-9,German
,TRUE,1717 Kenaston Blvd,-,1717 Kenaston Blvd,Shogun Japanese Restaurant,JUNG,CALVIN,$$,Japanese,(204) 487-4222,1717 Kenaston Blvd,Winnipeg,MB,R3Y 1V5,5-9,German
,TRUE,-,(204) 615-3338,-,Phoenix Square,,,null,Chinese,(204) 615-3338,1765E Kenaston Blvd,Winnipeg,MB,R3Y 1V8,5-9,Unknown
,TRUE,215 Main St,-,-,Lee's Village Restaurant,MAK,LOK,null,Chinese,(204) 326-4449,215 Main St,Steinbach,MB,R5G 1Y7,5-9,Chinese
,TRUE,321 Stephen St,-,-,Lao's Lucky Restaurant,YUEKOIANG,LU,null,Chinese,(204) 822-3982,321 Stephen St,Morden,MB,R6M 1V1,1-4,Unknown
98923,FALSE,-,-,-,SzutuÆs Chinese Restaurant,SZUTU,DAVID,null,Chinese,(204) 325-6818,268 1st St,Winkler,MB,R6W 3N2,5-9,Hungarian
98924,FALSE,-,-,-,Kim's Chinese & Japanese Restaurant,,,null,Chinese,(204) 571-9266,42 McTavish Avenue E,Brandon,MB,R7A 2B2,,
