UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Q3'24,Q4'24
R85692,FT,0,0,0,0,0,0,"12,860","30,377","18,748","19,830","20,912","22,753","19,058"
R85693,FT,0,0,0,0,0,0,"16,077","15,052","12,921","12,105","10,096","9,657","8,978"
R85695,FT,0,0,0,0,0,0,"4,438","4,171",0,0,0,0,0
R85696,FT,0,0,0,0,0,0,"10,430","11,081","14,051","9,268","9,624","7,088","7,228"
R85697,PT,0,0,0,0,0,0,0,"21,674","6,497","8,102","6,769","7,768","5,059"
R85698,FT,0,0,0,0,0,0,0,"61,790","54,402","60,409","57,388","56,558","54,867"
R85699,PT,0,0,0,0,0,0,0,"9,359","7,982","7,636","11,061","5,730","2,580"
R85701,FT,0,0,0,0,0,0,"14,799",0,0,0,0,0,0
R85702,PT,0,0,0,0,0,0,0,0,0,0,836,828,828
R85703,FT,0,0,0,0,0,0,609,"4,365",91,91,91,96,96
R85705,FT,0,0,0,0,0,0,"57,337","91,921","85,132","88,330","95,815","85,240","76,993"
R85706,FT,0,0,0,0,0,0,0,"11,814","12,106","9,249","11,825","10,673","15,104"
R85708,FT,0,0,0,0,0,0,"25,259","45,018","87,849","38,049","41,096","48,081","53,126"
R85709,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85711,PT,0,0,0,0,0,0,0,183,"1,189",365,365,360,0
R85712,PT,0,0,0,0,0,0,80,0,0,0,0,0,0
R85713,FT,0,0,0,0,0,0,"6,872","12,020","13,019","12,611","12,909","12,006","13,148"
R85715,FT,0,0,0,0,0,0,0,"5,545","12,506","4,505","3,785","4,674","6,704"
R85716,FT,0,0,0,0,0,0,"3,364","13,333","15,376","11,715","12,151","9,015","7,807"
R85717,PT,0,0,0,0,0,0,0,"2,400","3,683","7,558",0,0,0
R85718,PT,0,0,0,0,0,0,0,"5,880","3,499","3,725","2,660","3,953","2,676"
R85719,PT,0,0,0,0,0,0,0,"7,936","9,964","7,548","8,236","7,527","7,251"
R85721,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85722,FT,0,0,0,0,0,0,"3,815","16,677",91,274,0,0,0
R85723,FT,0,0,0,0,0,0,"3,104","13,128","14,799","16,873","16,165","15,248","18,003"
R85725,FT,0,0,0,0,0,0,"21,799","80,372","76,834","69,360","68,414","70,931","68,157"
R85726,FT,0,0,0,0,0,0,"8,171","20,149","23,494","18,335","19,173","17,645","3,510"
R85728,FT,0,0,0,0,0,0,"6,461","13,029","11,771","10,486","10,663","10,217","10,726"
R85729,FT,0,0,0,0,0,0,0,"2,209",0,0,0,0,0
R85731,FT,0,0,0,0,0,0,"5,866","26,659",0,0,0,0,0
R85732,FT,0,0,0,0,0,0,0,"26,239","33,115","25,725","22,949","6,696","11,522"
R85733,FT,0,0,0,0,0,0,0,"12,161","12,143","11,433","12,268","12,815","8,810"
R85735,PT,0,0,0,0,0,0,0,"6,099","5,593","5,755","6,028","5,335","5,207"
R85736,FT,0,0,0,0,0,0,160,"12,584","10,243","11,374","12,015","16,286","15,357"
R85737,FT,0,0,0,0,0,0,0,"28,309","25,100","23,689","25,303","25,894","22,801"
R85738,FT,0,0,0,0,0,0,0,"20,154","18,134","17,704","21,223","16,102","20,808"
R85739,FT,0,0,0,0,0,0,0,"10,141","9,002","9,588","10,569","9,405","8,447"
R85752,PT,0,0,0,0,0,0,0,"10,376",0,0,0,0,0
R85755,FT,0,0,0,0,0,0,0,"28,106","24,708","26,065","24,595","28,415","23,302"
R85756,FT,0,0,0,0,0,0,0,"6,476",0,91,653,648,648
R85757,FT,0,0,0,0,0,0,0,"34,849","25,575","24,750","31,794","10,980","5,397"
R85758,FT,0,0,0,0,0,0,0,"12,978","11,782","12,498","11,646","12,734","11,508"
R85759,FT,0,0,0,0,0,0,0,"21,866","21,009","16,966","18,008","17,316","23,924"
R85761,PT,0,0,0,0,0,0,0,"2,080","10,881","9,693","12,233",648,"8,026"
R85762,PT,0,0,0,0,0,0,0,"19,391","15,353","21,748","19,727","18,393","15,207"
R85765,FT,0,0,0,0,0,0,0,"5,051",0,91,91,96,96
R85766,FT,0,0,0,0,0,0,0,"11,231","15,209","13,019","10,242","13,270","11,790"
R85767,FT,0,0,0,0,0,0,0,"35,190","28,542","29,555","29,178","27,158","25,214"
R85768,PT,0,0,0,0,0,0,0,"6,071","6,056","7,686","2,674","8,238","6,210"
R85769,FT,0,0,0,0,0,0,0,"14,983",0,0,0,0,0
R85771,FT,0,0,0,0,0,0,0,"14,926","21,918","14,946","13,007","14,546","13,137"
R85772,PT,0,0,0,0,0,0,0,"29,966","8,673","5,748","8,615","9,766","14,777"
R85773,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85775,FT,0,0,0,0,0,0,0,"17,688","15,804","15,870","14,881","16,216","17,441"
R85776,FT,0,0,0,0,0,0,0,"32,829","31,983","28,481","31,266","30,087","34,803"
R85777,FT,0,0,0,0,0,0,0,"6,026","2,976","2,514","7,562","3,468",648
R85778,FT,0,0,0,0,0,0,0,"6,351","6,758","5,692","3,606","2,701","3,569"
R85779,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85781,FT,0,0,0,0,0,0,0,"62,074","52,207","57,372","56,703","54,700","56,163"
R85782,FT,0,0,0,0,0,0,0,"25,663","25,331","21,179","21,614","21,380","25,496"
R85783,PT,0,0,0,0,0,0,0,"9,874","5,817","6,412","13,654","24,240","18,778"
R85785,FT,0,0,0,0,0,0,0,"10,374","12,029","10,204","8,887","8,124","10,917"
R85786,PT,0,0,0,0,0,0,0,"3,431","5,699","10,376","1,045","4,064","12,659"
R85787,FT,0,0,0,0,0,0,0,816,108,183,836,0,0
R85788,FT,0,0,0,0,0,0,0,"14,292","12,515","12,690","12,702","14,321","11,770"
R85789,FT,0,0,0,0,0,0,0,"24,103","20,739","24,204","20,601","21,716","19,872"
R85791,PT,0,0,0,0,0,0,0,"22,391","25,890","25,521","23,162","28,523","14,637"
R85792,PT,0,0,0,0,0,0,0,"5,350","6,861","2,583","7,673","7,166","2,580"
R85793,FT,0,0,0,0,0,0,0,836,836,836,836,828,828
R85795,PT,0,0,0,0,0,0,0,"19,534","17,006","15,483","6,387","17,501","14,723"
R85796,PT,0,0,0,0,0,0,0,"42,671","36,092","36,303","31,739","35,217","36,470"
R85797,FT,0,0,0,0,0,0,0,"24,264","29,869","22,092","24,200","20,153","22,574"
R85798,PT,0,0,0,0,0,0,0,"36,984","35,572","28,642","27,800","25,715","25,138"
R85799,FT,0,0,0,0,0,0,0,"3,002","6,782","4,663",773,768,768
R85801,FT,0,0,0,0,0,0,0,"24,841","19,744","22,730","23,585","22,501","22,579"
R85802,FT,0,0,0,0,0,0,0,"27,212","4,830","7,639","5,095","6,503","9,771"
R85803,FT,0,0,0,0,0,0,0,"25,247","8,388","15,930","13,963","14,057","8,387"
R85805,FT,0,0,0,0,0,0,0,211,211,394,394,396,396
R85806,FT,0,0,0,0,0,0,0,"24,332","24,577","18,883","21,657","16,556","24,033"
R85807,FT,0,0,0,0,0,0,0,"40,402","45,283","46,137","48,090","47,534","57,503"
R85808,FT,0,0,0,0,0,0,0,"14,575","11,559","12,956","14,521","13,461",924
R85809,FT,0,0,0,0,0,0,0,"9,429","10,727","10,587","9,404","10,039","11,964"
R85811,FT,0,0,0,0,0,0,0,653,"1,110","1,110","1,110","1,104","1,104"
R85812,PT,0,0,0,0,0,0,0,"20,188","21,615","21,292","25,950","13,629","27,886"
R85813,FT,0,0,0,0,0,0,0,"24,484","18,004","8,208","7,483","7,378","7,528"
R85815,FT,0,0,0,0,0,0,0,"5,447","6,087","4,691","4,996",0,"1,544"
R85816,FT,0,0,0,0,0,0,0,"36,833","28,338","32,650","30,926","33,113","27,934"
R85817,PT,0,0,0,0,0,0,0,"10,262","3,023",732,0,0,0
R85819,PT,0,0,0,0,0,0,0,0,"4,003",91,"3,857","6,580",0
R85821,FT,0,0,0,0,0,0,0,"7,581",0,0,0,0,0
R85823,FT,0,0,0,0,0,0,0,"18,595","16,447","20,744","19,015","17,127","15,147"
R85825,PT,0,0,0,0,0,0,0,"22,197","19,115","12,182","9,106","4,059","4,514"
R85826,PT,0,0,0,0,0,0,0,"27,034","21,848","8,759","4,261","7,731","9,195"
R85827,FT,0,0,0,0,0,0,0,"9,593","12,135","13,078","9,314","4,082","9,959"
R85828,FT,0,0,0,0,0,0,0,"2,846","1,031",0,0,0,0
R85829,FT,0,0,0,0,0,0,0,"13,178","17,015","11,127","12,086","13,956","7,672"
R85831,PT,0,0,0,0,0,0,0,"18,905","15,972","14,271","15,687",0,"2,400"
R85832,PT,0,0,0,0,0,0,0,"19,178","7,938","10,356","11,344","6,336",0
R85833,FT,0,0,0,0,0,0,0,"6,421","6,923","8,062","5,931","6,280","6,756"
R85835,FT,0,0,0,0,0,0,0,"6,134",653,653,653,"28,904","27,372"
R85836,FT,0,0,0,0,0,0,0,"31,679","30,220",0,"31,203","31,153","30,321"
R85837,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85838,FT,0,0,0,0,0,0,0,"34,756","35,213","31,043","32,737","33,087","34,524"
R85851,FT,0,0,0,0,0,0,0,"23,902",0,0,0,0,0
R85852,FT,0,0,0,0,0,0,0,"29,160","29,122","30,670","30,809","29,893","27,270"
R85853,PT,0,0,0,0,0,0,0,"22,273","21,077","19,331","18,225","1,200",0
R85855,FT,0,0,0,0,0,0,0,"43,927","2,400","7,679","2,520","41,508","6,749"
R85856,PT,0,0,0,0,0,0,0,"8,523","3,318","1,540",653,648,0
R85857,FT,0,0,0,0,0,0,0,"27,275","18,958","24,204","20,620","19,699","16,285"
R85858,FT,0,0,0,0,0,0,0,"26,324","23,964","21,669","21,871","22,190","23,622"
R85859,FT,0,0,0,0,0,0,0,0,927,927,927,924,924
R85861,PT,0,0,0,0,0,0,0,"8,699","10,074","5,758",653,648,648
R85862,PT,0,0,0,0,0,0,0,183,183,183,183,180,180
R85863,FT,0,0,0,0,0,0,0,653,0,0,0,0,0
R85865,PT,0,0,0,0,0,0,0,"26,006","22,686","24,252","21,114","22,419","22,493"
R85866,FT,0,0,0,0,0,0,0,"20,758","16,509","16,872","18,062","16,680","16,101"
R85867,FT,0,0,0,0,0,0,0,"25,730","19,248","24,530","20,761","23,842","21,379"
R85868,FT,0,0,0,0,0,0,0,"2,593","2,628","1,885","7,993","8,122","7,893"
R85869,FT,0,0,0,0,0,0,0,"18,440","20,725","13,967","13,995","12,108",831
R85872,FT,0,0,0,0,0,0,0,"13,325","11,009","16,819","15,282","17,636","12,725"
R85873,PT,0,0,0,0,0,0,0,0,"5,506","5,173","2,491",0,0
R85875,FT,0,0,0,0,0,0,0,"19,940",0,0,0,0,0
R85876,PT,0,0,0,0,0,0,0,"11,478","11,911","11,831","11,356","14,388","13,448"
R85877,FT,0,0,0,0,0,0,0,"27,882","25,169","25,893","23,097","20,082","20,029"
R85878,FT,0,0,0,0,0,0,0,"14,176","12,471","12,580","12,309","8,554","12,930"
R85879,FT,0,0,0,0,0,0,0,"25,440","27,118","16,426","20,136","22,370","22,008"
R85881,FT,0,0,0,0,0,0,0,"3,890","5,297","3,232","4,018","3,728","3,870"
R85882,FT,0,0,0,0,0,0,0,"15,589","19,114",0,0,0,0
R85883,FT,0,0,0,0,0,0,0,"5,731","4,969","7,750",0,0,0
R85885,PT,0,0,0,0,0,0,0,"14,617","1,200","4,816","2,705",0,0
R85886,FT,0,0,0,0,0,0,0,"43,858","54,567","34,146","1,019","1,008","1,008"
R85887,FT,0,0,0,0,0,0,0,"10,537","6,555","3,449",0,0,0
R85888,FT,0,0,0,0,0,0,0,"9,716","15,828","1,969",0,0,0
R85889,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85891,PT,0,0,0,0,0,0,0,"10,365","12,317","2,491",0,0,0
R85892,PT,0,0,0,0,0,0,0,0,"2,400","10,354","10,165","9,540","12,447"
R85893,FT,0,0,0,0,0,0,0,0,"3,777",0,653,648,648
R85895,FT,0,0,0,0,0,0,0,"20,431","21,896","20,749","20,374","17,334","17,025"
R85896,FT,0,0,0,0,0,0,0,"14,103","22,072","33,703","35,465","31,546","35,063"
R85897,FT,0,0,0,0,0,0,0,"16,166","13,212","13,110","13,804","14,950","13,841"
R85898,PT,0,0,0,0,0,0,0,"25,435","7,428","2,674","2,674","2,676",0
R85899,FT,0,0,0,0,0,0,0,"18,768","17,401","17,578","16,696","19,285","18,640"
R85901,PT,0,0,0,0,0,0,0,"5,394",0,0,0,0,0
R85902,FT,0,0,0,0,0,0,0,"11,177","10,832","11,479","12,083","11,225","7,496"
R85903,FT,0,0,0,0,0,0,0,"18,121","18,972","20,692","25,740","22,526","21,283"
R85905,PT,0,0,0,0,0,0,0,"1,760","2,400","2,400",653,648,648
R85906,PT,0,0,0,0,0,0,0,"1,520","1,200","3,483","3,150",924,324
R85907,PT,0,0,0,0,0,0,0,"19,903","4,231","8,272","4,971","3,203","1,653"
R85908,PT,0,0,0,0,0,0,0,"11,886","1,200","2,400",457,"12,824","1,548"
R85909,FT,0,0,0,0,0,0,0,"15,586","13,645","15,632","15,055","15,017","11,850"
R85911,FT,0,0,0,0,0,0,0,"5,477",0,0,0,0,0
R85913,FT,0,0,0,0,0,0,0,"11,578","9,146","11,429","20,809","9,402",0
R85915,PT,0,0,0,0,0,0,0,40,"1,200","1,383",836,828,828
R85916,FT,0,0,0,0,0,0,0,0,"25,076","19,277","16,023","14,289","14,133"
R85917,FT,0,0,0,0,0,0,0,"34,130","35,451","34,969","28,462","6,452","9,581"
R85918,FT,0,0,0,0,0,0,0,"15,601",653,653,653,648,648
R85919,FT,0,0,0,0,0,0,0,"25,420",0,0,0,0,0
R85921,FT,0,0,0,0,0,0,0,"10,139",0,0,0,0,0
R85922,FT,0,0,0,0,0,0,0,"19,347","20,191","17,667","12,238","10,863","15,697"
R85923,PT,0,0,0,0,0,0,0,"20,545","25,121","17,866","17,435","5,596","12,100"
R85925,FT,0,0,0,0,0,0,0,"18,345","17,587","17,395","19,209","17,748","18,295"
R85926,FT,0,0,0,0,0,0,0,"9,600",0,0,0,0,0
R85927,PT,0,0,0,0,0,0,0,"43,496",0,0,0,0,0
R85928,PT,0,0,0,0,0,0,0,"29,332","9,144",327,327,324,0
R85929,FT,0,0,0,0,0,0,0,"28,208","25,411","23,628","29,750","25,571","27,948"
R85931,FT,0,0,0,0,0,0,0,0,"11,355","11,839","13,571","14,478","12,822"
R85932,PT,0,0,0,0,0,0,0,0,0,"2,400","2,400","2,400","2,400"
R85933,FT,0,0,0,0,0,0,0,"42,930","36,988","39,715","42,591","14,543","12,266"
R85935,PT,0,0,0,0,0,0,0,"9,006",0,0,0,0,0
R85936,FT,0,0,0,0,0,0,0,"25,555","23,213","23,822","22,605","22,445","21,528"
R85937,PT,0,0,0,0,0,0,0,"9,500","11,717","13,575","17,352","21,668","19,722"
R85938,FT,0,0,0,0,0,0,0,"14,635",0,0,0,0,0
R85939,FT,0,0,0,0,0,0,0,"42,930","38,948","38,098","37,903","39,632","40,110"
R85951,FT,0,0,0,0,0,0,0,"22,134","15,579","18,978","18,621","16,623","14,803"
R85952,PT,0,0,0,0,0,0,0,"13,965","9,601","6,583","4,941","12,966","11,481"
R85953,PT,0,0,0,0,0,0,0,"10,364","7,638","5,992","6,806","7,203","6,798"
R85955,FT,0,0,0,0,0,0,0,"41,546","36,465","43,422","45,210","46,101","40,076"
R85956,FT,0,0,0,0,0,0,0,"10,478","10,975","9,197","9,256","10,000","8,496"
R85957,PT,0,0,0,0,0,0,0,"8,934","8,311","7,020",0,0,648
R85958,FT,0,0,0,0,0,0,0,"29,771","27,407","27,920","25,780","29,312","26,101"
R85959,FT,0,0,0,0,0,0,0,"17,192","15,093","15,167","12,998","13,469","13,586"
R85961,FT,0,0,0,0,0,0,0,"4,359",0,0,653,648,648
R85962,FT,0,0,0,0,0,0,0,0,749,653,476,661,852
R85963,PT,0,0,0,0,0,0,0,"17,635","26,397","13,563","1,040",0,0
R85965,FT,0,0,0,0,0,0,0,"16,743","22,096","13,838","15,561","17,255","16,554"
R85966,FT,0,0,0,0,0,0,0,"24,774","19,286","22,116","21,037","19,496","17,331"
R85967,FT,0,0,0,0,0,0,0,"17,002",0,"2,098",91,96,"3,144"
R85968,FT,0,0,0,0,0,0,0,"21,591","21,752","23,764","27,862","29,789","31,946"
R85969,FT,0,0,0,0,0,0,0,"4,735",0,0,0,0,0
R85971,PT,0,0,0,0,0,0,0,"8,925","10,316","10,746","9,508","12,013","13,720"
R85972,FT,0,0,0,0,0,0,0,"17,004",0,91,0,0,0
R85973,FT,0,0,0,0,0,0,0,"16,217","14,954","15,562","15,257","15,425","13,192"
R85975,FT,0,0,0,0,0,0,0,"15,354","13,774","10,611","13,606","12,183","6,722"
R85976,FT,0,0,0,0,0,0,0,"9,231","8,499","11,269","10,381","12,072","10,919"
R85977,FT,0,0,0,0,0,0,0,"28,318","30,976","20,189","23,388","22,458","23,585"
R85978,PT,0,0,0,0,0,0,0,"17,250","14,605","16,028","16,272","7,789","14,054"
R85979,FT,0,0,0,0,0,0,0,"37,173","35,462","36,641","31,453","32,032","32,163"
R85981,FT,0,0,0,0,0,0,0,"30,600","27,305","33,978","19,432","15,803","15,042"
R85982,FT,0,0,0,0,0,0,0,"16,511",91,0,0,0,0
R85983,FT,0,0,0,0,0,0,0,778,0,0,0,0,0
R85987,PT,0,0,0,0,0,0,0,"13,080","13,309",183,836,"4,539",624
R85988,PT,0,0,0,0,0,0,0,"46,132","2,400",0,0,0,0
R85989,FT,0,0,0,0,0,0,0,"23,774","8,315","2,928",653,648,0
R85991,PT,0,0,0,0,0,0,0,"23,513","22,905","21,547","20,959","23,928","22,278"
R85992,FT,0,0,0,0,0,0,0,"19,588","19,383","16,622","17,197","17,854","15,557"
R85993,FT,0,0,0,0,0,0,0,"28,761","21,059","22,310","24,995","22,273","16,041"
R85995,FT,0,0,0,0,0,0,0,"14,015","10,248","11,531","10,456","10,781","10,556"
R85996,PT,0,0,0,0,0,0,0,"12,546","2,400",0,0,324,"18,342"
R85997,PT,0,0,0,0,0,0,0,"26,825","22,340","12,518","2,400",0,0
R85998,FT,0,0,0,0,0,0,0,"9,766","11,835","11,049","9,848",0,0
R85999,FT,0,0,0,0,0,0,0,"15,218","11,047","11,362","12,259","12,543","11,863"
R86001,PT,0,0,0,0,0,0,0,"25,172","12,925","15,743","16,323",96,0
R86002,FT,0,0,0,0,0,0,0,"32,063","35,828","32,433","28,077","26,434","24,781"
R86003,FT,0,0,0,0,0,0,0,"15,581","12,812","13,623",677,648,648
R86005,FT,0,0,0,0,0,0,0,"7,981","7,448","9,059","10,484","9,161","6,362"
R86006,FT,0,0,0,0,0,0,0,"21,950","18,816","22,048","19,561","23,275","19,695"
R86007,PT,0,0,0,0,0,0,0,"14,475","13,498","4,091",653,648,324
R86008,FT,0,0,0,0,0,0,0,"34,343","43,797","33,230","32,905","34,990","35,235"
R86009,FT,0,0,0,0,0,0,0,"19,800",0,0,0,0,0
R86011,FT,0,0,0,0,0,0,0,"15,044","13,562","4,885","11,253","12,026",0
R86013,PT,0,0,0,0,0,0,0,"10,045",492,0,0,0,0
R86015,FT,0,0,0,0,0,0,0,"34,521","42,426","30,427","26,982","27,259","27,901"
R86016,FT,0,0,0,0,0,0,0,"57,388",183,183,0,0,0
R86017,FT,0,0,0,0,0,0,0,137,183,183,836,828,828
R86018,FT,0,0,0,0,0,0,0,"1,884","10,188","10,670","8,558","9,422","6,577"
R86019,PT,0,0,0,0,0,0,0,91,"7,443","7,892","7,383","8,235","6,619"
R86021,FT,0,0,0,0,0,0,0,"18,291","26,047","16,653","19,920","16,894","14,278"
R86022,FT,0,0,0,0,0,0,0,"16,228",0,0,0,0,0
R86023,PT,0,0,0,0,0,0,0,"6,478","4,582","1,200","1,200","1,200",648
R86025,FT,0,0,0,0,0,0,0,"19,992",0,0,0,0,0
R86026,FT,0,0,0,0,0,0,0,"24,667","22,806","24,750","26,912","22,854","23,785"
R86027,FT,0,0,0,0,0,0,0,"4,842","5,165","4,427","4,490",0,0
R86028,PT,0,0,0,0,0,0,0,"18,738","19,787","15,722","7,414","6,939","12,029"
R86029,FT,0,0,0,0,0,0,0,"17,738","13,551","14,026","13,810","17,587","16,461"
R86031,PT,0,0,0,0,0,0,0,"22,833","4,850",327,327,324,0
R86032,PT,0,0,0,0,0,0,0,"64,028","34,235","2,197","2,400",648,648
R86033,FT,0,0,0,0,0,0,0,"47,295","36,349","36,765","39,074","38,557","50,511"
R86035,PT,0,0,0,0,0,0,0,"29,992","19,090","11,146","6,968","4,596","9,007"
R86037,FT,0,0,0,0,0,0,0,"63,271","57,525",773,773,768,0
R86038,PT,0,0,0,0,0,0,0,"3,950","20,530","17,096","13,965","15,807","10,404"
R86039,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86051,FT,0,0,0,0,0,0,0,"50,698","47,681","49,394","52,088","52,304","58,855"
R86053,FT,0,0,0,0,0,0,0,0,"8,112","8,503","6,017","8,409","10,981"
R86055,FT,0,0,0,0,0,0,0,"26,742","33,088","14,641","10,176","8,796","14,872"
R86056,FT,0,0,0,0,0,0,0,"16,504","15,334","17,669","15,604","7,214",648
R86057,PT,0,0,0,0,0,0,0,80,0,0,0,0,0
R86058,FT,0,0,0,0,0,0,0,"1,874",0,0,0,0,0
R86059,PT,0,0,0,0,0,0,0,"17,357","29,150","30,143","26,359","27,670",648
R86061,FT,0,0,0,0,0,0,0,"27,643","31,401","19,490","16,953","17,432","17,678"
R86062,FT,0,0,0,0,0,0,0,"14,968","13,222",0,0,0,0
R86063,FT,0,0,0,0,0,0,0,"11,017","8,688","7,658",653,0,0
R86066,FT,0,0,0,0,0,0,0,0,"15,981","12,013","12,946","12,610","10,624"
R86067,FT,0,0,0,0,0,0,0,244,0,0,653,0,0
R86068,FT,0,0,0,0,0,0,0,"45,236","40,075","39,498","38,823","43,193","38,886"
R86069,FT,0,0,0,0,0,0,0,"10,175",91,"10,400",0,0,0
R86071,FT,0,0,0,0,0,0,0,"16,172","15,389","17,156","17,667","16,862","14,723"
R86072,PT,0,0,0,0,0,0,0,0,"1,200","1,200",653,648,648
R86073,PT,0,0,0,0,0,0,0,"15,290","2,400","2,400","1,200","1,200",0
R86075,FT,0,0,0,0,0,0,0,"33,482","37,294","30,937","30,243","27,706","27,645"
R86076,PT,0,0,0,0,0,0,0,0,"3,513","4,638","2,592","3,718","2,211"
R86077,FT,0,0,0,0,0,0,0,"18,967","17,979","16,630","22,361","18,803","17,199"
R86078,FT,0,0,0,0,0,0,0,"35,195","37,267","27,646","28,963","29,980","30,278"
R86079,FT,0,0,0,0,0,0,0,"19,888","26,406","21,513","20,725","13,455","15,545"
R86081,FT,0,0,0,0,0,0,0,"8,023","7,246","11,406","10,506","10,513","9,983"
R86082,FT,0,0,0,0,0,0,0,"26,446",0,0,0,0,0
R86083,FT,0,0,0,0,0,0,0,"2,219","9,667","8,709","10,680","7,830","8,780"
R86085,FT,0,0,0,0,0,0,0,"15,805","18,771","13,740","13,336","12,900","4,991"
R86086,PT,0,0,0,0,0,0,0,"24,296","14,200","11,368",327,96,"4,987"
R86087,FT,0,0,0,0,0,0,0,"24,172","17,705","18,540","18,053","17,057","20,005"
R86088,FT,0,0,0,0,0,0,0,"14,042","14,014","15,518","14,618","15,173","12,154"
R86089,PT,0,0,0,0,0,0,0,0,"2,583","4,206","4,823","4,375","3,880"
R86091,FT,0,0,0,0,0,0,0,"13,952","12,336","12,127","14,605","12,086","8,140"
R86092,FT,0,0,0,0,0,0,0,"5,920",0,0,0,0,0
R86093,PT,0,0,0,0,0,0,0,"15,331","28,140","26,133","27,494","26,802","25,212"
R86095,FT,0,0,0,0,0,0,0,"24,900","21,230","25,353","26,698","25,822","23,801"
R86096,PT,0,0,0,0,0,0,0,"3,585","20,164","19,660","17,266","16,454","17,289"
R86097,FT,0,0,0,0,0,0,0,"24,543","24,336","19,139","21,433","21,895","25,504"
R86098,FT,0,0,0,0,0,0,0,"8,967","12,874","8,077","6,160",681,0
R86099,FT,0,0,0,0,0,0,0,"31,798","36,206","29,339","28,135","27,679",864
R86101,PT,0,0,0,0,0,0,0,0,"12,715","13,514","11,907","12,136","9,258"
R86102,FT,0,0,0,0,0,0,0,"8,466",0,0,0,0,0
R86103,PT,0,0,0,0,0,0,0,0,"17,032","1,890","3,062","3,622","2,301"
R86106,PT,0,0,0,0,0,0,0,0,"19,721","21,871","21,254","22,094","22,480"
R86107,FT,0,0,0,0,0,0,0,"3,752","8,400","8,458","7,381","7,971","6,603"
R86108,FT,0,0,0,0,0,0,0,8,0,0,0,0,0
R86109,FT,0,0,0,0,0,0,0,"28,362","28,826","28,817","27,625","29,277","29,241"
R86111,PT,0,0,0,0,0,0,0,0,745,745,745,744,744
R86112,FT,0,0,0,0,0,0,0,"52,910","49,229","42,317",0,0,0
R86113,FT,0,0,0,0,0,0,0,0,278,0,0,0,0
R86115,FT,0,0,0,0,0,0,0,0,"3,221","2,570","4,724","3,570","4,483"
R86116,PT,0,0,0,0,0,0,0,0,"8,483","7,087","5,892","7,672","6,717"
R86117,PT,0,0,0,0,0,0,0,0,"2,491","2,491","4,213","1,296","2,922"
R86119,FT,0,0,0,0,0,0,0,"17,517","16,328","16,129","21,210","20,232","18,429"
R86122,FT,0,0,0,0,0,0,0,"17,965","18,548","19,596","19,012","18,314","16,588"
R86123,FT,0,0,0,0,0,0,0,"15,807","13,827","12,381","10,945","11,699","11,377"
R86125,FT,0,0,0,0,0,0,0,"30,199",0,0,745,744,744
R86126,PT,0,0,0,0,0,0,0,0,"2,400","4,812","3,442","8,121","8,018"
R86127,FT,0,0,0,0,0,0,0,"9,326","11,759","10,015","13,993","11,061","9,375"
R86128,FT,0,0,0,0,0,0,0,"5,410","9,364","8,230","9,371","9,259","9,123"
R86131,FT,0,0,0,0,0,0,0,"25,736","28,255","23,386","23,783","21,450","28,395"
R86132,PT,0,0,0,0,0,0,0,"6,416","5,298","4,525","4,850","2,580",0
R86133,FT,0,0,0,0,0,0,0,"5,273","9,854","10,066","10,074","10,475","9,253"
R86135,PT,0,0,0,0,0,0,0,"1,120",0,"8,263",653,648,648
R86137,FT,0,0,0,0,0,0,0,"29,793","35,627","31,978","31,730","30,213","31,564"
R86138,PT,0,0,0,0,0,0,0,0,0,0,183,180,180
R86139,FT,0,0,0,0,0,0,0,"40,129","39,519","34,066","30,318","30,087","29,735"
R86151,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R86152,PT,0,0,0,0,0,0,0,560,"20,156","20,308","19,845","19,325","21,082"
R86155,PT,0,0,0,0,0,0,0,0,"22,571","20,480","18,665","21,278","17,467"
R86156,FT,0,0,0,0,0,0,0,"24,140","55,489","57,011","59,387","61,026","56,395"
R86157,PT,0,0,0,0,0,0,0,0,"27,843","25,445",0,"16,343","5,852"
R86158,FT,0,0,0,0,0,0,0,"29,261","23,941","33,777","34,339","34,064","30,197"
R86159,PT,0,0,0,0,0,0,0,0,"24,237","29,753","28,622","28,355","18,529"
R86161,FT,0,0,0,0,0,0,0,"45,067","21,979","11,820","16,681","22,026","21,792"
R86162,FT,0,0,0,0,0,0,0,"16,681","16,209","14,734","14,146","14,795","14,407"
R86163,PT,0,0,0,0,0,0,0,160,"4,505","2,400",0,0,0
R86165,FT,0,0,0,0,0,0,0,"15,966",653,0,0,0,0
R86166,FT,0,0,0,0,0,0,0,0,"1,096","1,180","1,633",326,0
R86167,FT,0,0,0,0,0,0,0,0,"7,112","5,010","4,874","5,326","4,120"
R86168,FT,0,0,0,0,0,0,0,"25,298","17,388","20,149","22,444","19,787","13,611"
