Date,Extension Channel,Channel Collected,Campaign Sent,Campaign_by_Month,Campaign_Tags,Extension Number,Phone,Lead Status,Rejected Reason,Unqualified Reason,SDR,Owner Name,Restaurant Name,Restaurant Number,Cuisine Type,"Pickup/
Delivery",State,前台情况,SF Link
2023-12-05,SMS,DM,Mkt_SMS_Internal_General,dec-drop1,NA,,,Unqualified,NA,Lead Does Not Have Phone Ordering Business,Kelvin,,NA,,NA,NA,NA,电话单很少1-2单而已，都是online order和堂吃,NA
2023-12-05,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,Kelvin,,NA,,NA,NA,NA,"missed call, callback but hangup after introduction",NA
2023-12-05,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,Kelvin,,NA,,NA,NA,NA,NA,NA
2023-12-05,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,Eelin,,NA,,NA,NA,NA,call back no answer,NA
2023-12-05,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,Eelin,,NA,,NA,NA,NA,call back no answer,NA
2023-12-04,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Unqualified,NA,Current Client,Eelin,,NA,,NA,NA,NA,CHINA STAR KITCHEN R81837 ask for DE,NA
2023-12-04,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,NA,,NA,Pickup,NA,"老板名字：林老板
回拨时间: 现在 
联系方式： 7066685288 (店）/ 7182883519 （手机）
餐类型：炸鸡
电话订单：超过50
前台情况：自己接
送餐情况： 来取
客户来源：INBOUND
促销活动：30 DAYS TRIAL
NOTE：老板交代了他的手机平时是打不进的，因为他需要保存那个号码先。要求业务经理先信息他，让他保存那个号码先。老板要了解接电话+送餐服务和价钱
没办法知道州，因为在问时电话断线了，打回店的号码，是phone machine, 我的系统没办法按
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000020cQkMAI/view",NA
2023-12-04,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Unqualified,NA,Not a Restaurant,Eelin,,NA,,NA,NA,NA,WRONG NUMBER,NA
2023-12-04,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,Basil Thai,,中餐（小火窝）,Pickup,TX,"老板名字：马老板
回拨时间：现在 （州：德州）
联系方式： (858) 231-0935
餐类型：中餐（小火窝）
电话订单：10-20
前台情况：自己接
送餐情况： 来取
客户来源：INBOUND
促销活动：30 DAYS FREE TRIAL
NOTE：老板认为用Online
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021NauHEAS/view",NA
2023-12-04,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Rejected,No interest to talk to sales,NA,Eelin,,NA,,NA,NA,NA,知道我们送餐不收现金，直接拒绝,NA
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,Aji sushi Japanese steak & sushi bar,,日餐,Pickup,MD,"老板名字：Hazel(?), 问了老板娘两次可是听不清
联系方式：(646) 250-2696
回拨时间： ASAP, 5点之前ok
餐类型：全日餐
电话订单：电话不多，堂吃
前台情况：自己接
送餐情况： ubereat,grubhub,doordash送
客户来源： Inbound
促销活动： 30Days Free Trial
note: 收到我们的广告很久了，老板娘对送餐有兴趣。说了需要和接电话服务绑定。简单介绍我们的操作。说了我们有专线可以和老板娘沟通，订位之类的。说了如果电话响他们接起来就会有监听功能。老板娘说周末不忙，基本都是online order多。也有看到一年sms的广告，简单说了优惠活动。让经理回电告知送餐和其他收费
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKCjSEAW/view",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKCjSEAW/view
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,Hi.Pot,,亚洲餐,Pickup,FL,"老板名字：Hailey
联系方式： 8638007800
回拨时间：ASAP
餐类型：海鲜，台湾小火锅，点心，拉面，日餐，奶茶。堂吃，来取
电话订单：一天大概20-30
前台情况：前台有请人接
送餐情况： Doordash,ubereat,grubhub,beyondmenu送
客户来源： Inbound
促销活动： 30 Days Free Trial
note: 说了菜单有点复杂，不确定能不能接。让经理看了菜单看看能不能。老板娘一般都不在餐馆。老板娘说客人80%都是说英文，20%中文不过他们都会说英文。说了我们能够接英文，西班牙和中文。简单介绍我们的操作。老板娘说客人要找老板和订位这样好像有点麻烦需要把电话转过去，说了可以帮忙接。老板娘想咨询收费和看看如何帮到餐馆
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021NZwTEAW/view",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021NZwTEAW/view
2023-12-04,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Unqualified,NA,Current Client,Kelvin,,NA,,NA,NA,NA,老板娘看到广告关于礼篮，说了那个是给新客户。老板娘说他开通几个月了，想要拿。说了让负责经理回电看看能不能。想咨询关于送餐的收费。让经理现在回电。已经跟负责经理说了。Slack to notify CSM Qiang Cao,https://wondersco.lightning.force.com/lightning/r/Account/0018b00002Qu6VBAAZ/view
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,37.2 Degree Tea & Curry,,Cafe+Snacks,Pickup,CA,"老板名字：Nia
联系方式： 6266677066(餐馆号码，今天都会在餐馆可以打）
回拨时间：ASAP
餐类型：咖啡厅有奶茶和小吃，来取
电话订单：一天大概10-20
前台情况：-
送餐情况： Ubereat,doordash送
客户来源： Inbound
促销活动： -
note: 餐馆开了5-6年，刚接手1年多。老板娘说他想多了解我们的送餐服务。说了需要和电话服务绑定。简单介绍我们的操作。说了收费是看平均单和距离。老板娘说客人都住附近，他想要几个miles里面，超过$35就会给一些特别的voucher,coupon之类的设置。说了开始前会跟他做个核对。 online order订单很多，经常电话忙到不接。想要咨询收费等等",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002194vMAA/view
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,Volcano Sushi Bar,,中日餐,Pickup,VA,"老板名字：杨老板娘
联系方式： (917) 515-0078
回拨时间：可以先发短信约时间
餐类型：中日餐
电话订单：一天大概30-40
前台情况：有请人接
送餐情况： 都让doordash,ubereat送
客户来源： Inbound
促销活动： 30Days Free Trial+Delivery
note: 简单介绍了我们的操作。有看到免费1年的sms，说了可以发短信给现在的客人说有coupon之类的。说了送餐是看平均单和送餐距离。要知道送餐和接电话的收费
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021p8DNEAY/view",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021p8DNEAY/view
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,CHINA GARDEN,,美式中餐,Pickup,NA,"老板名字：KATTY
回拨时间: 现在 （州：ca)
联系方式：(831) 375-1111
餐类型：美式中餐
电话订单：周一到周四 比较多
前台情况：自己接
送餐情况： 来取
客户来源：inbound
促销活动：30 days free trial
NOTE: 目前用qmenu/beyond menu, 虽然便宜，可是生意差，老板娘看中我们送餐服务，希望可以增加营业额。老板娘了解是要接电话+送餐一起用
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKEdkEAG/view",NA
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,CHINA GOURMET,,中餐,Pickup,MI,"老板名字：黄老板
联系方式： (347) 740-0711
回拨时间：ASAP,周一休息
餐类型：中餐，来取
电话订单：一天大概40-50
前台情况：自己接
送餐情况： doordash,ubereat送
客户来源： Inbound
促销活动： -
note: 老板想参加我们的服务，有朋友在用着。反应很好。介绍了pt服务可以挑忙的时间帮忙。说了$200底薪。押金$500，取消后退回。要咨询接电话费用",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKFmfEAG/view
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,NA,,中餐,Delivery,NA,"老板名字：Anita
联系方式： (215) 715-5003
回拨时间：ASAP
餐类型：中餐，外卖
电话订单：一天大概40-50，最忙100+。星期五最忙
前台情况：自己接，忙的时间有part time
送餐情况： 自己请3-4个师傅送
客户来源： Inbound
促销活动： -
note: doordash,ubereat,grubhub online order。老板娘说送餐目前只有2.8-3miles。说了我们送餐只收卡。简单介绍我们的操作。说了需要用电脑自己打单。老板娘要知道送餐员要多久时间去取餐，因为要预计出餐时间。我们刷卡了，一周后客人打到去银行说没有消费过的话，要求退钱的话我们如何处理。要求经理解释和提供收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001zSPEeEAO/view
2023-12-04,SMS,DM,Mkt_SMS_Internal_General,nov-drop1,NA,,,Inbound Qualified,NA,NA,Eelin,,NEW CHINA,,中餐,Delivery,MO,"老板名字：邱小姐
回拨时间: 现在  （州： MO)
联系方式：6368756660 （邱小姐）/6363585666 （邱小姐老公）
餐类型：中餐
电话订单：30-50 单
前台情况：自己接
送餐情况： 来取+自己接
客户来源：INBOUND 
促销活动：30 days free trial
NOTE：老板娘提到接电话是她送餐也是她，他没办法处理，也不是提高成本请人，也难请想直接用skt接电话+送餐
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKKynEAG/view",NA
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,VALENTINO,,中餐,Delivery,TX,"老板名字：LISA
回拨时间: 现在 （州： TX)
联系方式：(917) 375-8838
餐类型：中餐
电话订单：3W
前台情况：自己接/员工接
送餐情况： 来取+员工送
客户来源：INBOUND
促销活动：30 days free trial
NOTE：老板娘有兴趣送餐， 她想使用我们送餐服务，就不用请多一个送餐员，省下一个工人的费用
老板娘知道我们需要接电话+送餐一起使用，麻烦回电解释价钱
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKIaaEAG/view",NA
2023-12-04,https://getskt.com/,DM,Mkt_SEO_Internal_AllTraffic,nov-drop1,NA,,,Unqualified,NA,Duplicate,Eelin,,NA,,NA,NA,NA,SAME AS 6363585666,NA
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,Best Taste Chinese and Sushi Restaurant,,中日餐,Delivery,CA,"老板名字：Cindy
回拨时间： 现在 （州： CA)
联系方式：(408) 421-7155
餐类型：中日餐
电话订单：20-30
前台情况：员工+自己 （谁得空谁接）
送餐情况： 员工+自己
客户来源：INBOUND
促销活动：30 DAYS FREE TRIAL
NOTE：27年老店了，老板顾虑我们接单员会得罪regular customer 吗？ 他们原本有自己的送餐员的，可是都没做了，目前剩1、2个，他们都没得休息，想说用我们的服务，可以减轻员工负担
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021NXp0EAG/view",NA
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Unqualified,NA,Not a Restaurant,Kelvin,,NA,,NA,NA,NA,打电话进来问我们是什么。简单介绍我们的服务。他回复再说，就挂了,NA
2023-12-04,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Unqualified,NA,Lead Does Not Have Phone Ordering Business,Kelvin,,NA,,NA,NA,NY,对方说英文。收到广告不过不知道我们是什么。他有餐馆，mediterranean food (地中海）。不过餐馆只有堂吃，外卖。没有电话单，不适合我们的服务。,NA
2023-12-04,NA,DM,Campaign Name,nov-drop1,NA,,,Inbound Qualified,NA,NA,Kelvin,,Wasabi,,亚洲餐,Delivery,GA,"老板名字：Leo
联系方式： (646) 801-8808
回拨时间：ASAP, 今天休息都方便
餐类型：亚洲餐
电话订单：-
前台情况：自己接。忙不过来
送餐情况： 自己请师傅送
客户来源： Inbound
促销活动： -
note: 老板说新店上礼拜才刚接手。老板说他想加入我们的服务。周末很忙，来不及接。想让我们帮忙。简单介绍了我们的操作。餐馆website: https://www.wasabioakwood.com/。他说网站的菜单是最新的，和paper menu一样。要咨询收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKHyQEAW/view
2023-12-03,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,Yen Ching Chinese Restaurant,,中餐,NA,IL,"老板名字：黄老板
回拨时间：现在 （州： IL)
联系方式： (312) 678-6076
餐类型：中餐
电话订单：30-40
前台情况：员工
送餐情况： 来取+送餐（自己送）
客户来源：INBOUND
促销活动：30 DAYS FREE TRIAL
NOTE: 收到广告，想了解我们的接电话价钱和服务
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKIoiEAG/view",NA
2023-12-03,SMS,DM,Mkt_SMS_Internal_General,nov-drop1,NA,,,Rejected,No interest to talk to sales,NA,Eelin,,NA,,NA,NA,NA,问了价钱，不提供她的信息，也不需要回电,NA
2023-12-03,DM,CLIENT REFER,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,NA,,北风餐,Delivery,NA,"老板名字：李小姐
回拨时间： 现在
联系方式： (916) 288-7237
餐类型：北风餐
电话订单：超过50单
前台情况：前台
送餐情况： 来取+送餐（自己送）
客户来源：Inbound 
促销活动：30 days free trial
NOTE：原本打算再请员工，可是朋友介绍SKT, 想了解接电话+送餐的价钱和服务
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000001yassMAA/view",NA
2023-12-03,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,CHOPSTIX CHINESE RESTAURANT,,中餐,Pickup,TN,"老板名字：郑小姐
回拨时间: 现在 （州: TN)
联系方式： (347) 463-2607
餐类型:中餐
电话订单：30-40
前台情况：自己接
送餐情况： 来取
客户来源：INBOUND
促销活动：30 DAYS FREE TRIAL
NOTE：老板娘电话订单繁忙，都是自己接，想了解我们接电话服务和价钱而已，有兴趣30天免费试用
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKFUsEAO/view",NA
2023-12-03,-,DM,Campaign Name,nov-drop1,NA,,,Inbound Qualified,NA,NA,Eelin,,Oriental Sakura,,中日餐,Delivery,NJ,"老板名字：陈小姐
回拨时间： 下午 1点 （州: NJ)
联系方式：6465497006
餐类型：中餐+日餐
电话订单： 40+-
前台情况：前台
送餐情况：来取+送餐 （自己送）
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板娘要了解接电话+送餐服务和价钱
SFDC LINK:",NA
2023-12-03,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,NA,,NA,Pickup,NV,"老板名字：Jimmy 
回拨时间: 1 小时 （州： NV)
联系方式：(702) 292-9083
餐类型：日餐
电话订单：10-20
前台情况：经理
送餐情况： 来取
客户来源：INBOUND
促销活动：30 DAYS FREE TRIAL
NOTE：想了解接电话+送餐服务和价钱
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000020PBlMAM/view",NA
2023-12-02,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,nov-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,NEW CHINA RESTAURANT,,中餐,Pickup,SC,"老板名字：陈老板娘
联系方式： 9178251889    (州：SC）
回拨时间：ASAP
餐类型：中餐
电话订单：不清楚
前台情况：有前台
送餐情况：来取
客户来源：Inbound
促销活动：30天免费试用
Notes (痛点等）：老板娘收到卡片看到有免费试用的活动，之前也有收到我们打电话给他，简单咨询怎么操作，机器，pt&ft。老板娘想电话都让我们帮忙接，午餐时间、晚餐时间，不忙的时候可以自己接，推荐老板娘从pt开始先，她想了解试用后收费是多少。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKDAuEAO/view
2023-12-02,SMS,DM,Mkt_SMS_Internal_General,nov-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐,Pickup,阿拉巴马州,"老板名字：Jacky
联系方式：3016675889    (州：阿拉巴马州）
回拨时间：ASAP
餐类型：中餐
电话订单：-
前台情况：自己接
送餐情况：来取
客户来源：Inbound
促销活动：30天免费试用
Notes (痛点等）：收到广告想咨询接电话的服务，想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000001wXpSMAU/view
2023-12-02,Google SEM,DM,Mkt_PaidSearch_Google_AllCampaigns,nov-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,NA,Pickup,上州,"老板名字：Yuki
联系方式：5026543046      (州：上州）
回拨时间：ASAP
餐类型：中餐
电话订单：-
前台情况：有前台
送餐情况：来取，请司机送
客户来源：Inbound
促销活动：30天免费试用
Notes (痛点等）：收到广告想了解收费，如果接电话服务适合的话会考虑送餐。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000001wdurMAA/view
