Snowball Map,Mapping Correction,Name,Business Type,Amenities,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,URL,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Vitality Score,Reputation Score,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions
56618,51492,Tokyo Asakusa Shitamachi Tendon Akimitsu Canada,Restaurant,Online Ordering; Dine-in; TV; Delivery; Takeout,41 Elm St,Toronto,ON,M5G 1H1,Canada,,,,,contact@konjikiramen.com,,akimitsutendon.com,,,(416) 519-6794,0,akimitsucanada@gmail.com,85,58,Japanese,$$,FoodBooking; GlobalFood; Oracle GloriaFood,FoodBooking; GlobalFood; Oracle GloriaFood
56616,50635,Pomelo Asian Cuisine,Restaurant,Groups; Wheelchair Accessible; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,2405 Fairview St,Burlington,ON,L7R 2E3,Canada,,,,,,,pomeloasiancuisine.com,,,(905) 681-8080,0,,31,81,Vietnamese; Chinese; Thai,$$,GlobalFood; Google Analytics; Oracle GloriaFood; Skip the Dishes; Uber Eats,GlobalFood; Oracle GloriaFood
56615,52346,Dave Green Papaya,Restaurant,Groups; Table Service; Online Ordering; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,652 Fraser St,North Bay,ON,P1B 3X4,Canada,,,,,,,davesgreenpapaya.co,,,(705) 476-8883,0,,82,82,Chinese,$$,Wix Restaurants,Wix Restaurants
56614,50046,Golden Piglet Jin Zhu Zi,Restaurant,Delivery; Catering; Dine-in; Takeout,9021 Leslie St,Richmond Hill,ON,L4B 0B2,Canada,,,,,,,,,,(905) 882-1919,0,,18,75,Chinese,,,
56613,48756,5 Saisons Sushi,Restaurant,Groups; Table Service; Parking; TV; Seating; Reservations; Catering; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,5594 Rue Sherbrooke O,Montréal,QC,H4A 1W3,Canada,Thang,Phan,Principal,Owner,,,http://5saisonssushi.ca,,,(514) 489-4555,1,,41,85,Japanese,$$,,
56612,49985,Tian Xin Place,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; Fresh Ingredients; Seating; Bike Parking; Reservations; Delivery; Debit Cards; Dine-in; Takeout,5 Glen Cameron Rd,Markham,ON,L3T 5W2,Canada,,le Huang,Proprietor,Owner,,,tianxinplace.com,,,(905) 707-7990,1,,70,71,Chinese,$$,Apple App Store; Google Analytics; Uber Eats,
56611,50089,Shanghai Dim Sum,Restaurant,Groups; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Debit Cards; Takeout,330 HWY-7 E,Richmond Hill,ON,L4B 3P8,Canada,,,,,,,http://www.shanghaidimsum.ca,,,(905) 881-4680,0,,38,70,Chinese,$$,Google Analytics; Often Dining; Skip the Dishes; Weebly,Often Dining
56610,49736,Hibachi Cafe Beef Noodle Soup,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Delivery; Dine-in; Takeout,33 Lakeshore Rd,St Catharines,ON,L2N 7B3,Canada,Douglas,Casimiri,Proprietor,Owner,,,,,,(905) 937-3888,1,,11,88,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
56609,49877,Xiang De Zhai Breakfast and Lunch Xiang De Zhai,Restaurant,Delivery; Online Ordering; Takeout,3255 HWY-7,Markham,ON,L3r 3p3,Canada,,,,,,,,,,(905) 305-9595,0,,6,,Chinese,,Uber Eats,
56608,50354,Chilli Chicken House (CCH),Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Bike Parking; Reservations; Catering; High Chairs; Debit Cards; Dine-in; Takeout,4040 Creditview Rd,Mississauga,ON,L5C 4E3,Canada,Patrick,T,,,,,chillichickenhouse.com,2011,,(905) 232-1199,1,,83,85,Chinese,$,Google Analytics,
56607,48830,Metsuyan Sushi Express,Restaurant,Delivery; Wheelchair Accessible; Online Ordering; Debit Cards; Dine-in; Takeout,5800 Cavendish Blvd,Côte-St-Luc,QC,H4W 2T5,Canada,,,,,,,,,,(514) 369-1818,0,,20,82,Japanese,$$,Skip the Dishes; Uber Eats,
56605,,La Maison de Mademoiselle Dumpling,Restaurant,Groups; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Fast Service; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,6381 Rue St-Hubert,Montréal,QC,H2S 2L9,Canada,,,,,,,,,,(438) 800-6666,0,,20,90,Korean; Chinese,$,DoorDash; Skip the Dishes; Uber Eats,
56604,49675,Mom's Kitchen Korean Cuisine,Restaurant,Groups; Table Service; Eco-friendly Tableware; Online Ordering; TV; Bike Parking; Delivery; Catering; Debit Cards; Dine-in; Takeout,1995 Salem Rd N,Ajax,ON,L1T 0J9,Canada,,,,,,,momskitchenmk.com,,,(905) 686-8882,0,,57,93,Korean; Japanese,,Skip the Dishes; Uber Eats,
56602,53907,Tokyo 1,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,2125 Enterprise Way,Kelowna,BC,V1Y 0A8,Canada,,,,,,,tokyo1.ca,,,(250) 980-7999,0,,74,85,Japanese,$$,,
56601,53712,Chinese Flavour,Restaurant,Delivery; Online Ordering; Debit Cards; Takeout,108 Riverstone Rdg,Wood Buffalo,AB,T9K 1S6,Canada,,,,,,,,,,(780) 750-7789,0,,8,77,Chinese,$$,Skip the Dishes,
56600,49368,Mandarin Bistro,Restaurant,Reservations; Delivery; Contactless Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,12 Lebreton St N,Ottawa,ON,K1R 7H2,Canada,,,,,,,mandarinbistroottawa.com,,,(613) 240-3333,0,,32,89,Chinese,$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop
56599,,I Sushi,Restaurant,Reservations; Catering; Debit Cards; Dine-in; Takeout,447 Avenue Viger O,Montréal,QC,H2Z 1G6,Canada,Kohan,Liu,President,General,,,,,,(514) 903-9978,1,,23,91,Japanese,$$,,
56598,50072,Dalongyi Hot Pot,Restaurant,Groups; Wi-Fi; Table Service; Online Ordering; Seating; Reservations; Debit Cards; Dine-in; Delivery; Takeout,350 HWY-7 E,Richmond Hill,ON,L4B 3N2,Canada,,,,,,,,,,(289) 597-5666,0,,16,83,Chinese,,,
56597,48218,Cambo Bistro Sushi,Restaurant,Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,11873 Rue Notre-Dame E,Montréal,QC,H1B 2Y2,Canada,,,,,,,,,,(514) 564-3773,0,,9,92,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,
56596,55660,Koto Sushi Izakaya,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; Fresh Ingredients; TV; High Chairs; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,510 Fort St,Victoria,BC,V8W 1E6,Canada,Hideko,Takeuchi,President and Member of the Board of Directors,Owner,,,kotosushivictoria.ca,,,(250) 382-1514,1,kotosushi2012@yahoo.com,25,84,Japanese,$$,DoorDash; Moduurn; Skip the Dishes; Uber Eats; WooCommerce,Moduurn
56595,54073,Ocean Village Seafood Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,20830 Lougheed Hwy,Maple Ridge,BC,V2X 2R3,Canada,Philippe,Cheng,Proprietor,Owner,,,oceanvillagerestaurant.com,,,(604) 463-2132,1,,34,65,Chinese,$$,DI develop; Skip the Dishes,DI develop
56594,52892,Turner Inn Family Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,101 Sunset Blvd SE,Turner Valley,AB,T0L 2A0,Canada,L. I.,Tong,President and Member of the Board of Directors,Owner,,,,,,(403) 933-5061,1,,16,79,Chinese,$$,,
56592,49408,MHK Sushi,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,283 Richmond Rd,Ottawa,ON,K1Z 6X3,Canada,Heather,O'Connell,General Manager,Operations,,,mhksushi.ca,,,(613) 798-0800,1,mhksushi@gmail.com,36,87,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,
56591,50550,Mehfill Indian Cuisine ( Brampton),Restaurant,Groups; Online Ordering; Fresh Ingredients; Seating; Reservations; Delivery; Contactless Delivery; Catering; Drive-Thru; Debit Cards; Dine-in; Outdoor Seating; Takeout,79 Clarence St,Brampton,ON,L6W 1S5,Canada,,,,,,,mehfill.ca,,,(905) 230-4444,0,,40,73,Indian; Chinese,$,Clover POS; DoorDash; Skip the Dishes; TikMe; Uber Eats,TikMe
56590,52673,Yummy House,Restaurant,Dine-in; Takeout,119 McAllister Ave,Porcupine Plain,SK,S0E 1H0,Canada,,,,,,,,,,(306) 278-2180,0,,10,74,Chinese,,,
56589,51168,Mom's Dim Sum,Restaurant,Groups; Online Ordering; Delivery; Contactless Delivery; Curbside Pickup; Debit Cards; Dine-in; Takeout,5336 Yonge St,Toronto,ON,M2N 5P9,Canada,,,,,,,momsdimsum.com,,,(416) 223-1115,0,,32,90,Chinese,$$,Uber Eats; Wix Restaurants,Wix Restaurants
56588,53029,Clay Pot Rice,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Curbside Pickup; Catering; High Chairs; Dine-in; Takeout,4515 MacLeod Trl SW,Calgary,AB,T2G 0A5,Canada,,,,,claypotricecalgary@gmail.com,,,,,(403) 455-6802,0,claypotricecalgary@gmail.com,24,91,Canadian; Creole; Chinese; Cajun,$$,Ritual; Skip the Dishes; Uber Eats,
56587,53588,Himalayan Village,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Reservations; Delivery; Catering; Dine-in; Takeout,2331 66 St NW,Edmonton,AB,T6K 4B4,Canada,,,,,himalayanvillage66@gmail.com,,himalayanvillage.ca,,,(780) 757-9166,0,himalayanvillage66@gmail.com,35,92,Indian; Chinese,$$,Apple App Store; Skip the Dishes; Uber Eats,
56586,,Sammi & Soupe Dumpling-(cdn),Restaurant,Delivery; Online Ordering; Takeout,5188 Avenue Gatineau,Montréal,QC,H3T 1W9,Canada,,,,,,,,,,(514) 735-7083,0,,3,98,Chinese,,Skip the Dishes; Uber Eats,
56585,49084,Nouilles de riz Yunnan Shi Miao Dao,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Delivery; Catering; High Chairs; Dine-in; Takeout,8245 Boulevard Taschereau,Brossard,QC,J4Y 1A4,Canada,,,,,crow5443@gmail.com,,yunnannouillesderiz.ca,,,(514) 234-5751,0,crow5443@gmail.com,29,81,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
56584,48090,Chong's Place,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,435 Brookside Dr,Fredericton,NB,E3A 8V4,Canada,Ha-Hiong,Chong,Secretary and Member of the Board of Directors,Finance,,,chongsplace.ca,,,(506) 451-6252,2,selinechong@hotmail.com,42,91,Canadian; Chinese,$$,DoorDash; Facebook Pixel; Google Analytics; Skip the Dishes; YellowPages.ca,
56583,49004,Kaiyo Sushi Express,Restaurant,Wheelchair Accessible; Parking; Online Ordering; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,1025 Boulevard du Séminaire N,St-Jean-sur-Richelieu,QC,J3A 1R7,Canada,,,,,,,sushikaiyo.ca,,,(450) 376-6155,0,,34,87,Japanese,$$,Skip the Dishes,
56582,49478,Cumin & Pepper,Restaurant,Groups; Wi-Fi; Online Ordering; Delivery; Debit Cards; Dine-in; Outdoor Seating; Takeout,111 Cooper St,Ottawa,ON,K2P 2E3,Canada,,,,,,,cumminandpepper.com,2020,,(613) 695-8888,0,,38,94,Chinese,,Uber Eats,
56581,50689,Hotopia,Restaurant,Delivery; Takeout,468 King St W,Hamilton,ON,L8P 1B7,Canada,,,,,,,,,,(905) 527-7621,0,,18,53,Chinese,$,,
56580,53056,Tokachi Japanese Restaurant,Restaurant,Groups; Wheelchair Accessible; Gift Cards; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; TV; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Takeout,328 Centre St S,Calgary,AB,T2G 4X6,Canada,Francis,Tam,Proprietor,Owner,,,tokachicalgary.ca,,,(403) 232-8868,1,tokachiyyc@gmail.com,33,78,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants
56579,53833,Orion Chinese Restaurant,Restaurant,Groups; Wheelchair Accessible; TV; Seating; Reservations; Debit Cards; Dine-in; Delivery; Takeout,910 102 Ave,Dawson Creek,BC,V1G 2B7,Canada,Allan,Chau,Proprietor,Owner,,,orionchineserestaurant.com,,,(250) 782-8297,1,,72,73,Chinese,$$,WooCommerce,
56578,53429,Japonais Bistro,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Gift Cards; Seating; Reservations; Bike Parking; Delivery; QR Codes; Online Ordering; TV; Contactless Delivery; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,11806 Jasper Ave NW,Edmonton,AB,T5K 0N7,Canada,Harry,Yoon,,,,,japonaisbistro.ca,2013,,(780) 760-1616,1,japonaisbistro@hotmail.com,40,89,Japanese,$$,Bentobox; DoorDash Storefront; Eat; Google Analytics; MailChimp; Uber Eats,Bentobox; DoorDash Storefront
56577,,New Fishport Seafood Bistro,Restaurant,Wi-Fi; Wheelchair Accessible; Online Ordering; Fresh Ingredients; Seating; Reservations; Delivery; Catering; High Chairs; Dine-in; Takeout,620 SE Marine Dr,Vancouver,BC,V5X 2T4,Canada,,,,,ccyitsolutions@gmail.com,,newfishport.com,,,(604) 323-1318,0,ccyitsolutions@gmail.com,32,80,Chinese,$$,DoorDash; MailChimp; Qooway; Uber Eats,Qooway
56576,55257,Hunan Kitchen,Restaurant,Delivery; Online Ordering; Fresh Ingredients; Takeout,4651 No 3 Rd,Richmond,BC,V6X 2C3,Canada,,,,,,,,,,(604) 370-9086,0,,3,,Chinese,,Uber Eats,
56575,,Japan Rice Bowl Assoc.,Restaurant,Delivery; Online Ordering; Takeout,10275 City Pkwy,Surrey,BC,V3T 4C3,Canada,,,,,,,,,,(604) 322-6465,0,,3,,American; Japanese,,Skip the Dishes; Uber Eats,
56574,50573,TiffinPros,Restaurant,Online Ordering; Fresh Ingredients; Delivery; Contactless Delivery; Curbside Pickup; Catering; Debit Cards; Takeout,965 Bovaird Dr W,Brampton,ON,L6X 5K7,Canada,,,,,,,tiffinpros.ca,,,(416) 301-2187,0,,47,,Indian; Chinese,,Google Analytics; Shopify; Skip the Dishes; Uber Eats,Shopify
56573,55604,Opa Sushi,Restaurant,Groups; Wi-Fi; Table Service; Seating; Reservations; Bike Parking; Curbside Pickup; Parking; Digital Payments; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,34 Cow Bay Rd,Prince Rupert,BC,V8J 1A5,Canada,,,,,opasushipr@gmail.com,,opasushi.com,,,(250) 627-4560,0,opasushipr@gmail.com,48,88,Japanese,$$,Facebook Pixel; GoDaddy Sites; Yelp Waitlist,
56572,52561,Sushi Cushi,Restaurant,Groups; Wheelchair Accessible; Gift Cards; Table Service; Seating; Reservations; Catering; High Chairs; Debit Cards; Dine-in; Takeout,1045 St James St,Winnipeg,MB,R3H 1B1,Canada,Henry,Ting,General Manager,Operations,,,sushicushi.com,,,(204) 772-9257,1,sushicushi@hotmail.com,83,86,Japanese,$$,GoDaddy Sites,
56571,49899,Bai Jia Lao Tang (Northwestern Chinese Cuisine),Restaurant,Contactless Delivery; Debit Cards; Dine-in; Delivery; Takeout,8333 Kennedy Rd,Markham,ON,L3R 4P8,Canada,,,,,,,,,,(905) 604-6601,0,,21,68,Chinese,$,,
56570,50753,Yuki Sushi,Restaurant,Groups; Table Service; Parking; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,16 Paris St,New Tecumseth,ON,L9R 1J2,Canada,,,,,yukisushialliston16@gmail.com,,yukisushialliston.ca,,,(705) 250-6254,0,yukisushialliston16@gmail.com,60,83,Japanese,$$,,
56569,51078,Mo Bei Shi San Khan Restaurant,Restaurant,Delivery; Curbside Pickup; Online Ordering; Dine-in; Takeout,3550 Victoria Park Ave,Toronto,ON,M2H 2N5,Canada,,,,,,,,,,(416) 409-9374,0,,23,82,Chinese,,Skip the Dishes; Uber Eats,
56568,50717,Le Chinois Express,Restaurant,Delivery; Wheelchair Accessible; Catering; Online Ordering; Takeout,65 Mall Rd,Hamilton,ON,L8V 5B8,Canada,Andy,Gin,Proprietor,Owner,,,,,,(905) 388-0033,1,,17,83,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
56567,54684,B House Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; Fresh Ingredients; TV; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,2270 Commercial Dr,Vancouver,BC,V5N 4B5,Canada,,,,,,,bhouse.ca,,,(604) 564-2468,0,,50,95,Canadian; Creole; Cajun,$,Ritual; Skip the Dishes; Square; Square Appointments; Uber Eats,Square
56566,49906,Mi-Ne Sushi,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,8865 Woodbine Ave,Markham,ON,L3R 5G1,Canada,,,,,,,mine-sushi.com,,,(905) 470-1688,0,,88,84,Japanese,$$,Shopify; Uber Eats,Shopify
56565,51599,Soya Mandarin Kitchen,Restaurant,Groups; Wi-Fi; Table Service; Seating; Reservations; Bike Parking; Delivery; Curbside Pickup; Eco-friendly Tableware; Parking; Online Ordering; TV; Contactless Delivery; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,31 Baldwin St,Toronto,ON,M5T 1L1,Canada,,,,,soyatocanada@gmail.com,,soyakitchen.com,,,(416) 977-3773,0,soyatocanada@gmail.com,27,88,Chinese,$,Ritual; Squarespace; Uber Eats; Yelp Waitlist,
56564,53968,Arigato Sushi,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; TV; Seating; Bike Parking; Reservations; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,1395 Hillside Dr,Kamloops,BC,V2E 2R7,Canada,Sun,Kim,President,General,,,arigatosushi.ca,,,(250) 314-1185,1,,94,89,Japanese,$$,,
56563,,Sushi Shin,Restaurant,Groups; Delivery; Online Ordering; Takeout,304 Montée de l'Église,Montréal,QC,H9C 1G9,Canada,,,,,,,,,,(514) 620-7888,0,,3,93,Japanese,,Skip the Dishes; Uber Eats,
56562,,Kojima Sushi,Restaurant,Groups; Wheelchair Accessible; Parking; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,410 6th St,New Westminster,BC,V3L 3B2,Canada,Rhael,Melao,Cozinheiro,,,,kojimasushinewwest.com,,,(604) 522-3816,1,,50,94,Japanese; Chinese,$$,Apple App Store; DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop
56561,51620,Mala Boy Ma La Shuai Guo,Restaurant,Delivery; Online Ordering; Takeout,160 McCaul St,Toronto,ON,M5T 1W4,Canada,,,,,,,,,,(416) 977-8887,0,,11,94,Chinese,$,Uber Eats,
56560,51021,One Plus One BBQ,Restaurant,Groups; Online Ordering; Reservations; Delivery; Contactless Delivery; Debit Cards; Dine-in; Takeout,633 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,,,,,,,1plus1bbq.com,,,(416) 291-6677,0,,67,59,Chinese,$$,DI develop; Skip the Dishes,DI develop
56559,53662,The Pan Pan Express Chinese Cuisine,Restaurant,Reservations; Online Ordering; Debit Cards; Dine-in; Delivery; Takeout,Hebert Rd,St Albert,AB,T8N 5T8,Canada,,,,,,,thepanpanexpress.com,,,(780) 460-8082,0,,39,48,Chinese,,DI develop,DI develop
56558,54669,Fuku Ramen,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Bike Parking; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,2800 E 1st Ave,Vancouver,BC,V5M 4N9,Canada,,,,,,,,,,(604) 620-0200,0,,12,90,Japanese,$,DoorDash; Skip the Dishes; Uber Eats,
56557,,Restaurant Kim,Restaurant,Groups; Reservations; Delivery; Online Ordering; Dine-in; Fresh Ingredients; Takeout,441 Rue St-Vallier O,Québec,QC,G1K 1L1,Canada,Kim Koi,le,Proprietor,Owner,,,,,,(418) 529-4140,1,,9,87,Chinese; Thai,$$,DoorDash; Skip the Dishes; Uber Eats,
56556,51574,Yang's Braised Chicken Noodle(Dundas)Yang Ming Yu Shou Gong La Mian,Restaurant,Delivery; Online Ordering; Takeout,414 Dundas St W,Toronto,ON,M5T 1G7,Canada,,,,,,,,,,(647) 523-5555,0,,2,96,Chinese,$,Uber Eats,
56555,55562,Kin Sushi,Restaurant,Wheelchair Accessible; Table Service; Online Ordering; TV; Bike Parking; Reservations; Delivery; Debit Cards; Dine-in; Takeout,1760 Marine Dr,West Vancouver,BC,V7V 1J4,Canada,Kun,Nie,Proprietor,Owner,,,,,,(604) 926-0777,1,,19,92,Japanese,$$,DoorDash,
56554,,Sushi Kaido,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Delivery; Curbside Pickup; Catering; Debit Cards; Dine-in; Takeout,189 E Broadway,Vancouver,BC,V5T 1W1,Canada,,,,,,,sushikaido.ca,,,(604) 565-5939,0,,53,90,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,
56553,52468,Kyu Snack Box,Restaurant,Delivery; Online Ordering; Dine-in; Fresh Ingredients; Takeout,260 Henderson Hwy,Winnipeg,MB,R2L 1M2,Canada,,,,,,,,,,(204) 306-8009,0,,17,80,American; Vietnamese; Chinese,$$,DoorDash; Skip the Dishes,
56552,48436,Sushi Nanami,Restaurant,TV; Seating; Bike Parking; Reservations; Contactless Delivery; Catering; Debit Cards; Dine-in; Delivery; Takeout,340 Rue Jean-Talon E,Montréal,QC,H2R 1T1,Canada,,,,,info@sushinanami.com,,sushinanami.com,,,(514) 543-6254,0,info@sushinanami.com,55,95,Japanese,$,Google Analytics,
56551,54985,Samurai Japanese Restaurant,Restaurant; Quick Service,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Fast Service; Debit Cards; Dine-in; Takeout,1108 Davie St,Vancouver,BC,V6E 1N1,Canada,Etsuko,Tran,Proprietor,Owner,,,samuraisushi.ca,1997,,(604) 609-0078,1,,26,88,Japanese,$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,
56550,51560,Katsu n Kare,Restaurant,Delivery; Online Ordering; Takeout,520 Bloor St W,Toronto,ON,M5S 1Y3,Canada,,,,,,,,,,(416) 537-9000,0,,11,,Japanese,$,Uber Eats,
56549,,Resto Cric Crac,Restaurant,Online Ordering; Seating; Reservations; Delivery; Catering; High Chairs; Dine-in; Takeout,9185 Boulevard St-Michel,Montréal,QC,H1Z 3G6,Canada,,,,,criccrac01@gmail.com,,criccrac.ca,,,(514) 328-6161,0,criccrac01@gmail.com,39,85,American; Creole; Cajun,$$,Skip the Dishes; UEAT; Uber Eats; Wix Restaurants,UEAT; Wix Restaurants
56548,,M. Ramen,Restaurant,Wi-Fi; Online Ordering; Fresh Ingredients; Delivery; Contactless Delivery; Curbside Pickup; Debit Cards; Dine-in; Takeout,2222 Avenue du Mont-Royal E,Montréal,QC,H2H 1K4,Canada,,,,,,,mramen.ca,,,(514) 521-8886,0,info@mramen.ca,29,91,Japanese,$$,DoorDash; Skip the Dishes; UEAT; Uber Eats,UEAT
56547,51651,Gao's Braised Chicken Rice Gao Shi Ji Huang Men Ji (DownTown),Restaurant,Delivery; Online Ordering; Takeout,354 Spadina Ave,Toronto,ON,M5T 2G4,Canada,,,,,,,,,,(416) 770-6668,0,,11,,Chinese,$,Uber Eats,
56546,55163,Grand Noodle Emporium,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Bike Parking; Debit Cards; Dine-in; Takeout,6133 University Blvd,Vancouver,BC,V6T 1Z1,Canada,,,,,,,,,,(604) 822-3164,0,,19,61,Japanese; Chinese,$,,
56545,55675,Don Mee,Restaurant,Groups; Wi-Fi; Table Service; Parking; Online Ordering; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,538 Fisgard St,Victoria,BC,V8W 1R4,Canada,Eric,Donald,Proprietor,Owner,,,donmee.com,,,(250) 383-1032,2,rickdonmee@gmail.com,25,74,Chinese,$$,DoorDash; Facebook Pixel; Skip the Dishes; Uber Eats,
56544,50288,Kerala Curry House,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Curbside Pickup; Catering; High Chairs; Debit Cards; Dine-in; Takeout,5120 Dixie Rd,Mississauga,ON,L4W 1C9,Canada,,,,,keralacurryhouse1@gmail.com,,keralacurryhouse.com,,,(905) 282-9111,0,keralacurryhouse1@gmail.com,30,82,Indian; Chinese,$$,DoorDash; Google Analytics; Opencart; Skip the Dishes; Uber Eats; WooCommerce,Opencart
