Snowball.Map,Name,Contact.Last.Name,Contact.First.Name,Contact.Salutation,Contact.Gender.Code,Contact.Title.Description,Price,Reviews,Category,Phone.Number,FullAddress,Street,City,State,Zip,Location.Sales.Volume.Description,Location.Employment.Size.Description,Small.Business.Entrepreneur.Indicator,Vendor.Ethnicity.Description,infoUSA.ID,Franchise.Specialty.Description1,True.Franchise.Indicator
72220,Kam Han Szechuan House North,NG,WINNIE,MS,F,OWNER,$$,25,Chinese,(403) 264-6030,"['2318 Spiller Road SE', 'Calgary, AB T2G 4H2', 'Canada']",2318 Spiller Rd SE,Calgary,AB,T2G 4H2,"LESS THAN $500,000",9-May,Y,Chinese,11075819,,
72221,Tokachi Japanese Restaurant,TAM,FRANCIS,MR,M,OWNER,$$,19,Japanese,(403) 232-8868,"['328 Centre Street SE', 'Unit 101', 'Calgary, AB T2G 4X6', 'Canada']",328 Centre St SE Unit 101,Calgary,AB,T2G 4X6,$1-2.5 MILLION,20-49,N,"Khmer (Kampuchean, Cambodian)",29413853,,
72222,Regency Palace,YEE,GORDON,MR,M,OWNER,$$,57,Chinese,(403) 777-2288,"['328 Centre Street  SE', 'Calgary, AB T2G 4X6', 'Canada']",328 Centre Street SE,Calgary,AB,T2G 4X6,$2.5-5 MILLION,50-99,N,Chinese,25642539,,
72223,BeeFun hot pot,,,,,,$$,10,Chinese,(403) 287-2622,"['4640 MacLeod Trail SW', 'Calgary, AB T2G 5E8', 'Canada']",4640 MacLeod Trail SW,Calgary,AB,T2G 5E8,,,,,NA,,
72224,M Bistro Dim Sum & Peking Duck,,,,,,null,6,Chinese,(403) 255-6377,"['150-25 Heritage Meadows Way SE', 'Calgary, AB T2H 0A7', 'Canada']",150-25 Heritage Meadows Way SE,Calgary,AB,T2H 0A7,,,,,NA,,
72225,OMO Teppan and Kitchen,,,,,,$$,56,Japanese,(403) 764-3222,"['5222 Macleod Trail SW', 'Calgary, AB T2H 0J2', 'Canada']",5222 MacLeod Trail SW,Calgary,AB,T2H 0J2,,,N,Unknown,754317948,,
72226,Globefish Sushi & Izakaya,,,,,,$$,67,Japanese,(403) 457-1500,"['6455 Macleod Trail SW', 'Suite 0130', 'Calgary, AB T2H 0K3', 'Canada']",6455 MacLeod Trail SW Suite 0130,Calgary,AB,T2H 0K3,,,,,NA,,
72227,Tin Tin Dim Sum,,,,,,null,9,Chinese,(403) 253-7742,"['6455 Macleod Trail', 'Unit 192A', 'Calgary, AB T2H 0K8', 'Canada']",6455 MacLeod Trail SW Unit 192A,Calgary,AB,T2H 0K8,,,,,NA,,
72228,Manchu Wok,HO,SUN,MS,F,SITE MANAGER,null,1,Chinese,(403) 206-1527,"['6455 MacLeod Trail SW', 'Unit F19', 'Calgary, AB T2H 0K8', 'Canada']",6455 MacLeod Trail SW Unit F19,Calgary,AB,T2H 0K8,"$500,000-1 MILLION",19-Oct,N,Chinese,11151412,,Y
72229,Famous Wok,,,,,,null,2,Chinese,(403) 453-6700,"['016-6455 Macleod Trail SW', 'Calgary, AB T2H 0L1', 'Canada']",016-6455 MacLeod Trail SW,Calgary,AB,T2H 0L1,,,,,NA,,
72230,A+ Buffet Sushi & Bar,WANG,YVONNE,MS,F,MANAGER,$$,65,Japanese,(403) 455-9766,"['6712 Macleod Trail SE', 'Calgary, AB T2H 0L3', 'Canada']",6712 MacLeod Trail SE,Calgary,AB,T2H 0L3,$1-2.5 MILLION,19-Oct,N,Chinese,440520001,,
72231,Monsoon Izakaya,,,,,,null,1,Japanese,(403) 474-3288,"['6920 Macleod Trail', 'Calgary, AB T2H 0L3', 'Canada']",6920 MacLeod Trail SE,Calgary,AB,T2H 0L3,,,,,NA,,
72232,Kinjo Sushi,KINJO,PETER,MR,M,OWNER,$$,187,Japanese,(403) 255-8998,"['7101 MacLeod Trail SW', 'Calgary, AB T2H 0L8', 'Canada']",7101 MacLeod Trail SW,Calgary,AB,T2H 0L8,$2.5-5 MILLION,50-99,N,Japanese,46425617,,
72233,Ajito,,,,,,null,12,Japanese,(403) 252-7099,"['110 - 7212 Macleod Trail SE', 'Calgary, AB T2H 0L9', 'Canada']",110-7212 MacLeod Trail SE,Calgary,AB,T2H 0L9,,,,,NA,,
72234,Memorable Times Authentic Charcoal Grill,,,,,,null,6,Chinese,(403) 719-9961,"['101-7500 Macleod Trail SE', 'Calgary, AB T2H 0L9', 'Canada']",101-7500 MacLeod Trail SE,Calgary,AB,T2H 0L9,"LESS THAN $500,000",9-May,N,Unknown,440743779,,
72235,Sho Sushi Bar & Kitchen,TRANG,GRACE,MS,F,MANAGER,$$,81,Japanese,(403) 252-5199,"['7212 Macleod Trail S', 'Calgary, AB T2H 0L9', 'Canada']",7212 MacLeod Trail S,Calgary,AB,T2H 0L9,"LESS THAN $500,000",9-May,N,Vietnamese,62065826,,
72236,Big Catch Sushi,KOSHIGAI,SHIN,MR,M,OWNER,$$,105,Japanese,(403) 708-5555,"['8835 Macleod Trail SW', 'Suite 130', 'Calgary, AB T2H 0M1', 'Canada']",8835 MacLeod Trail SW Suite 130,Calgary,AB,T2H 0M2,"$500,000-1 MILLION",19-Oct,N,Japanese,743257433,,
72237,Shanghai Fine Food,,,,,,$$,9,Chinese,(403) 830-9352,"['510 77 Avenue SE', 'Booth 8', 'Calgary, AB T2H 1C3', 'Canada']",8-510 77 Ave SE Booth,Calgary,AB,T2H 1C3,,,,,NA,,
72238,Wok With Chan Rice House,TRAN,HIEN,MR,M,OWNER,$$,3,Chinese,(403) 255-7878,"['8330 MacLeod Trail SE', 'Calgary, AB T2H 2V2', 'Canada']",8330 MacLeod Trail SE,Calgary,AB,T2H 2V2,"LESS THAN $500,000",4-Jan,Y,Vietnamese,24285876,,
72239,Chine Hot Pot & Noodles,,,,,,null,13,Chinese,(403) 452-0656,"['8971 Bonaventure Drive SE', 'Calgary, AB T2H 2Z5', 'Canada']",8971 Bonaventure Dr SE,Calgary,AB,T2H 2Z5,,,,,NA,,
72240,Noodlebox,,,,,,$$,45,Cajun Seafood,(403) 255-2586,"['9 Heritage Gate SE', 'Calgary, AB T2H 3A7', 'Canada']",9 Heritage Gate SE,Calgary,AB,T2H 3A7,,,,,NA,,
72241,Sushi Shop,LI,AMY,MS,F,OWNER,null,10,Japanese,(403) 460-2577,"['33 Heritage Meadows Way SE', 'Calgary, AB T2H 3B8', 'Canada']",33 Heritage Meadows Way SE,Calgary,AB,T2H 3B8,"LESS THAN $500,000",9-May,Y,Chinese,737914793,,Y
72242,Made In Japan Teriyaki Experience,,,MS,F,OWNER,null,10,Japanese,(905) 466-2132,"['33 Heritage Meadows Way SE', 'Calgary, AB T2H 3B8', 'Canada']",33 Heritage Meadows Way SE,Calgary,AB,T2H 3B8,"LESS THAN $500,000",9-May,Y,Chinese,737914793,,Y
72243,Golden Gate Restaurant,TSE,YEE,MR,M,OWNER,$$,9,Chinese,(403) 259-2777,"['14 - 430 Acadia Drive SE', 'Calgary, AB T2J 0A9', 'Canada']",14-430 Acadia Drive SE,Calgary,AB,T2J 0A9,"LESS THAN $500,000",9-May,Y,Chinese,10965564,,
72244,Bonavista Peking House,LAM,ADA,MS,F,OWNER,$$,17,Chinese,(403) 271-5777,"['755 Lake Bonavista Dr SE', 'Calgary, AB T2J 0N3', 'Canada']",755 Lake Bonavista Dr SE,Calgary,AB,T2J 0N3,"$500,000-1 MILLION",19-Oct,N,Vietnamese,36919264,,
72245,Edo Japan,,,,,,null,4,Japanese,(403) 719-2944,"['9737 Macleod Trail S', 'Suite B 470', 'Calgary, AB T2V 5H5', 'Canada']",470-9737 MacLeod Trail SW Suite B,Calgary,AB,T2J 0P6,"LESS THAN $500,000",9-May,N,Unknown,63748529,,Y
72246,Asian Buffet,JIANG,ELLE,MS,F,MANAGER,$$,52,Cajun Seafood,(403) 252-6888,"['9125 Bonaventure Dr SE', 'Unit 23', 'Calgary, AB T2J 0P9', 'Canada']",9125 Bonaventure Dr SE Unit 23,Calgary,AB,T2J 0P9,$1-2.5 MILLION,20-49,N,Chinese,55815476,,
72247,Umi Sushi Express,,,,,,$,1,Japanese,(403) 265-8366,"['Southcentre Mall Food Court', '100 Anderson Road SE', 'Calgary, AB T2J 3V1', 'Canada']","Southcentre Mall Food Court, 100 Anderson Road SE",Calgary,AB,T2J 3V1,,,,,NA,,
72248,Magic Bowl,CHAN,SAM,MR,M,OWNER,$$,20,Chinese,(403) 271-9366,"['1215 Lake Sylvan Drive SE', 'Suite 12', 'Calgary, AB T2J 5N7', 'Canada']",1215 Lake Sylvan Dr SE Suite 12,Calgary,AB,T2J 3Z5,"LESS THAN $500,000",4-Jan,Y,Chinese,11105509,,
72249,Sushi Ginza Japanese Restaurant,,,,,,$$,49,Japanese,(403) 271-9642,"['10816 Macleod Trail S', 'Unit 276', 'Calgary, AB T2J 5N8', 'Canada']",10816 MacLeod Trail SE Unit 276,Calgary,AB,T2J 5N8,"LESS THAN $500,000",20-49,N,Unknown,59498097,,
72250,Fancy Taste of China,,,,,,$$,6,Chinese,(403) 278-5566,"['1160 137 Avenue SE', 'Calgary, AB T2J 6T6', 'Canada']",1160 137 Ave SE,Calgary,AB,T2J 6T6,,,,,NA,,
72251,The J Spot,,,,,,null,1,Cajun Seafood,(403) 971-2508,"['12445 Lake Fraser Drive', 'Avenida Food Hall & Fresh Market', 'Calgary, AB T2J 7A4', 'Canada']","12445 Lake Fraser Drive, Avenida Food Hall & Fresh Market",Calgary,AB,T2J 7A4,,,,,NA,,
72252,Kam Han,DIEP,JOHN,MR,M,OWNER,$$,15,Chinese,(403) 278-1211,"['103-12445 Lake Fraser Drive SE', 'Calgary, AB T2J 7A4', 'Canada']",103-12445 Lake Fraser Dr SE,Calgary,AB,T2J 7A4,"$500,000-1 MILLION",19-Oct,N,Vietnamese,11075801,,
72253,Takori,,,,,,null,1,Cajun Seafood,(403) 813-2790,"['428 - 12445 Lake Fraser Drive SE', 'Calgary, AB T2J 7A4', 'Canada']",428-12445 Lake Fraser Dr SE,Calgary,AB,T2J 7A4,,,,,NA,,
72254,Oishidesu Ramen Shack,,,,,,null,4,Japanese,(587) 966-4744,"['D426-12445 Lake Fraser Drive SE', 'Calgary, AB T2J 7A4', 'Canada']",D426-12445 Lake Fraser Dr SE,Calgary,AB,T2J 7A4,,,,,NA,,
72255,Expatasia,,,,,,null,1,Cajun Seafood,(403) 899-2742,"['12445 Lake Fraser Drive SE', 'Calgary, AB T2J 7A4', 'Canada']",12445 Lake Fraser Drive SE,Calgary,AB,T2J 7A4,,,,,NA,,
72256,BillÆs Peking House,PANG,BILL,MR,M,OWNER,$$,86,Chinese,(403) 278-3338,"['380 Canyon Meadows Drive SE', 'Calgary, AB T2J 7C3', 'Canada']",380 Canyon Meadows Drive SE,Calgary,AB,T2J 7C3,$1-2.5 MILLION,20-49,N,Chinese,10659464,,
72257,Ryuko,,,,,,null,6,Japanese,(403) 815-1849,"['13200 Macleod Trail', 'Calgary, AB T2J 7E5', 'Canada']",13200 MacLeod Trail SE,Calgary,AB,T2J 7E5,,,,,NA,,
72258,Fuji Ramen and Sushi,,,,,,null,21,Japanese,(587) 352-5595,"['111-12100 Macleod Trail SE', 'Calgary, AB T2J 7G9', 'Canada']",111-12100 MacLeod Trail SE,Calgary,AB,T2J 7G9,,,,,NA,,
72259,Golden Sands Chinese Restaurant,,,,,,null,5,Chinese,(403) 455-2777,"['5010 Centre St NE', 'Calgary, AB T2K 0S8', 'Canada']",5010 Centre St NE,Calgary,AB,T2K 0S8,,,,,NA,,
72260,Golden Princess Restaurant,,,,,,null,1,Chinese,(403) 275-2386,"['6219 Centre St NW', 'Calgary, AB T2K 0V2', 'Canada']",6219 Centre St NW,Calgary,AB,T2K 0V2,,,,,NA,,
72261,6A Snack Bar,,,,,,$,12,Chinese,(587) 351-0822,"['6219 Centre Street  NW', 'Suite 10B', 'Calgary, AB T2K 3R4', 'Canada']",6219 Centre St NW Suite 10B,Calgary,AB,T2K 0V2,,,,,NA,,
72262,China Palace Restaurant,YAU,PETER,MR,M,OWNER,$$,28,Chinese,(403) 275-2386,"['6219 Centre Street NW', 'Ste 21', 'Calgary, AB T2K 3R4', 'Canada']",6219 Centre St NW Ste 21,Calgary,AB,T2K 0V2,"LESS THAN $500,000",9-May,Y,Chinese,47135405,,
72263,iBaoza,,,,,,null,2,Chinese,(587) 315-8558,"['4119 - 4 Street NW', 'Calgary, AB T2K 1A2', 'Canada']",4119-4 Street NW,Calgary,AB,T2K 1A2,,,,,NA,,
72264,Peking House 98,,,,,,$$,18,Chinese,(403) 210-0229,"['4125 4 Street NW', 'Calgary, AB T2K 1A3', 'Canada']",4125 4 St NW,Calgary,AB,T2K 1A3,"LESS THAN $500,000",9-May,N,Unknown,708796030,,
72265,Caltons Chinese Restaurant,WOLOWSKI,BRIAN,MR,M,OWNER,null,25,Chinese,(403) 275-8181,"['5010 4 Street NE', 'Unit 14', 'Calgary, AB T2K 5X8', 'Canada']",5010 4 St NE Unit 14,Calgary,AB,T2K 5X8,"LESS THAN $500,000",9-May,Y,Polish,57020745,,
72266,The Cherry Inn,CHOW,YEN,MS,F,OWNER,$$,28,Chinese,(403) 274-2282,"['6722 - 4 Street NE', 'Calgary, AB T2K 6G9', 'Canada']",6722 4 St NE,Calgary,AB,T2K 6G9,"LESS THAN $500,000",9-May,Y,Chinese,10762037,,
72267,Sushi Kimu,,,,,,$$,50,Japanese,(587) 293-9380,"['6522 4 Street NE', 'Calgary, AB T2K 6H2', 'Canada']",6522 4 St NE,Calgary,AB,T2K 6H2,,,,,NA,,
72268,Great Taste Chinese Cuisine ???????,CHAN,RAYMOND,MR,M,MANAGER,null,9,Chinese,(403) 275-6577,"['594 64 Ave NE', 'Calgary, AB T2K 6H2', 'Canada']",594 64 Ave NE,Calgary,AB,T2K 6H2,"$500,000-1 MILLION",19-Oct,N,Chinese,55009740,,
72269,Bamboo Garden,,,,,,$$,76,Chinese,(403) 985-6688,"['211 Banff Ave', '2nd Floor', 'Banff, AB T2L 1C7', 'Canada']","211 Ave, 2nd Floor",Banff,AB,T2L 1C7,,,,,NA,,
72270,Ginger Beef Peking House,LEUNG,JAMES,MR,M,SITE MANAGER,$$,16,Chinese,(403) 282-5090,"['309-3630 Brentwood Road NW', 'Calgary, AB T2L 1K8', 'Canada']",309-3630 Brentwood Rd NW,Calgary,AB,T2L 1K8,"$500,000-1 MILLION",19-Oct,N,Chinese,10959203,,Y
72271,Lazy Monkey,CHE,CARL,MR,M,MANAGER,$$,46,Chinese,(403) 338-2123,"['3616 52 Avenue NW', 'unit 11', 'Calgary, AB T2L 1V9', 'Canada']",3616 52 Ave NW Unit 11,Calgary,AB,T2L 1V9,"LESS THAN $500,000",4-Jan,N,Chinese,62439039,,
72272,Bo Ri Korean Restaurant,,,,,,null,5,Japanese,(403) 282-6551,"['35-3616 52 Avenue NW', 'Calgary, AB T2L 1V9', 'Canada']",35-3616 52 Ave NW,Calgary,AB,T2L 1V9,,,,,NA,,
72273,Koya Japan,,,,,,null,4,Japanese,(403) 286-8010,"['5111 Northland Drive NW', 'Calgary, AB T2L 2J7', 'Canada']",5111 Northland Drive NW,Calgary,AB,T2L 2J7,,,,,NA,,
72274,Silver Wok,HA,BRIAN,MR,M,OWNER,$,4,Chinese,(403) 288-4949,"['5111 Northland Drive NW', 'Calgary, AB T2L 2J8', 'Canada']",5111 Northland Drive NW,Calgary,AB,T2L 2J8,"$500,000-1 MILLION",19-Oct,N,Chinese,11408135,,
72275,Wami Ootoya,,,,,,$$,70,Japanese,(403) 289-8981,"['130-3820 Brentwood Rd NW', 'Calgary, AB T2L 2L5', 'Canada']",130-3820 Brentwood Rd NW,Calgary,AB,T2L 2L5,,,,,NA,,
72276,Golden Dragon Hot Pot,,,,,,null,1,Chinese,(587) 351-8124,"['130-30 Brentwood Common', 'Calgary, AB T2L 2L8', 'Canada']",130-30 Brentwood Common NW,Calgary,AB,T2L 2L8,,,,,NA,,
72277,Umami Noodle Bar,,,,,,$$,33,Japanese,(403) 454-8383,"['305 16th Avenue NW', 'Calgary, AB T2M 0H9', 'Canada']",305 16th Avenue NW,Calgary,AB,T2M 0H9,,,,,NA,,
72278,DL Eats,,,,,,null,4,Chinese,(587) 356-3897,"['536 16 Avenue NW', 'Calgary, AB T2M 0J4', 'Canada']",536 16 Ave NW,Calgary,AB,T2M 0J4,,,,,NA,,
72279,Emerald Garden Restaurant,HUA,FRANK,MR,M,OWNER,$$,29,Chinese,(403) 289-3881,"['1006 16 Ave NW', 'Calgary, AB T2M 0K5', 'Canada']",1006 16 Ave NW,Calgary,AB,T2M 0K5,"LESS THAN $500,000",9-May,Y,Chinese,31057839,,
72280,Sushi BBQ Inn,YANG,KEN,MR,M,MANAGER,$$,100,Japanese,(403) 282-3588,"['1226 16 Avenue NW', 'Calgary, AB T2M 0K9', 'Canada']",1226 16 Ave NW,Calgary,AB,T2M 0K9,"$500,000-1 MILLION",19-Oct,N,Chinese,38248316,,
72281,Rice Tales,,,,,,null,2,Cajun Seafood,(403) 210-5656,"['1301 16th Avenue NW', 'Calgary, AB T2M 4W7', 'Canada']",1301 16 Ave NW,Calgary,AB,T2M 0L4,,,,,NA,,
72282,Banzai Sushi & Teriyaki House,,,,,,null,10,Japanese,(403) 453-8120,"['1104 20 Avenue NW', 'unit 1', 'Calgary, AB T2M 1E8', 'Canada']",1104 20 Ave NW Unit 1,Calgary,AB,T2M 1E8,,,,,NA,,
72283,Kim's Katsu,,,,,,null,2,Japanese,() ,"['2826 Morley Trail NW', 'Calgary, AB T2M 4G7', 'Canada']",2826 Morley Trail NW,Calgary,AB,T2M 4G7,,,,,NA,,
72284,Kinjo Sushi & Grill,,,,,,null,3,Japanese,(587) 358-2988,"['1632 14 Avenue NW', 'Suite 1668', 'Calgary, AB T2N 1M7', 'Canada']",1632 14 Ave NW Suite 1668,Calgary,AB,T2N 1M7,,,,,NA,,
72285,Edo Japan,CHANG,JIM,MR,M,OWNER,$,6,Japanese,(403) 282-8087,"['1632 14 Avenue NW', 'Suite 1805', 'North Hill Mall', 'Calgary, AB T2N 1M7', 'Canada']",1632 14 Ave NW Suite 1805 North Hill Mall,Calgary,AB,T2N 1M7,"LESS THAN $500,000",9-May,Y,Chinese,35601822,,Y
72286,Kobe Beef,,,,,,null,1,Japanese,(403) 284-2110,"['2500 University Drive NW', 'Calgary, AB T2N 1N4', 'Canada']",2500 University Drive NW,Calgary,AB,T2N 1N4,,,,,NA,,
72287,Ikemen Ramen Bar,,,,,,$$,101,Japanese,(403) 452-2148,"['217 10 Street NW', 'Calgary, AB T2N 1V5', 'Canada']",217 10 St NW,Calgary,AB,T2N 1V5,,,,,NA,,
72288,Fusion Sushi,,,,,,null,19,Japanese,(587) 352-2201,"['201 10 Street NW', 'Suite 5', 'Calgary, AB T2N 1V5', 'Canada']","201 10 Street Nw, Suite 5",Calgary,AB,T2N 1V5,,,,,NA,,
72289,Pocket Holic,,,,,,null,4,Japanese,(403) 888-5593,"['304 10 Street NW', 'Calgary, AB T2N 1V8', 'Canada']",304 10 St NW,Calgary,AB,T2N 1V8,,,,,NA,,
72290,Tibet Kitchen,VALUNBISITSANG,TENZIN,MR,M,OWNER,null,13,Cajun Seafood,(403) 270-8828,"['318 10 Street NW', 'Calgary, AB T2N 1V8', 'Canada']",318 10 St NW,Calgary,AB,T2N 1V8,"LESS THAN $500,000",9-May,Y,Bhutanese,747214982,,
72291,Kim's Katsu,,,,,,null,22,Japanese,(403) 453-7461,"['314 10 Street NW', 'Calgary, AB T2N 1V8', 'Canada']",314 10 Street NW,Calgary,AB,T2N 1V8,,,,,NA,,
72292,Menyatai Japanese Noodles,,,,,,$$,103,Japanese,(403) 263-3666,"['24 12th Street NW', 'Calgary, AB T2N 1Y3', 'Canada']",24 12 St NW,Calgary,AB,T2N 1Y3,"LESS THAN $500,000",9-May,N,Unknown,742952554,,
72293,Muku Japanese Noodle House,,,,,,$$,93,Japanese,(403) 283-6555,"['326 14 Street NW', 'Calgary, AB T2N 1Z7', 'Canada']",326 14 St NW,Calgary,AB,T2N 1Z7,,,,,NA,,
72294,Globefish Kensington,,,,,,$$,64,Japanese,(403) 521-0222,"['332 14 St NW', 'Calgary, AB T2N 1Z7', 'Canada']",332 14 St NW,Calgary,AB,T2N 1Z7,,,,,NA,,
72295,Cho's Sushi,,,,,,null,7,Japanese,(403) 270-8818,"['311 19 Street NW', 'Calgary, AB T2N 2J2', 'Canada']",311 19 St NW,Calgary,AB,T2N 2J2,"LESS THAN $500,000",9-May,N,Unknown,440714554,,
72296,Shijo Sushi,WU,WENDY,MS,F,MANAGER,$$,30,Japanese,(403) 283-4100,"['1240 Kensington Road NW', 'Unit 103', 'Calgary, AB T2N 3P7', 'Canada']",1240 Kensington Rd NW Unit 103,Calgary,AB,T2N 3P7,"LESS THAN $500,000",9-May,N,Chinese,717757526,,
72297,Oriental Palace Restaurant,CHEUNG,DOUG,MR,M,OWNER,$$,22,Chinese,(403) 283-5564,"['9 Parkdale Crescent NW', 'Calgary, AB T2N 3T8', 'Canada']",9 Parkdale Cres NW,Calgary,AB,T2N 3T8,"LESS THAN $500,000",9-May,Y,Chinese,11252756,,
72298,Point Sushi,,,,,,null,47,Japanese,(403) 290-1118,"['116 2 Avenue SW', 'Calgary, AB T2P 0B9', 'Canada']",116 2 Avenue SW,Calgary,AB,T2P 0B9,,,,,NA,,
72299,Lucky Place Restaurant,,,,,,$$,15,Chinese,(403) 474-9000,"['108 3 Avenue SW', 'Calgary, AB T2P 0E7', 'Canada']",108 3 Avenue SW,Calgary,AB,T2P 0E7,"LESS THAN $500,000",9-May,N,Unknown,63747976,,
72300,Wai's BBQ House,,,,,,null,3,Chinese,(403) 230-4456,"['114 3 Avenue SW', 'Calgary, AB T2P 0E7', 'Canada']",114 3 Avenue SW,Calgary,AB,T2P 0E7,"LESS THAN $500,000",9-May,N,Unknown,61115655,,
72301,Ambrosia Veggie House,,,,,,$$,18,Chinese,(587) 350-8848,"['1009 4th Avenue SW', 'Calgary, AB T2P 0K8', 'Canada']",1009 4 Ave SW,Calgary,AB,T2P 0K8,,,,,NA,,
72302,Sushi Hiro Japanese Restaurant,HYAKUTAKE,HIRO,MR,M,OWNER,$$,48,Japanese,(403) 233-0605,"['727 5 Avenue SW', 'Calgary, AB T2P 0N2', 'Canada']",727 5 Ave SW,Calgary,AB,T2P 0N2,"$500,000-1 MILLION",19-Oct,N,Japanese,11464906,,
72303,Gyu-Kaku Japanese BBQ,,,,,,$$,107,Japanese,(587) 538-6601,"['100-638 6th Avenue SW', 'Calgary, AB T2P 0S4', 'Canada']",100-638 6 Ave SW,Calgary,AB,T2P 0S4,,,,,NA,,
72304,Spring Roll Chalet,SHUYNH,LE CHANH,MR,M,OWNER,$$,14,Chinese,(403) 269-1750,"['600 6 Avenue SW', 'Calgary, AB T2P 0S5', 'Canada']",600 6 Avenue SW,Calgary,AB,T2P 0S5,"LESS THAN $500,000",4-Jan,Y,Unknown,11430923,,
72305,The Apron,,,,,,null,1,Japanese,(403) 262-5445,"['924 7 Avenue SW', 'Calgary, AB T2P 1A4', 'Canada']",924 7 Ave SW,Calgary,AB,T2P 1A4,,,,,NA,,
72306,Meshi,,,,,,null,7,Japanese,(587) 356-4788,"['105-630 8 Avenue SW', 'Calgary, AB T2P 1G6', 'Canada']",105-630 8 Ave SW,Calgary,AB,T2P 1G6,,,,,NA,,
72307,Asian Village Wok and Grill,QWONG,EDDIE,MR,M,OWNER,$,6,Cajun Seafood,(403) 269-8222,"['736 8 Avenue SW', 'suite 260', 'Calgary, AB T2P 1H4', 'Canada']",736 8 Ave SW Suite 260,Calgary,AB,T2P 1H4,"LESS THAN $500,000",4-Jan,Y,Unknown,46571246,,
72308,Sukiyaki House,KWONG,ANNA,MS,F,OWNER,$$$,53,Japanese,(403) 263-3003,"['130-207 9 Avenue SW', 'Calgary, AB T2P 1K3', 'Canada']",130-207 9 Ave SW,Calgary,AB,T2P 1K3,$1-2.5 MILLION,20-49,N,Chinese,25642869,,
72309,KABUKU,INOUE,HIRO,MR,M,MANAGER,$$$,66,Japanese,(403) 237-8884,"['103-414  3rd Street SW', 'Calgary, AB T2P 1R2', 'Canada']",103-414 3 St SW,Calgary,AB,T2P 1R2,$1-2.5 MILLION,20-49,N,Japanese,38249298,,
72310,Sushi Party,,,,,,$,6,Japanese,(587) 969-8399,"['202 6 Avenue SW', 'Calgary, AB T2P 2R9', 'Canada']",202 6 Avenue SW,Calgary,AB,T2P 2R9,,,,,NA,,
72311,Goro + Gun,,,,,,$$,111,Japanese,(403) 237-5596,"['225 7 Ave SW', 'Site 245', 'Calgary, AB T2P 2W3', 'Canada']",225 7 Ave SW Suite 245,Calgary,AB,T2P 2W3,"LESS THAN $500,000",9-May,N,Unknown,440611347,,
72312,Koto Sushi Lounge,WUANG,TIM,MR,M,OWNER,$$,69,Japanese,(403) 457-2898,"['435 4 Avenue SW', 'Calgary, AB T2P 3A8', 'Canada']",435 4 Avenue SW,Calgary,AB,T2P 3A8,"$500,000-1 MILLION",19-Oct,N,Unknown,61144531,,
72313,Ginger Beef Express,WONG,SELINA,MS,F,SITE MANAGER,null,1,Chinese,(403) 266-8836,"['212-420 2nd Street SW', 'Calgary, AB T2P 3K4', 'Canada']",212-420 2 St SW,Calgary,AB,T2P 3K4,"$500,000-1 MILLION",19-Oct,N,Chinese,31056864,,Y
72314,Noodle & Grill House,,,,,,null,4,Chinese,(403) 456-6925,"['734 7 Avenue SW', 'Calgary, AB T2P 3P8', 'Canada']",734 7 Avenue SW,Calgary,AB,T2P 3P8,,,,,NA,,
72315,Apple Eatery,KWONG,ARTHUR,MR,M,OWNER,$,4,Chinese,(403) 265-9789,"['777 8 Avenue SW', 'Calgary, AB T2P 3R5', 'Canada']",777 8 Avenue SW,Calgary,AB,T2P 3R5,"LESS THAN $500,000",9-May,Y,Chinese,10603470,,
72316,Omi Japanese Food,WEI,MIAONA,MS,F,DIRECTOR,$,7,Japanese,(403) 264-0930,"['235-150 6 Avenue SW', 'Calgary, AB T2P 3Y7', 'Canada']",235-150 6 Ave SW,Calgary,AB,T2P 3Y7,"LESS THAN $500,000",9-May,N,Chinese,11249844,,
72317,Miyako Sushi Express,,,,,,null,3,Japanese,() ,"['250-150 6 Avenue SW', 'Calgary, AB T2P 3Y6', 'Canada']",250-150 6 Ave SW,Calgary,AB,T2P 3Y7,"LESS THAN $500,000",9-May,N,Unknown,58014366,,
72318,Bento Sushi,,,,,,null,1,Japanese,(403) 234-7272,"['315 8 Avenue SW', 'Suite 308', 'Calgary, AB T2P 4J7', 'Canada']",315 8 Ave SW Suite 308,Calgary,AB,T2P 4K1,,,,,NA,,
72319,Manchu Wok,TUAN,MILLER,MR,M,SITE MANAGER,null,2,Chinese,(403) 265-8248,"['715 - 3rd Street SW', 'Unit 416', 'Calgary, AB T2P 4K8', 'Canada']","715 - 3rd Street Sw, Unit 416",Calgary,AB,T2P 4K8,"LESS THAN $500,000",4-Jan,N,Chinese,36920940,,Y
72320,Koya Japan,,,,,,null,10,Japanese,(403) 508-3388,"['751-3rd Street SW', 'Calgary, AB T2P 4K8', 'Canada']",751-3rd Street SW,Calgary,AB,T2P 4K8,"LESS THAN $500,000",9-May,N,Unknown,63737639,,Y
72322,Sumo Lounge,GUONG,AMY,MS,F,OWNER,$$,48,Japanese,(403) 290-1433,"['200 Barclay Parade SW', 'Ste 136', 'Calgary, AB T2P 4R5', 'Canada']",200 Barclay Parade SW Ste 136,Calgary,AB,T2P 4R5,$1-2.5 MILLION,20-49,N,Filipino (Philippine),40251753,,
