,,Total ARR,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,Comments,,,,
R85367,FT,0,0,0,0,0,0,653,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,653,0,0,0,0,0,0,,,,,R85361,R85361
R85368,FT,0,0,0,0,0,0,"21,054","20,213","17,880","19,114","19,212","19,615","17,891","-1,724",2%,,,0,0,0,0,0,0,"21,054","20,213","17,880","19,114","19,212","19,615","17,891",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85362,R85362
R85369,FT,0,0,0,0,0,0,"17,530","14,415","14,099",0,"14,316","11,751","11,552",-199,-18%,,,0,0,0,0,0,0,"17,530","14,415","14,099",0,"14,316","11,751","11,552",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85363,R85363
R85371,FT,0,0,0,0,0,0,"15,706","21,573","20,522","17,692","13,749","18,876","23,440","4,564",37%,,,0,0,0,0,0,0,"14,455","17,505","17,978","15,581","12,301","16,906","21,025",,0,0,0,0,0,0,"1,251","2,667","1,581","1,497",965,"1,309","2,274",,0,0,0,0,0,0,0,"1,401",963,614,483,661,141,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85365,R85365
R85372,FT,0,0,0,0,0,0,"39,655","37,146","32,427","36,326","34,057","1,116",0,"-1,116",-97%,,,0,0,0,0,0,0,"39,655","37,146","32,427","36,326","34,057","1,116",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85366,R85366
R85373,PT,0,0,0,0,0,0,"5,137",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,"5,137",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85367,R85367
R85375,PT,0,0,0,0,0,0,959,"2,869","2,400",0,0,0,0,0,,,,0,0,0,0,0,0,0,"2,400","2,400",0,0,0,0,,0,0,0,0,0,0,959,469,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85368,R85368
R85376,PT,0,0,0,0,0,0,"31,623","30,376","24,675","28,687","26,764","10,263","7,871","-2,392",-62%,,,0,0,0,0,0,0,"31,623","30,376","24,675","28,687","26,764","10,263","7,871",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85369,R85369
R85377,FT,0,0,0,0,0,0,"26,807","21,926","24,361",244,0,0,0,0,,,,0,0,0,0,0,0,"26,807","21,926","24,361",244,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Reputational Damage,R85371,R85371
R85378,PT,0,0,0,0,0,0,"22,016","25,823","21,000","22,963",586,648,648,0,11%,,,0,0,0,0,0,0,"22,016","25,823","21,000","22,963",586,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Agent Issue,R85372,R85372
R85379,PT,0,0,0,0,0,0,"16,200","15,041","13,478","15,028","14,613","13,586","13,732",146,-7%,,,0,0,0,0,0,0,"16,200","15,041","13,295","14,845","14,613","13,586","13,732",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,0,0,0,,,,,R85373,R85373
R85381,FT,0,0,0,0,0,0,"36,652","34,124","30,993","35,404","35,660","36,283","32,813","-3,470",2%,,,0,0,0,0,0,0,"36,652","34,124","30,993","35,404","35,660","36,283","32,813",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85375,R85375
R85383,FT,0,0,0,0,0,0,"19,759","19,100","3,729",0,0,0,0,0,,,,0,0,0,0,0,0,"19,759","19,100","3,546",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,0,0,0,0,,,,,R85376,R85376
R85385,FT,0,0,0,0,0,0,"49,288",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,"48,740",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,548,0,0,0,0,0,0,,,,,R85377,R85377
R85386,PT,0,0,0,0,0,0,"21,055","24,502","19,753","21,353","22,154","20,570","17,887","-2,683",-7%,,,0,0,0,0,0,0,"20,964","24,411","19,479","21,079","21,880","20,294","17,611",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,91,91,274,274,274,276,276,,,,,R85378,R85378
R85387,FT,0,0,0,0,0,0,"25,587","24,570","24,976","25,694","21,745","22,727","22,473",-254,5%,,,0,0,0,0,0,0,"23,748","22,846","22,877","23,911","20,060","21,054","20,984",,0,0,0,0,0,0,"1,839","1,724","2,099","1,783","1,685","1,673","1,489",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85379,R85379
R85388,PT,0,0,0,0,0,0,"6,931","7,207","2,400","2,400",0,0,0,0,,,,0,0,0,0,0,0,"6,931","7,207","2,400","2,400",653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"on April, client mentioned business is slow and has sufficient staff so he wants to return our equipment. ",Decision: make ARR 0 ,R85381,R85381
R85389,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85383,R85383
R85391,FT,0,0,0,0,0,0,"25,514","22,648","27,611","23,686","20,663","17,847","14,577","-3,270",-14%,,,0,0,0,0,0,0,"25,514","22,648","21,343","19,738","16,676","15,209","14,393",,0,0,0,0,0,0,0,0,"3,802","2,457","1,981","2,099",0,,0,0,0,0,0,0,0,0,"2,466","1,491","2,006",539,184,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85385,R85385
R85392,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85386,R85386
R85393,FT,0,0,0,0,0,0,"20,589","17,893","21,285","20,587","18,522","18,970","21,464","2,494",2%,,,0,0,0,0,0,0,"20,589","17,893","21,285","20,587","18,522","18,970","21,464",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85387,R85387
R85395,FT,0,0,0,0,0,0,"22,172","22,267","23,406","22,379","22,897","23,203","24,160",957,1%,,,0,0,0,0,0,0,"22,172","22,267","23,406","22,379","22,897","23,203","24,160",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85388,R85388
R85396,PT,0,0,0,0,0,0,"7,602","2,400","2,400","2,400",663,600,600,0,-10%,,,0,0,0,0,0,0,"7,602","2,400","2,400","2,400",663,600,600,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"on April, client mention biz is slow, wants to suspend, CSM move this client to PTSN, and client is paying fee",,R85389,R85389
R85397,FT,0,0,0,0,0,0,"9,924","11,925","9,746",183,836,828,828,0,-1%,,,0,0,0,0,0,0,"9,762","11,162","8,859",0,653,648,648,,0,0,0,0,0,0,162,763,704,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,,,,,R85391,R85391
R85399,FT,0,0,0,0,0,0,"38,904","37,053","36,130","48,786","44,500","47,996","35,899","-12,097",8%,,,0,0,0,0,0,0,"38,904","37,053","36,130","48,786","44,500","47,996","35,899",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85392,R85392
R85501,FT,0,0,0,0,0,0,"31,725","31,417","33,165","29,070","29,173","24,597","24,481",-116,-16%,,,0,0,0,0,0,0,"31,725","31,417","33,165","29,070","29,173","24,597","24,481",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85393,R85393
R85502,PT,0,0,0,0,0,0,0,"2,400",183,183,183,180,180,0,-1%,,,0,0,0,0,0,0,0,"2,400",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,,,,,R85395,R85395
R85503,FT,0,0,0,0,0,0,"13,508","14,634","12,647","11,035","11,307","11,178","13,779","2,601",-1%,,,0,0,0,0,0,0,"13,508","14,634","12,647","11,035","11,307","11,178","13,779",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85396,R85396
R85505,FT,0,0,0,0,0,0,"15,149","15,216","13,414","19,324","22,195","22,490","13,988","-8,502",1%,,,0,0,0,0,0,0,"15,149","15,216","13,231","19,141","22,012","22,490","13,988",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,0,0,,,,,R85397,R85397
R85506,FT,0,0,0,0,0,0,"15,100","16,025","14,211","18,281","18,728","22,284","17,815","-4,469",19%,,,0,0,0,0,0,0,"15,100","16,025","14,211","18,281","18,728","22,284","17,815",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85399,R85399
R85507,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85501,R85501
R85508,FT,0,0,0,0,0,0,"39,604","34,902","36,025","35,204","33,703","33,769",233,"-33,536",0%,,,0,0,0,0,0,0,"39,604","34,902","36,025","35,204","33,703","33,769",233,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85502,R85502
R85509,FT,0,0,0,0,0,0,"31,600","31,022","31,639","29,724","29,808","31,643","29,876","-1,767",6%,,,0,0,0,0,0,0,"31,600","31,022","31,639","29,724","29,808","31,643","29,876",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85503,R85503
R85511,FT,0,0,0,0,0,0,"18,864","20,414","26,324",327,327,0,0,0,-100%,,,0,0,0,0,0,0,"18,864","20,414","26,141",327,327,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,0,0,0,0,,,,,R85505,R85505
R85513,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85506,R85506
R85515,FT,0,0,0,0,0,0,"21,759","2,826",0,0,0,0,0,0,,,,0,0,0,0,0,0,"21,759","2,826",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85507,R85507
R85516,FT,0,0,0,0,0,0,"7,273",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,"7,273",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85508,R85508
R85518,FT,0,0,0,0,0,0,"13,927","13,118","15,207",0,653,648,648,0,-1%,,,0,0,0,0,0,0,"13,927","13,118","15,207",0,653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85509,R85509
R85519,FT,0,0,0,0,0,0,"58,766","44,539","31,358","31,182","48,786","39,010","25,730","-13,280",-20%,,,0,0,0,0,0,0,"54,202","40,843","28,564","28,514","45,510","34,394","23,900",,0,0,0,0,0,0,"4,564","3,696","2,794","2,668","3,276","4,616","1,830",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85511,R85511
R85521,FT,0,0,0,0,0,0,"23,096","25,484","22,989","21,556","24,021","23,845","25,340","1,495",-1%,,,0,0,0,0,0,0,"23,096","25,484","22,989","21,556","24,021","23,845","25,340",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85513,R85513
R85522,FT,0,0,0,0,0,0,"5,003","5,322",0,0,0,0,0,0,,,,0,0,0,0,0,0,"5,003","5,322",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85515,R85515
R85523,FT,0,0,0,0,0,0,"22,281","21,289","27,571","19,490","21,223","19,819","18,448","-1,371",-7%,,,0,0,0,0,0,0,"22,281","21,289","27,571","19,490","21,223","19,819","18,448",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85516,R85516
R85525,PT,0,0,0,0,0,0,"13,605","15,040","13,766","15,100","12,925","15,565","14,647",-918,20%,,,0,0,0,0,0,0,"13,605","15,040","13,675","15,009","12,834","15,469","14,551",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,91,96,96,,,,,R85518,R85518
R85526,FT,0,0,0,0,0,0,"29,265","23,015","22,916","19,888","16,984","14,448","16,966","2,518",-15%,,,0,0,0,0,0,0,"29,082","22,832","22,551","19,888","16,984","14,448","16,966",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,183,183,365,0,0,0,0,,,,,R85519,R85519
R85527,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85521,R85521
R85528,PT,0,0,0,0,0,0,"9,038","2,400",0,0,0,0,0,0,,,,0,0,0,0,0,0,"9,038","2,400",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85522,R85522
R85529,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85523,R85523
R85531,FT,0,0,0,0,0,0,"12,705","4,327","13,911","15,520","13,198","15,384","12,750","-2,634",17%,,,0,0,0,0,0,0,"12,705","4,327","13,911","15,520","13,198","15,384","12,746",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85525,R85525
R85532,FT,0,0,0,0,0,0,0,0,"4,669","28,771","29,419","37,276","28,993","-8,283",27%,,,0,0,0,0,0,0,0,0,"4,669","28,771","29,419","37,276","28,993",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85526,R85526
R85533,FT,0,0,0,0,0,0,"13,627","13,629","16,598","11,608","10,891","10,877","9,701","-1,176",0%,,,0,0,0,0,0,0,"13,627","13,629","16,598","11,608","10,891","10,877","9,701",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85527,R85527
R85536,FT,0,0,0,0,0,0,"4,452","4,636","5,903","5,632","6,682","4,310","5,620","1,310",-35%,,,0,0,0,0,0,0,"4,452","4,636","5,720","5,449","6,499","4,130","5,620",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,0,,,,,R85528,R85528
R85537,PT,0,0,0,0,0,0,0,0,"13,411","6,785","3,686",420,0,-420,-89%,,,0,0,0,0,0,0,0,0,"13,411","6,785","3,595",324,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,0,,,,,R85529,R85529
R85538,FT,0,0,0,0,0,0,"22,908","10,316","13,720","16,797","23,238","12,486","13,181",695,-46%,,,0,0,0,0,0,0,"19,728","8,938","12,257","15,132","21,021","10,750","12,097",,0,0,0,0,0,0,"3,180","1,378","1,463","1,665","2,217","1,736","1,084",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85531,R85531
R85539,FT,0,0,0,0,0,0,"28,163","31,657","28,591","30,462","32,512","30,961","32,108","1,147",-5%,,,0,0,0,0,0,0,"28,163","31,657","28,591","30,462","32,512","30,961","32,108",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85532,R85532
R85551,FT,0,0,0,0,0,0,"31,335","32,743","34,179","32,098","31,615","34,777","37,287","2,510",10%,,,0,0,0,0,0,0,"31,335","32,743","34,179","32,098","31,615","34,777","37,287",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85533,R85533
R85552,PT,0,0,0,0,0,0,"4,901","5,730","6,697","6,768","16,652","2,580","2,840",260,-85%,,,0,0,0,0,0,0,"4,901","5,730","6,514","6,585","16,469","2,400","2,660",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,,,,,R85536,R85536
R85553,FT,0,0,0,0,0,0,"29,004","36,448","34,269","35,522","32,488","33,893","32,532","-1,361",4%,,,0,0,0,0,0,0,"26,991","33,544","31,258","32,698","30,349","31,720","30,322",,0,0,0,0,0,0,"2,013","2,904","3,011","2,824","2,139","2,173","2,210",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85537,R85537
R85555,FT,0,0,0,0,0,0,"7,019","7,026","5,828","7,732","12,743","6,937","5,127","-1,810",-46%,,,0,0,0,0,0,0,"7,019","7,026","5,828","7,732","12,743","6,937","5,127",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85538,R85538
R85556,FT,0,0,0,0,0,0,"20,443","16,835","17,194",0,653,648,648,0,-1%,,,0,0,0,0,0,0,"20,443","16,835","17,194",0,653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Unable To Close New Owner,R85539,R85539
R85557,FT,0,0,0,0,0,0,"12,676","38,616","35,425","33,119","31,453","26,122","24,692","-1,430",-17%,,,0,0,0,0,0,0,"12,585","30,267","29,041","27,853","26,083","22,415","22,007",,0,0,0,0,0,0,0,"5,143","4,246","3,892","3,730","2,946","2,554",,0,0,0,0,0,0,0,"3,114","1,864","1,100","1,640",761,131,,0,0,0,0,0,0,91,91,274,274,0,0,0,,,,,R85551,R85551
R85558,FT,0,0,0,0,0,0,"18,740","18,204","19,036","18,354","21,493","18,567","16,150","-2,417",-14%,,,0,0,0,0,0,0,"18,740","18,204","18,560","17,919","21,044","18,296","15,892",,0,0,0,0,0,0,0,0,302,334,321,174,245,,0,0,0,0,0,0,0,0,174,101,128,97,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85552,R85552
R85559,PT,0,0,0,0,0,0,"18,687","19,804","12,604","21,294","21,701","19,431","12,923","-6,508",-10%,,,0,0,0,0,0,0,"18,687","19,804","12,604","21,294","21,701","19,431","12,923",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85553,R85553
R85561,PT,0,0,0,0,0,0,"2,160",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,"2,160",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85555,R85555
R85562,FT,0,0,0,0,0,0,"13,103","10,983","15,300","10,487","11,261","11,326","13,765","2,439",1%,,,0,0,0,0,0,0,"13,103","10,983","15,300","10,450","11,261","11,326","13,765",,0,0,0,0,0,0,0,0,0,34,0,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85556,R85556
R85563,FT,0,0,0,0,0,0,"16,621","15,609","20,217","13,233","14,107","15,193","13,749","-1,444",8%,,,0,0,0,0,0,0,"16,621","15,609","20,217","13,233","14,107","15,193","13,749",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85557,R85557
R85565,FT,0,0,0,0,0,0,"55,903","47,957","41,970","49,972","46,529","44,786","40,542","-4,244",-4%,,,0,0,0,0,0,0,"55,903","47,957","41,970","49,972","46,529","44,786","40,542",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85558,R85558
R85566,FT,0,0,0,0,0,0,"36,229","32,223","30,664","33,613","34,053","34,593","31,132","-3,461",2%,,,0,0,0,0,0,0,"31,860","28,280","27,091","29,360","30,184","31,069","27,949",,0,0,0,0,0,0,"4,369","3,943","3,573","4,253","3,869","3,524","3,183",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85559,R85559
R85567,FT,0,0,0,0,0,0,"12,288","14,439","15,196","14,506","15,630","16,177","16,526",349,3%,,,0,0,0,0,0,0,"12,288","14,439","15,196","14,506","15,630","16,177","16,526",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85561,R85561
R85568,FT,0,0,0,0,0,0,"18,714","20,843","24,072","17,212","18,609","16,388","17,501","1,113",-12%,,,0,0,0,0,0,0,"18,714","20,843","24,072","17,212","18,609","16,388","17,501",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85562,R85562
R85569,FT,0,0,0,0,0,0,"9,853","8,519","9,868","10,329","8,057","6,729","8,138","1,409",-16%,,,0,0,0,0,0,0,"9,853","8,519","9,685","10,146","7,874","6,549","7,958",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,183,183,183,180,180,,,,,R85563,R85563
R85571,FT,0,0,0,0,0,0,211,653,0,0,0,0,0,0,,,,0,0,0,0,0,0,211,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,653,0,0,0,0,0,,,,,R85565,R85565
R85572,FT,0,0,0,0,0,0,90,245,100,161,521,526,396,-130,1%,,,0,0,0,0,0,0,90,245,82,144,507,526,396,,0,0,0,0,0,0,0,0,8,14,8,0,0,,0,0,0,0,0,0,0,0,10,3,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85566,R85566
R85573,FT,0,0,0,0,0,0,"5,112",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,"4,465",0,0,0,0,0,0,,0,0,0,0,0,0,647,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85567,R85567
R85575,FT,0,0,0,0,0,0,"17,499","15,561","24,071","15,120","13,950","13,476","16,069","2,593",-3%,,,0,0,0,0,0,0,"17,499","15,561","24,071","15,120","13,950","13,476","16,069",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85568,R85568
R85576,FT,0,0,0,0,0,0,"9,688","10,689","6,997","20,961","41,577","33,050","35,168","2,118",-21%,,,0,0,0,0,0,0,"9,688","10,689","6,584","20,036","40,223","31,921","34,358",,0,0,0,0,0,0,0,0,340,704,960,638,721,,0,0,0,0,0,0,0,0,73,221,394,491,89,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85569,R85569
