Snowball Map,ID,Name,Business Type,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range
46238,deb0ef3c71a8faf3,Sushi Sapporo,Restaurant; Quick Service,1120 Findlay Blvd,Riverview,NB,E1B 0J6,Canada,,,,,,,,Korean; Japanese,$$
46239,e0b67836bfedaf26,Village Sushi Bar,Restaurant,13020 No 2 Rd,Richmond,BC,V7E 6S3,Canada,,,,,,,,Japanese,$
46240,de94cb58842b90d5,Menya Itto,Hotel/Resort; Restaurant,1479 Robson St,Vancouver,BC,V6G 1C1,Canada,,,,,,,,Japanese,$$
46241,de719f3a29c6ce2e,Truly Tasty,Restaurant,6210 Quinpool Rd,Halifax,NS,B3L 1A3,Canada,,,trulytastyhalifax@gmail.com,,,,trulytastyhalifax@gmail.com,Chinese,$
46242,da9c5b58f4af7bc1,Dim Sum House,Restaurant,451 Church St,Toronto,ON,M4Y 2C5,Canada,,,,,,,,Chinese,
46243,d86a668715ee6e22,Sushi Wara,Restaurant,6485 120 St,Delta,BC,V4E 3G3,Canada,Brian,K,,,,,,Japanese,$$
46244,d9ce7ddee3b70c09,Kinka Izakaya,Restaurant; Drinking Place,110 Harbour St,Toronto,ON,M5J 0B7,Canada,,,info@kinkaizakaya.com,,2010,,harbourfront@kinkaizakaya.com,Japanese,$
46245,d9f1b26930c545f4,Asian,Restaurant,310 Mountdale Ave,Thunder Bay,ON,P7E 6G8,Canada,,,,,,,eat@asianrestaurant.ca,Vietnamese; Chinese; Thai,$$
46246,da3f228409c3607f,Young Chow Garden Restaurant,Restaurant,918 Innisfil Beach Rd,Innisfil,ON,L9S 2C2,Canada,,,,,2004,,,Chinese,$$
46247,e8ba7173d0c2e04e,Hiro Sushi,Restaurant,2540 Shaughnessy St,Port Coquitlam,BC,V3C 3G2,Canada,,,,,,,,Japanese,$$
46248,ea00312c623a461e,YuSushi Takeaway,Food Court; Restaurant,670 HWY-7 E,Richmond Hill,ON,L4B 3P2,Canada,,,,,2017,,,Japanese,$
46249,e9fde0091019b918,Sushi Club,Restaurant,41 Charles St W,Toronto,ON,M4Y 2R4,Canada,,,sushiclub.customerservice@gmail.com,,,,sushiclub.customerservice@gmail.com,Japanese,$
46250,f4c164b234c9a815,Buffet Express,Restaurant,86 Main St,Fredericton,NB,E3A 1C5,Canada,,,frederictonbuffetexpress@gmail.com,,,,frederictonbuffetexpress@gmail.com,Chinese,$$
46251,f454f971f7fc9f90,Sushi & Noodle,Hotel/Resort; Restaurant,407 Alder Ave,100 Mile House,BC,V0K 2E0,Canada,,,,,,,,Japanese,$$$
46252,f4227ae97d08cd50,YoHakka!,Restaurant,105 21st St E,Saskatoon,SK,S7K 0B3,Canada,,,,,,,,Indian; Chinese,
46253,f10ec61fc8ead790,Sakana House,Restaurant,750 Big Bay Point Rd,Barrie,ON,L4M 4S6,Canada,Sam,C,,,2015,,sakanahouse@hotmail.com,Japanese,$$
46254,eb8d04ae4636cadb,The Spice Route Hakka Chinese,Restaurant,15 Gateway Blvd,Brampton,ON,L6T 0H4,Canada,,,,,,,,Indian; Chinese,
46255,f9194a79183f466f,Dim Sum Master Chinese Food Restaurant,Restaurant,310 Wale Rd,Colwood,BC,V9B 0J8,Canada,,,,,,,,Chinese,
46256,fa329a553536da81,Nolbu,Restaurant; Drinking Place,3 Elmhurst Ave,Toronto,ON,M2N 1R3,Canada,,,,,,,,Japanese,$$
46257,e890ba0b8aaa31ae,Wow grill & momo,Restaurant,9631 128 St,Surrey,BC,V3T 2X8,Canada,,,wowgrillmomo@gmail.com,,,,wowgrillmomo@gmail.com,Indian; Japanese; Chinese; Greek,$$
46258,ea79b40fb12b9811,SU&BU | 特惠套餐 (YG),Restaurant,45 Sheppard Ave E,Toronto,ON,M2N 5W9,Canada,,,,,,,,Mexican; Japanese,
46259,eb39f3d3439b7fe3,SY Farm Market,Restaurant,2438 E Hastings St,Vancouver,BC,V5K 1Z1,Canada,,,,,,,,Chinese,$
46260,f817fb18fff67e97,SweetHoney Dessert | 50% Meal Deals (North Rd),Restaurant,555 North Rd,Coquitlam,BC,V3J 1N8,Canada,,,,,,,,Japanese,$
46261,f7656d05ff5957cc,Warman Wok,Restaurant,104 5th Ave S,Warman,SK,S0K 0A1,Canada,,,warmanwok@gmail.com,,,,warmanwok@gmail.com,Chinese,$$
46262,f78d3b814ecb03af,Shake n Grill,Restaurant,965 Bovaird Dr W,Brampton,ON,L6X 5K7,Canada,,,,,,,,Indian; Chinese,$$
46263,e80b3a4c4a05a795,Hanabi Sushi (LD),Restaurant,2154 Richmond St,London,ON,N5X 4B8,Canada,,,,,,,,Japanese,
46264,ec1b4515773707fa,Hakka 77,Restaurant,165 E Beaver Creek Rd,Richmond Hill,ON,L4B 2N2,Canada,,,hakkaseventyseven@gmail.com,,,,hakkaseventyseven@gmail.com,Chinese,$$
46265,ed80573e0c84bc47,Daddy's Kitchen,Restaurant,2586 Commercial Dr,Vancouver,BC,V5N 4C2,Canada,,,,,,,,Japanese,$$
46266,ecc4607b19b15aa7,Sizzling Rice Express,Restaurant,2111 Main St,Penticton,BC,V2A 6W6,Canada,,,,,,,,Chinese,
46267,ec727ed66acb3c47,Dong Tai Xiang Shanghai Dim Sum,Restaurant,3250 Cambie St,Vancouver,BC,V5Z 2W4,Canada,,,,,1920,,,Chinese,$$
46268,ec8469250dbdec10,B&A GARDEN,Restaurant,107 Wellington St W,Wellington North,ON,N0G 2L1,Canada,,,,,,,,Mandarin,
46269,f069c39324f31c3b,Aoyama Sushi Restaurant,Restaurant,2771 Victoria Park Ave,Toronto,ON,M1W 1A1,Canada,,,,,,,,Japanese,$$$
46270,f229e907d756ebfd,Caribbean Eatery,Restaurant,134 Lake St,St Catharines,ON,L2R 5Y1,Canada,,,,,,,,Creole; Caribbean; Cajun,$
46271,eef839ce3faeeaef,Hakka Chinese Kitchen,Restaurant,25 Base Line Rd W,London,ON,N6J 1V1,Canada,,,customerservice@hakkachinesekitchen.com,,,,customerservice@hakkachinesekitchen.com,Indian; Chinese,$
46272,f6df1fa283617dd1,Master Ming Spicy Hot Pot | 32% OFF (HM),Hotel/Resort; Restaurant,1686 Main St W,Hamilton,ON,L8S 0A2,Canada,,,info@mastermspicy.com,,,,,Chinese,
46273,f7165364a1b10dc5,Takoyaki6ix,Restaurant,160 Baldwin St,Toronto,ON,M5T 3K7,Canada,,,,,,,,Japanese,
46274,f3b9a647fbdfe252,Ramen Arashi,Hotel/Resort; Restaurant,1000 7 Ave,Canmore,AB,T1W 2S9,Canada,,,info@ramenarashicanmore.com,,,,ramenarashivictoria@gmail.com,Japanese,$$
46275,f3e6452112ab7ded,Riverside Restaurant,Restaurant,137 S Trent St,Quinte West,ON,K0K 2C0,Canada,Danny,Cheng,,,,,,Chinese; Thai,$
46276,f3387b1d4e000ac2,Blossom Sushi,Restaurant,1070 Rest Acres Rd,Brant,ON,N3L 0K6,Canada,,,,,,,,Japanese,
46277,f405109add7c4abd,Chicken Chemistry,Restaurant,5071 22 Ave SW,Edmonton,AB,T6X 2N4,Canada,,,,,,,info@chickenchemistry.ca,Chinese,
46278,f9db33c204bb65c4,Tiger Katsu and Sushi,Hotel/Resort; Restaurant,832 5 Ave SW,Calgary,AB,T2P 0N3,Canada,,,,,,,,Japanese,
46279,fce55afe4a9a175c,Little Alley (E 37th St/3rd Ave),Restaurant,550 3rd Ave,Prince George,BC,V2L 3C3,Canada,,,,,,,,Chinese,
46280,fcb906321ae23ca0,China Wok,Restaurant,4033 New St,Burlington,ON,L7L 1S8,Canada,,,,,,,,Chinese,$
46281,fae616de065b896b,Cafe N One,Restaurant,5600 Yonge St,Toronto,ON,M2N 5S2,Canada,,,,,,,,Japanese,
46282,fc1080edb6dedd6f,Beijing Legend,Restaurant,1800 Bank St,Ottawa,ON,K1V 0W3,Canada,Queena,Y,,,2010,,,Chinese,$$
46283,fa3d2a7dae72a92d,Hime Sushi,Restaurant,4490 W 10th Ave,Vancouver,BC,V6R 2H9,Canada,,,,,,,,Japanese,$$$
46284,ff2d07d4ebee11c5,Hong Yun Restaurant,Hotel/Resort; Restaurant,5169 South St,Halifax,NS,B3J 1A2,Canada,,,,,,,,Cantonese; Chinese,$$
46285,fc423343ab1785f6,Liang Crispy Rolls (Lougheed),Restaurant,555 Clarke Rd,Coquitlam,BC,V3J 3X4,Canada,,,,,,,,Chinese,
46286,ffb611d54a558ed8,Tobiko,Restaurant,67 Roncesvalles Ave,Toronto,ON,M6R 2K6,Canada,,,,,,,tobiko.sushi.to@gmail.com,Japanese,
46287,ff7b0d18b4a25d4c,Tanuki,Restaurant,3160 Steeles Ave E,Markham,ON,L3R 4G9,Canada,,,,,,,tanuki.restaurant@outlook.com,Japanese,$$
46288,0fc7a855c4fca8dc,Sings Restaurant,Hotel/Resort; Restaurant,408 Main St,Manning,AB,T0H 2M0,Canada,,,,,,,,Chinese,$$
46289,42ba37fb170b391b,Take One Chinese Cuisine,Restaurant,2030 Meadowgate Blvd,London,ON,N6M 1K1,Canada,,,,,,,huie_tang@hotmail.ca,Chinese,$$
46290,3f728e9fdc5d21d4,Kung Pao Wok,Restaurant,501 1 Ave S,Lethbridge,AB,T1J 4L9,Canada,,,,,,,,Chinese,$
46291,4153e9083c53dfeb,Cheelin Chinese&Korean BBQ,Restaurant,264 Bedford Hwy,Halifax,NS,B3M 2K7,Canada,,,,,,,,Chinese,
46292,420afdf41ab1e33b,Hakka Khazana,Restaurant,157 Wyandotte St W,Windsor,ON,N9A 5W8,Canada,,,everestconventioncentre250@gmail.com,,,,windsor@hakkakhazana.ca,Indian; Chinese,
46293,42969c6e5879a091,The Wakayama Ramen Bar,Restaurant,795 McGill Rd,Kamloops,BC,V2C 0B9,Canada,,,,,,,,Japanese,$$
46294,2fc87fb0fc305569,Icy Bar,Restaurant; Ice Cream Shop,3618 Kingsway,Vancouver,BC,V5R 5M2,Canada,,,,,,,,Chinese,$
46295,2d1d1fd9f9566987,You Like It Chinese Restaurant,Restaurant,301 Main St,Halifax,NS,B2X 1T4,Canada,,,,,,,,Japanese; Chinese; Thai,$$
46296,2e59f39c85fd8fb2,Sushi Kaji,Restaurant,860 The Queensway,Toronto,ON,M8Z 1N7,Canada,,,,,,,kaji@bellnet.ca,Japanese,$$$$
46297,31222eed1aea0f55,Yin's Port Dover,Restaurant,305 Main St,Norfolk,ON,N0A 1N0,Canada,,,dineatyins@gmail.com,,,,dineatyins@gmail.com,Chinese,$$$
46298,2e1dc71d8ee68879,Full House Restaurant,Restaurant,74 Old Placentia Rd,Mt Pearl,NL,A1N 5H5,Canada,,,,,,,,Chinese,$$
46299,2da235f0aa5ab985,Maple Garden Restaurant,Restaurant,181 White Earth St,Smoky Lake,AB,T0A 3C0,Canada,,,,,,,,Chinese,
46300,275ca874c9979cd8,Wabukuro,Restaurant,660 Abbott St,Vancouver,BC,V6B 0E1,Canada,,,,,,,info@wabukuro.com,Japanese,
46301,2827ef0a76e0cab9,Dagu Rice Noodle,Restaurant,20 Gibson Dr,Markham,ON,L3R 0M7,Canada,,,daguricenoodle@gmail.com,,2017,,daguricenoodle@gmail.com,Chinese,$$
46302,2b39fe89b3e957d3,Nam Kitchen Express,Restaurant,9316 137 Ave NW,Edmonton,AB,T5E 6C2,Canada,,,,,,,,Chinese,$$
46303,2a5218cd81b90b91,The Willow,Restaurant,5899 Rama Rd,Ramara,ON,L3V 6H6,Canada,,,,,,,rama@gatewaycasinos.ca,Chinese,$$$
46304,3df56627a8cce36c,Momo Dumpling Express,Restaurant,156 The Queensway,Toronto,ON,M8Y 1J2,Canada,,,156momodumplingexpress@gmail.com,,2020,,156momodumplingexpress@gmail.com,Japanese,$
46305,3f13826392344c5a,Ha's Dim Sum Noodle House,Restaurant,870 Somerset St W,Ottawa,ON,K1R 6R7,Canada,,,,,,,,Chinese,$$
46306,3fa28f2533bd2a80,Xiang Yuan Qiao,Restaurant,4380 Hazelbridge Way,Richmond,BC,V6X 3V7,Canada,,,,,,,,Chinese,$$
46307,33e943f220ce44d5,Sushi Hama,Restaurant,12566 RR-50,Caledon,ON,L7E 1M7,Canada,,,v.linh.foundation@gmail.com,,,,v.linh.foundation@gmail.com,Japanese,$$
46308,343897bcea14b8b2,Yume Sushi,Restaurant,100 Marina Dr,Chestermere,AB,T1X 0A9,Canada,,,,,,,,Japanese,$$
46309,33c8cac9d2a53426,Volcano Sushi & Grill,Restaurant,1991 E Hastings St,Vancouver,BC,V5L 1T5,Canada,,,,,,,,Japanese,$$
46310,33469068a49741ac,YUKI SUSHI (Dufferin),Restaurant,3259 Dufferin St,Toronto,ON,M6A 2T2,Canada,,,,,,,,Japanese,$
46311,344be5e83ec10315,J & T Chinese restaurant,Restaurant,Wharf Way,Queen Charlotte,BC,V0T 1S0,Canada,,,,,,,,Chinese,
46312,34ad33652b414c5d,YiFang Fraser,Restaurant,6281 Fraser St,Vancouver,BC,V5W 3A2,Canada,,,,,,,,Korean; Japanese; Vietnamese; Chinese; Thai,
46313,34b1a40d1b7f7810,FuZen,Restaurant,132 Front St E,Toronto,ON,M5A 1E2,Canada,,,,,,,,Korean; Japanese,$$
46314,353de66e54620c93,Bento & Sushi,Restaurant; Golf/Country Club,4900 27th St,Vernon,BC,V1T 7G7,Canada,,,,,,,,Japanese,$$
46315,35f5ed939eaf5a85,Moonlight Restaurant,Hotel/Resort; Restaurant,210 Main St,Antigonish,NS,B2G 2B9,Canada,,,,,,,,Chinese,$$
46316,36c99c714fdac45f,Golden West Restaurant,Restaurant,4620 Bowness Rd NW,Calgary,AB,T3B 0B3,Canada,,,,,,,,Chinese,$$
46317,32c4812f4b31c438,Moon Wok Chinese Restaurant,Restaurant; Quick Service,755 Tranquille Rd,Kamloops,BC,V2B 3J3,Canada,,,,,,,,Chinese,$$
46318,36003878592bba0d,Ann's Donburi (Nepean),Restaurant,1400 Clyde Ave,Ottawa,ON,K2G 3J2,Canada,,,,,,,,Chinese,$$
46319,394fa7953e9197dd,Fortune Dragon,Restaurant,6085 Creditview Rd,Mississauga,ON,L5V 2A8,Canada,,,,,,,,Chinese,$
46320,3984a0622832d4b9,Lin's Restaurant,Hotel/Resort; Restaurant,106 Centre St,Cabri,SK,S0N 0J0,Canada,,,,,,,,Chinese,$
46321,388a0dc0540dd9b6,Keung's Restaurant,Restaurant,8380 Kennedy Rd,Markham,ON,L3R 0W4,Canada,,,keungsrestaurant@hotmail.com,,,,,Chinese,$$
46322,2cda569b0ffdeb1b,Film Cafe,Cafe; Restaurant,230 Augusta Ave,Toronto,ON,M5T 2L6,Canada,,,filmcafe230@gmail.com,,2014,,filmcafe230@gmail.com,Japanese,$$
46323,2fe316201b36a277,China House,Hotel/Resort; Restaurant,1540 Dufferin Ave,Chatham-Kent,ON,N8A 4Y8,Canada,,,,,,,,Chinese,$
46324,435b711b066c345b,Asuka Japanese Cuisine,Hotel/Resort; Restaurant,825 Talbot St,St Thomas,ON,N5P 1E4,Canada,,,,,,,,Japanese,$$
46325,432deb18921b73d4,Joy Sushi Bar,Restaurant,195 Henry St,Brantford,ON,N3S 5C9,Canada,,,,,,,,Japanese; Thai,$$
46326,45d4eb10a0ec5ff7,Pearl House Dining Lounge,Restaurant,1160 Beaverwood Rd,Ottawa,ON,K4M 1E2,Canada,,,,,,,,Chinese,$$
46327,4527031e0c8d1bf3,Kroran Uyghur Cuisine,Hotel/Resort; Restaurant,1515 Birchmount Rd,Toronto,ON,M1P 2G7,Canada,,,,,2017,,info@kroran.ca,Arabian; Turkish; Chinese,$$
46328,4468c932246945fb,Ikki Izakaya,Restaurant; Drinking Place,11931 Jasper Ave NW,Edmonton,AB,T5K 0P1,Canada,,,,,,,info@ikki.ca,Japanese,$$$
46329,147fa32c4e1102b9,Bourbon St Grill,Restaurant,6551 No 3 Rd,Richmond,BC,V6Y 2B6,Canada,,,,,,,,Chinese,$
46330,15620782eaa9ee78,Xiang Yuan Qiao,Restaurant,4311 Hazelbridge Way,Richmond,BC,V6X 3L7,Canada,,,,,,,,Chinese,$$
46331,1610cb2578e8f138,Yakisoba Corner,Restaurant,5728 75 St NW,Edmonton,AB,T6E 5X6,Canada,,,,,,,,Japanese,
46332,0af81415dcecfce7,MR. FISH,Restaurant,5321 Yonge St,Toronto,ON,M2N 5R4,Canada,,,,,,,,Chinese,$$
46333,0b55f2b18d948a97,Golden Pearl Restaurant,Restaurant,333 Brooksbank Ave,North Vancouver,BC,V7J 3S8,Canada,,,,,,,,Chinese,$$
46334,0c8521ce936e17e3,Golden Dragon Chinese Food,Restaurant,2 James St,Parry Sound,ON,P2A 1T2,Canada,,,,,,,,Chinese,
46335,0e50a788162c0fa9,Peking Duck (Ottawa),Hotel/Resort; Restaurant,90 George St,Ottawa,ON,K1N 0A8,Canada,,,,,,,,Japanese; Chinese,
46336,0cb0105f4b5eb5e0,Hing's,Restaurant,101 Matheson St S,Kenora,ON,P9N 1T9,Canada,,,,,,,,Chinese,$$
46337,0d13c6e471d45123,Phoenix Chinese Restaurant,Restaurant,4040 Creditview Rd,Mississauga,ON,L5C 3Y8,Canada,,,,,,,,Chinese,$
46338,132f639f7cada68e,Karim Indo Chinese Resturant,Hotel/Resort; Restaurant,1552 Victoria St,Prince George,BC,V2L 2L3,Canada,,,,,,,,Indian; Chinese,
46339,135b8f98b8b2d2b0,WOK IN,Restaurant,391 Lancaster Ave,Saint John,NB,E2M 2L3,Canada,Zhuobin,Z,,,,,wokin2143888@gmail.com,Chinese,$$
46340,1621e0d499ad95ce,Bao,Hotel/Resort; Restaurant,272 Spadina Ave,Toronto,ON,M5T 2E5,Canada,,,,,,,,Chinese,$
46341,153fc809b215539b,Ocean King Chinese Restaurant,Restaurant,1800 Main St,Winnipeg,MB,R2V 2A3,Canada,,,,,,,,Chinese,
46342,141e84f39082e493,Wakoya Sushi,Hotel/Resort; Restaurant,167 Osborne St,Winnipeg,MB,R3L 1Z2,Canada,,,,,,,,Korean; Japanese,$$
46343,15c3aa3ca30cf084,Donburi Japanese Cuisine,Restaurant,2335 162 Ave SW,Calgary,AB,T2Y 4S6,Canada,,,,,,,,Japanese,
46344,1dbfcfaf954c1570,House Of Fong Restaurant,Restaurant,52 Beckwith St,Carleton Place,ON,K7C 2T2,Canada,,,,,,,,Chinese,$$
46345,166182cba3f54cbc,Sizzling Wok,Restaurant,1320 Trans Canada Hwy W,Kamloops,BC,V1S 1J2,Canada,,,,,,,,Chinese,
46346,199abd8d9d052963,Lee Chen Asian Bistro,Restaurant,813 Yonge St,Toronto,ON,M4W 2G9,Canada,Ian,Spencer,ian.spencer@fourseasons.com,,,,ian.spencer@fourseasons.com,Chinese,$$
46347,1a5ddbdcd3e17887,Asian Wok,Restaurant,1100 Pembroke St E,Laurentian Valley,ON,K8A 6Y7,Canada,,,,,,,,Chinese,
46348,210bb0a26f038add,Sun Star Restaurant,Hotel/Resort; Restaurant,631 Lougheed Hwy,Coquitlam,BC,V3K 3S5,Canada,,,,,,,,Chinese,
46349,1f0b3206a9da66f9,Wok Inn 3,Restaurant,1818 Byland Rd,West Kelowna,BC,V1Z 1A9,Canada,,,,,,,,Chinese,$
46350,1c9b45cca2c627bf,Joy Inn Restaurant & Tavern,Restaurant,74 Ottawa St N,Hamilton,ON,L8H 3Z1,Canada,,,,,,,,Chinese,$$
46351,1d75372cc2f80329,Kenji Sushi Restaurant,Restaurant,2118 King Rd,King,ON,L7B 1L1,Canada,,,,,,,,Japanese,
46352,1d8daa4a5d450c9e,Shudaxia Hotpot,Restaurant,165 E Beaver Creek Rd,Richmond Hill,ON,L4B 2N2,Canada,,,,,,,,Chinese,
46353,1f220f2b894695fa,Fried A Chicken,Restaurant,9390 Woodbine Ave,Markham,ON,L6C 0M5,Canada,,,,,,,,Chinese,$
46354,20c5641058abd387,Sushi Raku,Restaurant,239 Idylwyld Dr,Saskatoon,SK,S7M 1L6,Canada,Jason,S,,,2018,,sushirakucanada@gmail.com,Japanese,$$
46355,20dfc10b34d98085,The Flying Fish,Restaurant,324 HWY-7,Richmond Hill,ON,L4B 1A6,Canada,,,theflyingfish.canada@gmail.com,,,,theflyingfish.canada@gmail.com,Japanese; Spanish,$$
46356,342199e9e1b90821,Kerala Kitchen,Restaurant,9400 120 St,Surrey,BC,V3V 4B9,Canada,,,,,,,info@keralakitchen.ca,Indian; Chinese,$$$$
46357,339fb967315e2cb4,Hockey Sushi,Restaurant,1102 Centre St,Vaughan,ON,L4J 3M8,Canada,,,thornhill@hockeysushi.com,,,,,Japanese,$$
46358,35c09e4a775e637b,Fortune Seafood Restaurant,Restaurant,3833 Midland Ave,Toronto,ON,M1V 5L6,Canada,,,,,,,,Chinese,$$
46359,2c86eefdf177d074,SUSHI HON,Restaurant,70 Hurontario St,Collingwood,ON,L9Y 2L6,Canada,Ian,Choi,,,,,thesushihon@gmail.com,Japanese,$$
46360,2c9d8f35d6ad999c,Miss Fu in Chengdu,Restaurant,5441 Yonge St,Toronto,ON,M2N 5S1,Canada,,,,,,,,Chinese,$
46361,3846fe1723f1a75f,Tapas on Oak,Restaurant,2006 Oak Bay Ave,Oak Bay,BC,V8R 1E4,Canada,,,,,,,,Mexican; Japanese,
46362,361b576b96328dbb,Panda Island Chinese Cuisine,Restaurant,1950 Oak Bay Ave,Victoria,BC,V8R 1C9,Canada,,,pandaislandchinesecuisine@gmail.com,,,,pandaislandchinesecuisine@gmail.com,Chinese,
46363,3b198b6daa909dd9,Yummy Chongqing,Restaurant,160 University Ave W,Waterloo,ON,N2L 3E9,Canada,,,,,,,,Cantonese; Chinese,
46364,3a01be2e1d5798ba,98 LA LA Noodle Quick Delivery,Restaurant,179 George St,Ottawa,ON,K1N 1J8,Canada,,,,,,,,Chinese,$$
46365,3b3a70496e007741,Mi Duo Duo Yu Tang Mi Xian MIDUODUO,Restaurant,1571 Sandhurst Cir,Toronto,ON,M1V 1V2,Canada,,,,,,,,Chinese,
46366,3c92561525ce71a0,New Garden Restaurant,Restaurant,83 West St,Corner Brook,NL,A2H 2Y6,Canada,,,,,,,,Chinese,
46367,3af49d8c4eace0ed,Pho Japolo,Restaurant,3355 North Rd,Burnaby,BC,V3J 7T9,Canada,,,,,,,,Japanese; Vietnamese,$$
46368,3b34206430f83eb3,Family Wok,Restaurant,21 Simcoe St N,Oshawa,ON,L1G 4R7,Canada,,,sales@gostar.pro,,,,sales@gostar.pro,Chinese,$
46369,3bbcfa891fd5f259,Hanabi Sushi,Restaurant,2155 Richmond St,London,ON,N6G 3V9,Canada,,,,,,,,Japanese,
46370,481f452e4f908aa0,Friendly Restaurant,Hotel/Resort; Restaurant; Quick Service,8 Kent St W,Kawartha Lakes,ON,K9V 2Y1,Canada,,,,,,,,Chinese,$$
46371,49942898af4958c6,Schezwan Kitchen,Restaurant,3041 Dougall Ave,Windsor,ON,N9E 1S3,Canada,,,,,,,,Szechuan,$$
46372,44e11d88e1d5eb74,Roll N Bowl,Restaurant,1157 Ellesmere Rd,Toronto,ON,M1P 2X6,Canada,,,,,,,,Korean; Japanese,$$
46373,45172d0b2232c325,Hataru Japanese Restaurant,Restaurant,11968 207 St,Maple Ridge,BC,V2X 1X7,Canada,,,,,,,,Japanese,
46374,446b4013cc18a4c6,Red Lotus,Restaurant,1177 Central Pkwy W,Mississauga,ON,L5C 4P3,Canada,,,,,,,,Chinese,$$
46375,4893fe8fb64350bb,Hon's Wonton House,Hotel/Resort; Restaurant,25 E 2nd Ave,Vancouver,BC,V5T 1B3,Canada,,,bc01@honswontonhouse.com,,,,bc02@honswontonhouse.com,Chinese,$
46376,4b8a68da1c0cdaf2,Yunshang Rice Noodle House,Restaurant,8100 Ackroyd Rd,Richmond,BC,V6X 3K2,Canada,,,,,,,,Chinese,$
46377,4bba3135544d6ad7,Bon Sushi,Restaurant,201 Portage Ave,Winnipeg,MB,R3B 3K6,Canada,,,,,,,,Japanese,
46378,4b8167f00090c9d3,Ji Paaji Bar & Chill,Restaurant,90 Eastern Ave,Brampton,ON,L6W 0B6,Canada,,,,,,,info@jipaaji.ca,Indian; Chinese,
46379,4a210df8190d3c59,Moon Tong,Restaurant,3650 Hammonds Plains Rd,Halifax,NS,B3Z 4R3,Canada,,,,,,,,Chinese,$$
46380,45f8e7915e3f4017,Bhai's Indian Canteen,Restaurant,115 York Blvd,Richmond Hill,ON,L4B 3B4,Canada,,,,,2016,,info@bhais.ca,Indian; American; Chinese,$$
46381,4ab5eff2df44ad26,The Chinese Block | 50% OFF Specials (YG),Restaurant,6080 Yonge St,Toronto,ON,M2M 3W6,Canada,,,,,,,,Chinese,
46382,18a2516c744e59a5,Golden Wok,Restaurant,355 Wellington St,London,ON,N6A 3N7,Canada,,,,,,,,Chinese,
46383,19199de9764a2525,TimKee Kitchen,Restaurant,2365 Burrard St,Vancouver,BC,V6J 3J2,Canada,,,,,,,,American; Chinese,$$
46384,19645d60a0c1192d,Tasty House Chinese & Japanese Noodle Restaurant | 免7KM运费,Hotel/Resort; Restaurant,11113 87 Ave NW,Edmonton,AB,T6G 0X8,Canada,,,,,,,info@tastyhouse.ca,Japanese; Chinese,
46385,189e91fb437700f6,Sushi Kan,Restaurant,1280 Baseline Rd,Ottawa,ON,K2C 0A9,Canada,,,,,,,,Korean; Japanese,$$
46386,187d320b4ab0727c,Joy Ho Chinese Foods,Restaurant; Quick Service,6723 118 Ave NW,Edmonton,AB,T5B 0P2,Canada,,,info@joyhochinesefood.com,,,,info@joyhochinesefood.com,Chinese,$
46387,1bdd013a548ae42e,Sushi Pick,Restaurant,108 Garment St,Kitchener,ON,N2G 0E2,Canada,,,,,,,,Korean; Japanese,
46388,1cbbbd641e5f4bdc,Kin Son Japanese Restaurant,Restaurant,5 Eden Pl,Toronto,ON,M5T 2S2,Canada,,,,,,,,Japanese; Vietnamese,
46389,618ca286548dd290,Magic Fusion Cuisine,Restaurant,3255 HWY-7,Markham,ON,L3R 3P9,Canada,,,,,,,,Cantonese; Chinese,$
46390,5b6af361e179ef0f,Sushi For You,Restaurant,6465 Millcreek Dr,Mississauga,ON,L5N 5R3,Canada,,,,,,,,Japanese,$
46391,5b6b7584ffb98171,Bombay Chopsticks,Restaurant,127 Queen St S,Mississauga,ON,L5M 1K9,Canada,,,info@bombaychopsticks.com,,,,info@bombaychopsticks.com,Chinese,$$
46392,5b4b08fa7fabe751,Koi Sakana Ramen,Restaurant,735 Markland St,Markham,ON,L6C 0G6,Canada,,,info@koisakanaramen.com,,,,info@koisakanaramen.com,Japanese,$$
46393,6b770ff79e818322,Hunan Restaurant (DT),Hotel/Resort; Restaurant,474 Yonge St,Toronto,ON,M4Y 1X5,Canada,,,,,,,,Chinese,$
46394,6b621c4946709aba,SH91,Restaurant,1026 Blanshard St,Victoria,BC,V8W 2H5,Canada,,,info@parteacanada.com,,,,,Taiwanese,$
46395,68d7e57944e47dba,BBT (W),Restaurant,465 Phillip St,Waterloo,ON,N2L 6C7,Canada,,,,,,,,Chinese,
46396,6789ac519fc81b38,Dong Seng Chinese Food Take Out,Restaurant,1204 Chemin Ste Marie,Russell,ON,K0A 1W0,Canada,,,dongsengrestaurant@gmail.com,,,,dongsengrestaurant@gmail.com,Chinese,$$
46397,67d134ef2ab8dc32,Uncle Four Skewers,Hotel/Resort; Restaurant,3499 Kingsway,Vancouver,BC,V5R 5L5,Canada,,,,,,,,Chinese,$$
46398,6c7d62b958100a0c,Ji Shang Malatang Hot Pot (maratang),Restaurant,4662 Hastings St,Burnaby,BC,V5C 2K5,Canada,,,,,,,,Chinese,
46399,78cf73640d9eed2d,Meal Set Bistro,Restaurant,612 Academy Rd,Winnipeg,MB,R3N 0E6,Canada,,,mealsetgo204@gmail.com,,,,mealsetgo204@gmail.com,Japanese,$$
