,Snowball Map,Restaurant Name,Address,City,Zipcode,State,Country,Phone Number(s),Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
21634,75642,Lucky Wok,5910 Middlebelt Rd,Garden City,48135,MI,US,8479669798.0,8479669698.0,,,,,,,
21635,75643,Dragon King,131-23 Rockaway Blvd,Jamaica,11420,NY,US,8188877682.0,3233042508.0,8188871327.0,8189839966.0,6269887872,8188871327.0,,,
21636,75644,Uncle Chen's Hot Wok,1908 N Main St,Crown Point,46307,IN,US,2196623828.0,2196623829.0,,,,,,,
21637,75645,Teriyaki Express (9313382753/Rivergate mall food court),1000 Rivergate Pkwy,Goodlettsville,37072,TN,US,6157564249.0,,,,,,,,
21638,75646,Kung Fu Cafe,2902 Broadway St,Anderson,46012,IN,US,7653930849.0,3127227770.0,,,,,,,
21639,75647,Great China Restaurant,1632 S State St,Orem,84097,UT,US,8012242238.0,,,,,,,,
21640,75648,Hong Kong Gourmet,1215 Annapolis Rd #109,Odenton,21113,MD,US,4106723970.0,4432303176.0,6463275290.0,6462860378.0,,,,,
21641,75649,Great Wall Chinese Restaurant,138 Morton Ave,Folsom,19033,PA,US,6102598398.0,2159398381.0,6102599898.0,6102023053.0,6469259688,6109699781.0,,,
21642,75650,Tokyo Express,2816 Sunset Ave,Rocky Mount,27804,NC,US,3474750510.0,7184080466.0,6466340018.0,,,,,,
21643,75651,King Jade 2,78 Worcester St,North Grafton,1536,MA,US,5088398868.0,5088398816.0,,,,,,,
21644,75652,Fusion kitchen,2801 S 50th St,Tampa,33619,FL,US,5104793784.0,4158605667.0,,,,,,,
21645,75653,Koi Asian Cuisine Koi Sushi & Hibachi,8350 E 96th St,Fishers,46037,IN,US,3175372449.0,3175372471.0,7189749287.0,,,,,,
21646,75654,湘園 Hunan Garden,10450 Medlock Bridge Rd Suite 102,Johns Creek,30097,GA,US,7706740980.0,,,,,,,,
21647,75655,Asaka,31208 Palos Verdes Dr W,Rancho Palos Verdes,90275,CA,US,3103775999.0,,,,,,,,
21648,75656,18 Wok Chinese Restaurant,6616 Dalby Dr #130,Colorado Springs,80923,CO,US,7198846940.0,7198846941.0,,,,,,,
21649,75657,Cheesy Hub,7620 German Hill Rd,Dundalk,21222,MD,US,4433998364.0,4102820902.0,,,,,,,
21650,75658,Pezzo Pezzo,1614 Cecil B. Moore Ave,Philadelphia,19121,PA,US,2152367299.0,,,,,,,,
21651,75659,HIBACHI BENTO,3391 Cleveland Ave,Columbus,43224,OH,US,6145496230.0,,,,,,,,
21652,75660,Not Just Noodle,32705 John R Rd,Madison Heights,48071,MI,US,2489653921.0,,,,,,,,
21653,75661,Taisan Huakee Restaurant Dong Bei Mama,4737 Geary Blvd,San Francisco,94118,CA,US,4152214278.0,4158122189.0,,,,,,,
21654,75662,Panda Wok Restaurant Panda Chinese Restaurant,3301 J Hampton Hwy,Yorktown,23693,VA,US,7578652300.0,9176604742.0,6468810860.0,7182193920.0,7186662145,,,,
21655,75663,Sake House Japanese Bistro(800 Ocala Rd #370),800 Ocala Rd #370,Tallahassee,32304,FL,US,8505755458.0,8504598889.0,9175188891.0,,,,,,
21656,75664,China Express S & H INC China Express,123 W Northside Dr,Jackson,39206,MS,US,6013458484.0,,,,,,,,
21657,75665,Sakura 6,837 Manhattan Ave,Brooklyn,11222,NY,US,7183497888.0,7188206666.0,7734179059.0,,,,,,
21658,75666,Taste of China(1783 Lakewood Ranch Blvd),1783 Lakewood Ranch Blvd,Bradenton,34211,FL,US,9417508833.0,,,,,,,,
21659,75667,Hong Kong Chinese Restaurant,931 Garden City Con,Murrells Inlet,29576,SC,US,3525965968.0,9178339998.0,3525968660.0,9179229288.0,6469571288,3525491822.0,,,
21660,75668,China Fusion- Vista Way,2530 Vista Way,Oceanside,92054,CA,US,7602838888.0,7609674113.0,,,,,,,
21661,75669,Sushi Lin Japanese Restaurant,1295 W Duval Mine Rd STE 151,Green Valley,85614,AZ,US,5206251116.0,5202625981.0,5205619877.0,,,,,,
21662,75670,New Asian Fusion,2100 S Gilbert Rd Suite 10,Chandler,85286,AZ,US,4808991889.0,4806122812.0,,,,,,,
21663,75671,Yuki Hana Restaurant Yuki Hana,3628 Brigantine Blvd #1026,Brigantine,8203,NJ,US,6092667608.0,6092669900.0,6092668818.0,7182197311.0,,,,,
21664,75672,Happy Vegans,1279 Main Ave,Clifton,7011,NJ,US,9739281303.0,,,,,,,,
21665,75673,QQ China Crestwood QQ China,13803 S Cicero Ave,Crestwood,60418,IL,US,7083886688.0,7739884710.0,7739880294.0,7735749657.0,3128232942,,,,
21666,75674,Tasty Place,1625 El Camino Real,Millbrae,94030,CA,US,2155928990.0,,,,,,,,
21667,75675,TBaar - Columbia University,2787 Broadway Suite 2,New York,10025,NY,US,9172658722.0,,,,,,,,
21668,75676,Tokyo Japanese & Chinese Restaurant Tokyo,205 Hillcrest Dr,Laurens,29360,SC,US,8646811833.0,,,,,,,,
21669,75677,Samraat Curry Hut,6275 Jarvis Ave,Newark,94560,CA,US,5107457000.0,5109385439.0,5104566034.0,9253515795.0,,,,,
21670,75678,China Wok (next to neighborhood Walmart) China Wok,2150 Tamiami Trail #11,Port Charlotte,33948,FL,US,9416298099.0,9175929910.0,,,,,,,
21671,75679,African Home Restaurant,57 E Tremont Ave,The Bronx,10453,NY,US,3475977708.0,,,,,,,,
21672,75680,Peking Garden - old Peking Garden,622 Crabb River Rd,Richmond,77469,TX,US,2815459905.0,3162139737.0,2817027202.0,2815459925.0,,,,,
21673,75681,Gurung Kitchen,1033 Irving St,San Francisco,94122,CA,US,4153794674.0,4159197211.0,,,,,,,
21674,75682,Hibachi Express,12971 Jefferson Ave Suite 103,Newport News,23608,VA,US,7276455946.0,3054579657.0,,,,,,,
21675,75683,Lin's Kitchen Lin's Kitchen II,1418 W Shady Grove Rd,Irving,75060,TX,US,9728705464.0,9728705474.0,3477393838.0,6463385011.0,9179151818,6822271651.0,,,
21676,75684,Kenny's Sub Shop,10610 Baltimore Ave,Beltsville,20705,MD,US,3019338888.0,3013321312.0,3018253808.0,3013225578.0,3019334224,2403516055.0,2404810603.0,3019331144.0,
21677,75685,China Moon,1031 S Washington Ave,Scranton,18505,PA,US,9047836888.0,6462875751.0,9047816999.0,,,,,,
21678,75686,China City,4518 Ladson Rd,Summerville,29485,SC,US,9544317688.0,3474355198.0,,,,,,,
21679,75687,China Express,121 Walton Drive,Gaffney,29341,SC,US,4789880130.0,9122823049.0,,,,,,,
21680,75688,Roma Deli Restaurant Roma Deli 2,8524 W Sahara Ave,Las Vegas,89117,NV,US,7022282264.0,7025954104.0,7029573438.0,5092941121.0,,,,,
21681,75689,Madina Kitchen Maroosh Halal,88 S 69th St,Upper Darby,19082,PA,US,4844664313.0,6094246946.0,9175135455.0,,,,,,
21682,75690,Quickly,1657 Willow Pass Rd,Concord,94520,CA,US,9163298054.0,5105298094.0,,,,,,,
21683,75691,Sampan,14128 Minnieville Rd,Dale City,22193,VA,US,7036700500.0,7036700859.0,9176835033.0,7036238813.0,7033095399,7036706024.0,7036726658.0,,
21684,75692,Kuya Ian's Bistro,6863 Flags Center Dr,Columbus,43229,OH,US,6149483333.0,,,,,,,,
21685,75693,Priyas Kitchen Westmont,6551 S Cass Ave unit o,Westmont,60559,IL,US,6302978484.0,6302405604.0,6302978447.0,6306971532.0,,,,,
21686,75694,Stormy's Caribbean Vibes,2221 N Federal Hwy,Hollywood,33020,FL,US,9547432109.0,,,,,,,,
21687,75695,JERUSALEM CHICKEN,4448 W Slauson Ave,Windsor Hills,90043,CA,US,3239036280.0,,,,,,,,
21688,75696,Orion Poke,12792 W Alameda Pkwy B,Lakewood,80228,CO,US,3033534929.0,,,,,,,,
21689,75697,Liks,2470 Sheridan St,Hollywood,33020,FL,US,9544049404.0,,,,,,,,
21690,75698,Tastee Vibez Eatery Catering,1914 Lafayette Blvd,Norfolk,23509,VA,US,7573492219.0,,,,,,,,
21691,75699,The Mughal Palace,138 Washington Ave Suite 1A,Albany,12210,NY,US,5184261317.0,,,,,,,,
21692,75700,Kuya's Islander Cuisine,458 SE 185th Ave Suite 104,Portland,97233,OR,US,5034754779.0,,,,,,,,
21693,75701,Tapioca Go,1434 Sam's Dr #106,Chesapeake,23320,VA,US,7574103836.0,,,,,,,,
21694,75702,Paisano's Italian Restaurant & Lounge,2417 Nicholasville Rd Suite 120,Lexington,40503,KY,US,8592775321.0,8595330607.0,8594754905.0,8595332607.0,,,,,
21695,75703,Hunan Style,630 G St,Davis,95616,CA,US,5302315536.0,,,,,,,,
21696,75704,Fuji Yama,1736 Gause Blvd,Slidell,70461,LA,US,9852885648.0,5046057507.0,7186793830.0,6468973251.0,5046057506,,,,
21697,75705,Jinzhou BBQ JinZhou BBQ,8508 E Valley Blvd STE 102,Rosemead,91770,CA,US,6268721609.0,6264955000.0,,,,,,,
21698,75706,Mochinut Oakridge,925 Blossom Hill Rd Unit 1319,San Jose,95123,CA,US,4087280436.0,,,,,,,,
21699,75707,Crown Fried Chicken,8 E Broad St,West Hazleton,18202,PA,US,3474137007.0,3472413764.0,6464364114.0,6463844917.0,,,,,
21700,75708,Pho Bac,82-78 Broadway,Queens,11373,NY,US,7038188828.0,5712829373.0,3019068883.0,5715240669.0,3016409597,,,,
21701,75709,Iska's Secrets,10542 Menchaca Rd,Austin,78748,TX,US,5122870872.0,,,,,,,,
21702,75710,Nanking Restaurant,7408 W Broad St,Richmond,23294,VA,US,8042703888.0,8043107003.0,8043877393.0,8042704976.0,8042703889,8042346154.0,8043044483.0,8044892447.0,
21703,75711,New Sing Mee Kitchen,566D E Meadow Ave,East Meadow,11554,NY,US,5167947166.0,5166030373.0,5168087669.0,,,,,,
21704,75712,Azusa Ramen & Sushi,3128 S Mill Ave,Tempe,85282,AZ,US,4805905641.0,,,,,,,,
21705,75713,Popeyes Louisiana Kitchen,362 S Columbia Ave,Rincon,31326,GA,US,9122953955.0,,,,,,,,
21706,75714,DRAGON KING - old Wok N Roll,2626 A Morris Ave,Union,7083,NJ,US,9086870288.0,3522228115.0,9086870286.0,3472216315.0,,,,,
21707,75715,Dragon China,4008 Meadowdale Blvd,North Chesterfield,23234,VA,US,4045596111.0,4045596101.0,,,,,,,
21708,75716,Red Crab - Juicy Seafood,905 Twentyninth Pl Ct,Charlottesville,22901,VA,US,6103513939.0,7188668179.0,,,,,,,
21709,75717,New Yen Jing Cafe,17375 Tomball Pkwy,Houston,77064,TX,US,8322371113.0,7133666819.0,8322371122.0,7133666244.0,8322698227,2814139875.0,7133666965.0,,
21710,75718,Za k los Taqueria y Refresqueria,589 W Airtex Blvd,Houston,77090,TX,US,7134209624.0,,,,,,,,
21711,75719,Gerry's Italian Kitchen,1072 Belmont St,Watertown,2472,MA,US,6174840606.0,2405499294.0,6174845078.0,,,,,,
21712,75720,Phở Fusion Asian,4802 W 38th Ave,Denver,80212,CO,US,3034551111.0,,,,,,,,
21713,75721,Cafe 168 Pho and Ramen,309 Railroad Ave,Rifle,81650,CO,US,9706659638.0,,,,,,,,
21714,75722,Golden Chopstix,15683 Roy Rogers Dr #205,Victorville,92394,CA,US,7602437888.0,,,,,,,,
21715,75723,"Shan Kishi Express, Woodlawn.",1713 Woodlawn Way #5,Gulf Breeze,32563,FL,US,8508893879.0,,,,,,,,
21716,75724,Kungfu express,8900 Viscount Blvd SUITE AG,El Paso,79925,TX,US,9152342443.0,,,,,,,,
21717,75725,Baimugarden,1481 Northcrest Dr,Crescent City,95531,CA,US,7074606203.0,,,,,,,,
21718,75726,Ricardo's Fyahbon Jamaican Restaurant,920 S Main St,Danville,24541,VA,US,4344255072.0,,,,,,,,
21719,75727,Labadee House,2732 Westlane Rd,Indianapolis,46268,IN,US,3173774377.0,,,,,,,,
21720,75728,Dave Jamaican Kitchen,3835 South 67th Ave,Phoenix,85043,AZ,US,6025830661.0,,,,,,,,
21721,75729,Bibi's Patties,9150 Windy Creek Dr,Columbus,43240,OH,US,6147239190.0,,,,,,,,
21722,75730,Island Passion,155 Dorset St,South Burlington,5403,VT,US,5857367072.0,,,,,,,,
21723,75731,Patizan Caribbean restaurant,507 Bridgeville Hwy,Seaford,19973,DE,US,3025361928.0,,,,,,,,
21724,75732,GRACE OF GOD RESTAURANT,360 S State Rd 7,Margate,33068,FL,US,7542052637.0,,,,,,,,
21725,75733,Joenise,294 Rogers Ave,Brooklyn,11225,NY,US,7186187048.0,,,,,,,,
21726,75734,China Wok,31 N Station Plaza,Great Neck,11021,NY,US,2056256668.0,2058078868.0,,,,,,,
21727,75735,Yu Bistro Yan's Restaurant,1 Orinda Way ste#1,Orinda,94563,CA,US,9252539852.0,,,,,,,,
21728,75736,CHINA LI China Li Chinese Cuisine,4019 Cedar Ln,Portsmouth,23703,VA,US,7579975487.0,9293295337.0,7579975483.0,,,,,,
21729,75737,Star Buffet,1109 Hickox Dr,Lincoln,62656,IL,US,5125288828.0,5129832795.0,5125288818.0,,,,,,
21730,75738,Yummy Crab(Temple),2102 SW H K Dodgen Loop suite 122,Temple,76504,TX,US,2542285524.0,2542285286.0,2542285524.0,,,,,,
21731,75739,Sumo Sushi & Sandwich,1600 Empire Rd,Salt Lake City,84104,UT,US,8019355268.0,,,,,,,,
21732,75740,Chef Clebert Hot Food,4156 W Oak Ridge Rd,Orlando,32809,FL,US,4072716625.0,,,,,,,,
21733,75741,T-Co Islands Restaurant,4466 Cleveland Ave,Columbus,43231,OH,US,6142697332.0,,,,,,,,
21734,75742,Karubees Jamaican Restaurant,714 Lee St E,Charleston,25301,WV,US,3044006166.0,,,,,,,,
21735,75743,Caribbean Authentic Cuisine,37136 Dequindre Rd,Sterling Heights,48310,MI,US,5862722594.0,,,,,,,,
21736,75744,Snack & Shrack,3910 25th Ave,Schiller Park,60176,IL,US,8472605011.0,,,,,,,,
21737,75745,Steamboat,1845 Willow Pass Rd,Concord,94520,CA,US,9252469999.0,9258265322.0,,,,,,,
21738,75746,Sushi Hara,23119 Colonial Pkwy Building B,Katy,77449,TX,US,8322344635.0,2818021816.0,,,,,,,
21739,75747,Yummy Crab (1723 N Division St),1723 N Division St,Spokane,99207,WA,US,5093154957.0,5093154166.0,,,,,,,
21740,75748,Legends Caribbean Grill,420 Ohio St,Johnstown,15902,PA,US,8142544688.0,,,,,,,,
21741,75749,Jamaica Sunset Eatings,7173 Covington Hwy Suite 1E,Lithonia,30058,GA,US,6785800855.0,,,,,,,,
21742,75750,Pho 3 Pho,315 Rivanna Plaza Dr #100,Charlottesville,22901,VA,US,4344228975.0,,,,,,,,
21743,75751,Oriental Express,201 N Main St #2,Old Forge,18518,PA,US,8568531838.0,9173886533.0,8562296168.0,9173880226.0,8568531807,,,,
21744,75752,Yen Jing Chinese Restaurant,5113 Wesley St,Greenville,75402,TX,US,9034547413.0,,,,,,,,
21745,75753,Orient Cafe,3340 FM 1092 Rd,Missouri City,77459,TX,US,2814993518.0,,,,,,,,
21746,75754,Xing Wok,3040 NJ-35,Hazlet,7730,NJ,US,7328883388.0,9173856966.0,7329979201.0,9175828188.0,7329979210,6158811821.0,3476955080.0,,
21747,75755,Xing Fu(Wing Yum) Wing Yum,26 S Franklin St,Nyack,10960,NY,US,8453580208.0,8453580278.0,9177707366.0,9173068116.0,,,,,
21748,75756,Bai Du Chinese restaurant,580 Craig Dr,Perrysburg,43551,OH,US,4198747077.0,,,,,,,,
21749,75757,Mandarin Taste,23391 Golden Springs Dr,Diamond Bar,91765,CA,US,6035364840.0,6175135379.0,6035366325.0,,,,,,
21750,75758,Desi Dhaba,304 I-20,Marshall,75672,TX,US,9037027918.0,,,,,,,,
21751,75759,Lotus 8,199 Blue Ravine Rd,Folsom,95630,CA,US,9163519278.0,5862164605.0,9164793238.0,5868226159.0,,,,,
21752,75760,Jose's Taqueria,12334 Lake City Way NE,Seattle,98125,WA,US,2068416104.0,2067510181.0,,,,,,,
21753,75761,Hong Kong Kitchen,2715 Pine Ave,Niagara Falls,14301,NY,US,5167466770.0,5163003988.0,5165039180.0,3478283168.0,5164690820,5167465917.0,,,
21754,75762,Falla The Smoke Jamaican Food,943 28th Ave N,Nashville,37208,TN,US,6154897477.0,,,,,,,,
21755,75763,Moyo & Grill,5116 GA-85,Forest Park,30297,GA,US,4044802921.0,,,,,,,,
21756,75764,London Tandoori,524 Metropolitan Ave,Brooklyn,11211,NY,US,3478896401.0,3477991102.0,6318058273.0,3477991399.0,6467243983,,,,
21757,75765,Alittle Tea,6044 Stetson Hills Blvd ste 100,Colorado Springs,80923,CO,US,7194651073.0,,,,,,,,
21758,75766,China King,1400 Charles Blvd #120,Greenville,27858,NC,US,2318323888.0,2318323838.0,,,,,,,
21759,75767,Great Wall Express,408 S 4th Ave,Pocatello,83201,ID,US,2693539888.0,,,,,,,,
21760,75768,Food Fusion Cuisine,6527 Rising Sun Ave,Philadelphia,19111,PA,US,2677032227.0,,,,,,,,
21761,75769,SMYRNA GYRO,133 Main Ave,Wallington,7057,NJ,US,2015549555.0,,,,,,,,
21762,75770,Magela's Haitian Restaurant,977 S Orange Ave,East Orange,7018,NJ,US,8622529589.0,,,,,,,,
21763,75771,Tang Dynasty,227 W Valley Blvd Floor 3 Ste 348,San Gabriel,91778,CA,US,5037465879.0,6263210132.0,,,,,,,
21764,75772,Raymond Chinese Restaurant Raymond's Chinese Cuisine,1709 Palmetto Ave,Pacifica,94044,CA,US,6503596088.0,4158193683.0,6502786637.0,4159876590.0,6508633375,4152982708.0,4152398983.0,,
21765,75773,Tio's Mediterranean Grill,794 E 14th St,San Leandro,94577,CA,US,5108789976.0,,,,,,,,
21766,75774,Lotus Bistro,325 Old Newport Blvd #1,Newport Beach,92663,CA,US,9492876827.0,7145150002.0,7143169035.0,,,,,,
21767,75775,Sammy’s Halal Sammy's Halal,109 1st Ave.,New York,10003,NY,US,9179652009.0,3473427480.0,,,,,,,
21768,75776,Happy Wok,1916 W Stadium Blvd,Ann Arbor,48103,MI,US,3178319598.0,8122415295.0,8122416832.0,,,,,,
21769,75777,Hong Kong,5008 Ritchie Hwy #3049,Baltimore,21225,MD,US,3213454895.0,3213454896.0,3213454968.0,,,,,,
21770,75778,Spring Asian Cuisine,2907 Rayford Rd #106,Spring,77386,TX,US,2812987798.0,8322605327.0,8322605317.0,8326073770.0,8329069584,,,,
21771,75779,Gourmet Creole,840 McDonough Blvd SE,Atlanta,30315,GA,US,9545366373.0,,,,,,,,
21772,75780,A Taste of the Caribbean,2720 Central Ave SE,Albuquerque,87106,NM,US,5055038428.0,,,,,,,,
21773,75781,Asian Kitchen 家菜馆 Home Taste,14409 Greenwood Ave N,Seattle,98133,WA,US,2064031199.0,7174870820.0,,,,,,,
21774,75782,Old Street Pan Fried Dumpling,135-45 Roosevelt Ave,Queens,11354,NY,US,9293356666.0,,,,,,,,
21775,75783,Lao Jie,40-52 Main St,Queens,11354,NY,US,6463860688.0,6468078777.0,,,,,,,
21776,75784,SUSHI AVE,900 S Jackson St ste 215,Seattle,98104,WA,US,2064006996.0,,,,,,,,
21777,75785,O’A Sushi,3324 S McCarran Blvd,Reno,89502,NV,US,7754486363.0,,,,,,,,
21778,75786,Jade Dragon,2037 1st Ave.,New York,10029,NY,US,8285866688.0,8282267003.0,,,,,,,
21779,75787,Hala In Restaurant Hala In restaurant,4624 W Lawrence Ave,Chicago,60630,IL,US,7739303612.0,7083514311.0,7733312772.0,8474770217.0,,,,,
21780,75788,Galt China Express,1061 C St ste 130,Galt,95632,CA,US,2099124270.0,,,,,,,,
21781,75789,Al-Halal Zaiqa Restaurant,449 W North Ave,Chicago,60610,IL,US,3127636972.0,,,,,,,,
21782,75790,Taza Fresh,1310 S Duff Ave #105,Ames,50010,IA,US,5157669987.0,,,,,,,,
21783,75791,Hong Kong Chinese Restaurant,3071 W Stewart Mill Rd #13,Douglasville,30135,GA,US,3525965968.0,9178339998.0,3525968660.0,9179229288.0,6469571288,3525491822.0,,,
21784,75792,Orient Express,3111 St Paul St,Baltimore,21218,MD,US,2812885290.0,7209376501.0,7147251616.0,,,,,,
21785,75793,CHINA TOWN CHINESE FOOD China Town,327 N Hillside St,Wichita,67214,KS,US,3166515500.0,3166515000.0,,,,,,,
21786,75794,Crab Du Jour Lumberton NJ Crab Du Jour Lumberton,1636 NJ-38 Suite 46,Lumberton,8060,NJ,US,6092618886.0,3055878351.0,3473185888.0,6092518385.0,,,,,
21787,75795,Halal Restaurant,1599 Broad River Rd,Columbia,29210,SC,US,8038887804.0,,,,,,,,
21788,75796,Tarbush Kitchen LLC,5749 W Overland Rd,Boise,83705,ID,US,2089170772.0,,,,,,,,
21789,75797,Taste the Caribbean,1612 7th Ave,Beaver Falls,15010,PA,US,7246220534.0,,,,,,,,
21790,75798,Caddy Shack Express Caddyshack Express,7620 German Hill Rd,Dundalk,21222,MD,US,4102820902.0,4439295943.0,4102820903.0,4105134476.0,4105134475,,,,
21791,75799,Duobao BBQ & Dumplings King of Dumplings,39229 Cedar Blvd,Newark,94560,CA,US,5107132800.0,4153240717.0,,,,,,,
21792,75800,东北菜馆 Sheng Yuan Restaurant Sheng Yuan Restaurant,1000 S San Gabriel Blvd,San Gabriel,91776,CA,US,6266566366.0,6267202920.0,,,,,,,
21793,75801,Ichimi Sushi,2550 Capital Ave SW #150th,Battle Creek,49015,MI,US,2698836427.0,,,,,,,,
21794,75802,Kung Fu Tea x T.K.K. Fried Chicken Express,2929 Hannah Blvd Suite 2,East Lansing,48823,MI,US,5178987312.0,,,,,,,,
21795,75803,Amy's Kopper Kettle Cafe,2535 Main St,Susanville,96130,CA,US,5302572966.0,,,,,,,,
21796,75804,Hunan Bistro Middletown 湘遇(New ownership),531 S Breiel Blvd,Middletown,45044,OH,US,5132170420.0,3127302110.0,,,,,,,
21797,75805,My Ramen,11260 Panama City Beach Pkwy #104,Panama City Beach,32407,FL,US,8505885967.0,,,,,,,,
21798,75806,African Bites MN,1025 Currie Ave,Minneapolis,55403,MN,US,9522221039.0,,,,,,,,
21799,75807,Top Up Tea,650 Central Ave ste.g,Alameda,94501,CA,US,5106712653.0,,,,,,,,
21800,75808,CHINA KING China King,4655 Maryland St #5,Decatur,62521,IL,US,2178642808.0,2178642806.0,6062537458.0,9172543826.0,,,,,
21801,75809,China One Restaurant,1874 N Tamiami Trail,North Fort Myers,33903,FL,US,3864457188.0,6465415592.0,,,,,,,
21802,75810,WAI PO REN JIA外婆人家 Ju Shui Yuan Chinese Restaurant,136-77 41st Ave,Queens,11355,NY,US,7189390008.0,9173616863.0,,,,,,,
21803,75811,Sushi Masa Sugar Land,15253 Southwest Fwy,Sugar Land,77478,TX,US,8325327860.0,,,,,,,,
21804,75812,The Boss Restaurant,682 Kingstown Rd,Wakefield,2879,RI,US,4012843600.0,,,,,,,,
21805,75813,Lucky Cafe,27120 Glen Loch Dr,The Woodlands,77381,TX,US,9785376188.0,9782354492.0,,,,,,,
21806,75814,Captain’s Choice Cajun Seafood,1621 NE 10th Ave,Portland,97232,OR,US,5037197754.0,,,,,,,,
21807,75815,Basebowl Ramen,1201 Half St SE,Washington,20003,DC,US,2029751066.0,,,,,,,,
21808,75816,Sharks Fish & Chicken Walid's Fish & Chicken - Chartiers Ave,1000 Chartiers Ave,Pittsburgh,15220,PA,US,4129224666.0,5039983595.0,7248250973.0,,,,,,
21809,75817,China Casa,111 Coors Blvd NW # C12,Albuquerque,87121,NM,US,5058397771.0,,,,,,,,
21810,75818,Mochinut,1915 S Washington St #300,Amarillo,79109,TX,US,8064371061.0,,,,,,,,
21811,75819,Zake Sushi & Ramen,23119 Colonial Pkwy,Katy,77449,TX,US,8329136696.0,8327688628.0,,,,,,,
21812,75820,Bon Appetit Grill and Crepes - old,759 NJ-34,Matawan,7747,NJ,US,7329705583.0,,,,,,,,
21813,75821,China Village,5630 N Eldridge Pkwy #550,Houston,77041,TX,US,2083248777.0,2089691505.0,2085857502.0,2087313432.0,2085378489,4158405672.0,2087316666.0,,
21814,75822,Sakura 16 Lawrenceburg,1028 Bypass N,Lawrenceburg,40342,KY,US,5025983065.0,,,,,,,,
21815,75823,China King,12600 Bissonnet St a3,Houston,77099,TX,US,2318323888.0,2318323838.0,,,,,,,
21816,75824,Ten Second Rice Noodle Duluth 十秒到云南过桥米线,2180 Pleasant Hill Rd,Duluth,30096,GA,US,4707198448.0,,,,,,,,
21817,75825,Peking Chinese Restaurant,2370 W Laurel Ave,Eunice,70535,LA,US,7724645960.0,,,,,,,,
21818,75826,川鲜汇(新店开张)XIAN Gourmet,316 N Washington St,Rockville,20850,MD,US,2406602985.0,4844334529.0,3019174357.0,3018755144.0,,,,,
21819,75827,Yummy crab,300 Front St 2nd fl,Key West,33040,FL,US,3052044147.0,3052044121.0,,,,,,,
21820,75828,Naruto Ramen,548 Woodbury Rd,Plainview,11803,NY,US,5169383937.0,7708298444.0,6465207550.0,3476540218.0,,,,,
21821,75829,Nong's Hunan Express,1634 Northwest Blvd,Columbus,43212,OH,US,6144866630.0,6144866631.0,,,,,,,
21822,75830,Sisters Sandwiches & Such Germantown,20201 Century Blvd suite 150,Germantown,20874,MD,US,3012728686.0,,,,,,,,
21823,75831,Juicy Crab(894 Nostrand Ave),894 Nostrand Ave.,Brooklyn,11225,NY,US,3472409722.0,3472409723.0,7186846008.0,6463218128.0,,,,,
21824,75832,SoulKofa Vegan Restaurant & Catering,235 Ralph Ave,Brooklyn,11233,NY,US,9179662476.0,,,,,,,,
21825,75833,Phở Saigon Restaurant,5304 Stockton Blvd,Sacramento,95820,CA,US,9164575580.0,,,,,,,,
21826,75834,Bismillah Cafe #3,5463 Buford Hwy NE,Doraville,30340,GA,US,6785854093.0,,,,,,,,
