Snowball Map,ID,Name,Opening Hours,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Business Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range
25049,76aeb4adb0680795,"Cajun Yard Dog, Arboretum","Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-8pm",Arboretum Dr & Providence Rd,Charlotte,NC,28226,United States,Marc,Arricale,Server/Bartender,Front of the House,,,,,(704) 752-1750,2,,Cajun,$$
25051,74fd296e586aa3a7,Tokyo Bay,"Mon Closed, Tue-Thu 4pm-9pm, Fri 11am-2pm 4pm-9pm, Sat-Sun 11am-9pm",2001 Sears St,Waterloo,IA,50702,United States,Anna,Nguyen,Manager,General,,,,,(319) 433-0999,1,,Japanese,$$
25053,75cba13da458010e,China Buffet Mongolian BBQ,"Mon-Thu 11am-8:30pm, Fri-Sat 11am-9pm, Sun 11am-8:30pm",230 W Rand Rd,Arlington Heights,IL,60004,United States,Sharon,Chan,Principal,Owner,,,2009,,(847) 222-9988,1,,Mongolian,$
25054,75c4db1c3897fb46,Koz's,"Mon-Thu 10:30am-3pm, Fri 10:30am-8pm, Sat 10:30am-3pm, Sun Closed",6215 Wilson St,Harahan,LA,70123,United States,Gary,Gruenig,Owner,Owner,,,2006,,(504) 737-3933,1,,Southern; Cajun,$
25061,7853c05b7888e0e1,Teriyaki Chicken House,"Mon-Fri 11am-8pm, Sat-Sun Closed",805 El Paseo Rd,Las Cruces,NM,88001,United States,Primh,Ago,Owner,Owner,,,1996,,(575) 541-1696,2,,Japanese,$
25082,361f54f7b957f12b,Wayne's Bar-B-Que and Cajun,"Mon-Thu 10am-9:30pm, Fri 10am-10pm, Sat 10:15am-10pm, Sun 10:15am-9:30pm",5401 S Wentworth Ave,Chicago,IL,60609,United States,Jain,Gheng,Owner,Owner,,,1999,,(773) 536-2282,1,,Cajun,$
25094,3a3f9a1bc633a940,Waka House,"Mon-Sat 11am-2pm 5pm-8pm, Sun Closed",5229 Highland Rd,Baton Rouge,LA,70808,United States,Charlie,Coffee,Principal,Owner,,,2009,,(225) 389-6615,2,,Japanese,$$
25095,3e87ec1c793f128d,Tim's Kitchen,"Mon-Fri 10:30am-2pm, Sat Closed, Sun 10:30am-2pm",1000 Albertson Pkwy,Broussard,LA,70518,United States,Timothy,Sharlow,"Uno, Usl, Remington",,sharlowtim@gmail.com,,1991,,(337) 330-2151,1,sharlowtim@gmail.com,Southern; Creole; Cajun,$
25100,5efa7cd025b92859,Sushi Station,"Mon Closed, Tue-Fri 11:30am-9pm, Sat-Sun Noon-9pm",2486 N Randall Rd,Elgin,IL,60123,United States,Jesse,Szewczyk,Line Cook,Back of the House,,,2002,,(847) 783-0040,2,,Japanese,$$
25105,6645f2832b603e93,Szechuan Famous Food And Sushi Bar,Daily 11am-9pm,520 E Philip Ave,North Platte,NE,69101,United States,Diego,Pablo,Manager,General,,,,,(308) 221-6906,1,info@szechuanfamousfood.com,Japanese,$$
25113,61f12984310d22be,Raw,"Mon-Sat 4pm-9pm, Sun Closed",1407 E Crystal Dr,La Grange,KY,40031,United States,Mia,Choi,President,General,,,2015,,(502) 265-7250,1,rawsushibarandgrill@gmail.com,Japanese,$$
25115,689a28563a86380e,Harry's Po-Boys,"Mon-Tue 10:30am-6pm, Wed 10:30am-7pm, Thu 10:30am-6pm, Fri 10:30am-7pm, Sat 10:30am-3:30pm, Sun Closed",11914 LA-308,Larose,LA,70373,United States,Harry,Hebert,Owner,Owner,,,1990,,(985) 798-7578,1,,Creole; Cajun,$
25129,717c788f9d014b8c,Sea Lion Sushi,"Mon-Fri 11am-3pm 4pm-8pm, Sat 11am-9pm, Sun Noon-6pm",100 Independence Way,Danvers,MA,1923,United States,Moe,Thet,Owner,Owner,,,2015,,(978) 774-5976,2,wisalsawatdee@yahoo.com,Japanese,$
25132,75e78b26a47f7b8b,Market Creations Cafe,"Mon-Fri 7:30am-2pm, Sat-Sun Closed",233 S Wacker Dr,Chicago,IL,60606,United States,Ana,Arreguin,Chef And Manager,Back of the House,chicagomarketcreations@gmail.com,,1988,,(312) 374-3473,1,chicagomarketcreations@gmail.com,Japanese; Chinese,$
25137,78c4427d24db4250,Yama Sushi,Daily 11am-11pm,1350 E Flamingo Rd,Las Vegas,NV,89119,United States,Myond,Pak,Owner,Owner,,,1999,,(702) 696-0072,2,,Japanese,$$
25146,65610e3df9459669,Tokyo 101,"Mon-Thu 11:30am-3pm 5pm-9pm, Fri 11:30am-3pm 5pm-10pm, Sat 11:30am-10pm, Sun 11:30am-9pm",880 Town Center Dr,Wilmington,NC,28405,United States,Mona,Somsnith,Principal,Owner,,,2009,,(910) 399-3101,1,,Japanese,$$
25149,6c2aa8d5f6f4c27d,Legacy Kitchen's Tacklebox,"Mon 8am-10pm, Tue 9am-10pm, Wed-Thu 8am-10pm, Fri-Sat 8am-11pm, Sun 8am-10pm",817 Common St,New Orleans,LA,70112,United States,James,Mathis,,,,,,,(504) 827-1651,1,common@legacykitchen.com,Caribbean; Cajun,$$
25159,337f8363e7dd218a,Hello Sushi,"Mon-Thu 11:30am-9pm, Fri 11:30am-10pm, Sat 11:30am-9:30pm, Sun Closed",18291 Highland Rd,Baton Rouge,LA,70810,United States,Jordan,Landry,Employee,,,,2004,,(225) 751-2888,2,,Japanese,$$
25169,3010c5add3c619a8,Cafe Bienville,,301 Dauphine St,New Orleans,LA,70112,United States,William,Langenstein,Executive,,,,2010,,(504) 581-1303,2,,Creole; Cajun,
25186,586fd04d1b897724,Umi,"Mon Closed, Tue-Sat 5:30pm-9pm, Sun Closed",40 Cloninger Mill Rd NE,Hickory,NC,28601,United States,Yasuhide,Miyazaki,Owner,Owner,,,2007,,(828) 322-5511,1,umi@umihickory.com,Japanese,$$
25188,5792f5f4496c0f08,Sakura Japan,Daily 11am-8pm,466 Central Ave,East Orange,NJ,7018,United States,Japan,Sakura,Principal,Owner,,,,,(862) 444-3052,1,info@sakurajapaneastorange.com,Japanese,$
25189,573ee851c41e1439,Mandarin House,,1111 Barrett Blvd,Henderson,KY,42420,United States,Chris,Jones,Manager,General,,,2008,,(270) 826-3001,1,,Japanese; Chinese,$$
25191,5a71e3e2d6aae68c,Matcha Time Cafe,"Mon-Tue Closed, Wed-Fri Noon-7pm, Sat 11am-7pm, Sun 11am-6pm",3785 Hamilton St,Ellicott City,MD,21043,United States,Hatsumi,Watanabe-Smith,Managing Partner,Owner,,,2012,,(410) 418-4832,2,,Japanese,$$
25195,5a8b42fdd7c6bbe9,Cafe Sado,"Mon-Thu 11:30am-2pm 5pm-8pm, Fri 11:30am-2pm 5pm-9pm, Sat Noon-2:30pm 5am-9pm, Sun Noon-2:30pm 5am-8pm",870 High St,Chestertown,MD,21620,United States,Tony,Wong,Founder,Owner,,,,,(410) 778-6688,1,,Japanese,$$
25204,5b601e0573d864a7,Zing Japanese Fusion,"Mon Closed, Tue-Thu 11am-9pm, Fri 11am-9:30pm, Sat Noon-9:30pm, Sun Noon-9pm",206 N Main St,Mishawaka,IN,46544,United States,Jermie,Young,President,General,,,2012,,(574) 259-8888,3,zing.japan@live.com,Japanese,$$
25207,5d7b7ff38043a14a,Yamato Express,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun Closed",2109 W Franklin Blvd,Gastonia,NC,28052,United States,Hien,Nguyen,Manager,General,,,2008,,(704) 854-9800,1,,Japanese,$$
25242,3c0e81fd5e5d26cf,Chinese Dragon,"Mon-Thu 10:30am-2am, Fri-Sat 10:30am-3am, Sun 10:30am-2am",380 Chelsea St,East Boston,MA,2128,United States,Zhou,Hong,Owner,Owner,,,1989,,(617) 569-0300,1,info@chinesedragon380.com,Sichuan; Chinese,$
25247,2efb391688678b29,Sai Cafe,"Mon Closed, Tue-Thu 4pm-10:30pm, Fri-Sat 4pm-11:30pm, Sun 3pm-10pm",2010 N Sheffield Ave,Chicago,IL,60614,United States,Jim,Bee,President,General,,,1986,,(773) 472-8080,3,,Japanese,$$
25248,2ea815294a359a09,Crab House,,237 S Elliott Rd,Chapel Hill,NC,27514,United States,Jose,Linares,Member,Owner,,,,,(919) 903-9015,1,,Creole; Cajun,
25250,526983bb637001d8,Chris' Poboys,"Mon-Thu 10:30am-8pm, Fri-Sat 10:30am-8:30pm, Sun Closed",703 Robley Dr,Lafayette,LA,70503,United States,,Donna,,,,,,,(337) 981-1818,1,,Creole; Cajun,$$
25256,8a958aad8cd6f2dc,Tokyo,"Mon 11am-3pm 4:30pm-10pm, Tue Closed, Wed-Thu 11am-3pm 4:30pm-10pm, Fri 11am-3pm 4:30pm-10:30pm, Sat 11am-10:30pm, Sun Noon-9:30pm",17041 Bel Ray Blvd,Belton,MO,64012,United States,Elizabeth,Mohl,Associate Creative Director,General,,,,,(816) 535-5377,3,,Japanese,$$
25270,8b9190d254a7fde8,Bonzai Sushi Express,"Mon-Fri 11am-8pm, Sat 3pm-8pm, Sun Closed",1912 E Judge Perez Dr,Chalmette,LA,70043,United States,Kenneth,Goll,Owner,Owner,,,2007,,(504) 278-8862,1,,Japanese,$$
25272,8b6190ffbbe90dff,Willie's Restaurant,"Mon-Fri Closed, Sat-Sun 11am-3pm",11260 Coursey Blvd,Baton Rouge,LA,70816,United States,Emily,Hazelwood,Creative Director,General,emily@williesreserve.com,,2009,,(225) 372-2526,4,emily@williesbr.com,American; Creole; Cajun,$$
25279,938a1b681ac7e6ae,Oceano,Daily 11am-10pm,2707 S Virginia St,Reno,NV,89502,United States,Liesel,Sollman,Regional Sales Director,Sales & Marketing,lsollman@peppermillreno.com,,,,(775) 826-2121,12,lsollman@peppermillreno.com,Japanese,$$
25283,974e5d9366e03ee8,Basil Sushi Bar & Asian Fusion,,16 E Broadway,Williston,ND,58801,United States,Jenny,Ho,President,General,,,2013,,(701) 572-6688,3,,Japanese,$$
25293,958ad1f0633003aa,Capt Sal's Seafood & Chicken Box,Daily 11am-7pm,3168 St Claude Ave,New Orleans,LA,70117,United States,John,Johnson,Principal,Owner,,,2006,,(504) 948-9990,1,,Creole; Cajun,$
25295,97f71bcb31f22d16,Ise of Japan,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun Closed",2213 Cloverdale Ave,Winston-Salem,NC,27103,United States,Dzu,Truong,Principal,Owner,,,,,(336) 893-8322,1,,Japanese,$$
25320,9fc5fe42eb8daa9e,Sushi Sake,"Mon-Tue Closed, Wed-Thu 4pm-9pm, Fri-Sat 4pm-10pm, Sun 4pm-9pm",345 N Virginia St,Reno,NV,89501,United States,Krista,Valle,Hotel Guest Service Manager,General,kvalle@caesars.com,,,,(775) 785-9066,16,agarcia@caesars.com,Japanese,$$
25321,9aba411a65554dff,Sushi Bomb,"Mon-Sat 11am-12:30am, Sun 11:30am-10:30pm",10470 W Cheyenne Ave,Las Vegas,NV,89129,United States,Dong,Jang,Principal,Owner,,,2008,,(702) 272-1000,2,yzskn78@gmail.com,Japanese,$$
25322,a3d2c726361b6b12,T's Kitchen,"Mon-Sat 10am-8pm, Sun Closed",7205 Martin Bluff Rd,Gautier,MS,39553,United States,Joe,Hoang,Principal,Owner,,,,,(228) 497-9760,1,,Southern; Chinese,$
25323,a468d55a7045cfec,Cajun Cafe,"Mon-Sat 10am-9pm, Sun 11am-6pm",1245 Worcester St,Natick,MA,1760,United States,Brian,Wotton,Chief Executive Officer,General,,,2007,,(508) 655-3833,1,,Creole; Cajun,
25328,a61a8fb4cf5f80b3,AKA Sushi,"Mon-Sat 11:30am-9pm, Sun Closed",1801 N West Ave,Jackson,MI,49202,United States,Jae,Lee,Principal,Owner,,,2008,,(517) 841-5555,1,hello@akasushi.com,Japanese,$$
25330,a4eab42c6452ec9b,River City Drafthouse,"Mon Closed, Tue-Fri 4pm-10pm, Sat Noon-10pm, Sun Noon-8:30pm",1574 Bardstown Rd,Louisville,KY,40205,United States,Brendan,Brody,Bartender,Front of the House,,,2012,,(502) 690-5111,1,rivercitydrafthouse@gmail.com,Japanese,$$
25331,a53afb7065ea133d,Oyaki Sushi,"Mon-Tue 11am-9:45pm, Wed 11am-9:30pm, Thu 11am-9:45pm, Fri 11am-10pm, Sat-Sun Noon-10pm",26354 Ford Rd,Dearborn Heights,MI,48127,United States,Ashrf,Saad,Business Owner,Owner,,,2015,,(313) 908-6278,1,oyakisushi@gmail.com,Japanese,$$
25337,a763ff0f97e92013,Pier 215,"Mon-Thu 11:30am-5:30pm, Fri 11:30am-4:30pm, Sat-Sun Closed",7060 S Durango Dr,Las Vegas,NV,89113,United States,Naomi,Nami,Operations Manager,Operations,,,2016,,(702) 586-3311,5,,Japanese,$$
25343,a741cafef7a4b665,Empire Wok,"Mon 11am-9pm, Tue Closed, Wed-Sun 11am-9pm",4211 E Court St,Burton,MI,48509,United States,Sheri,Lem,Owner,Owner,,,1998,,(810) 715-8888,1,,Mongolian; Chinese,$
25358,821c133fa06f792c,Taj Mahal Indian Cuisine,"Mon Closed, Tue-Sat 11am-2:30pm 4:30pm-10pm, Sun 11am-2:30pm 4:30pm-9pm",900 Tutor Ln,Evansville,IN,47715,United States,Dajit,Kaur,President,General,,,,,(812) 476-5000,1,jubayerfaruky@yahoo.com,Indian; Chinese,$$
25359,82996459f1821c1d,Kirin Sushi Restaurant,,223 S Cate St,Hammond,LA,70403,United States,Peter,Chan,Owner,Owner,,,2007,,(985) 542-8888,1,comments@kirinjapanesecuisine.com,Japanese,$$
25369,afc6467b4e80b57d,Steamboat Bill's on the Lake,"Mon-Thu 10:30am-9pm, Fri-Sat 10:30am-10pm, Sun 10:30am-9pm",1004 N Lake Shore Dr,Lake Charles,LA,70601,United States,Kathy,Vidrine,President and Chief Executive Officer,General,,,1982,,(337) 494-1070,3,sales@steamboatbills.com,Southern; Cajun,$$
25371,ae84b744ce74a877,Restaurant 1818,Daily 5pm-9pm,1358 John A Quitman Blvd,Natchez,MS,39120,United States,Richie,Walcott,President,General,,,1990,,(601) 442-5852,4,,American; Creole; Cajun,$$$$
25377,89d41c77067d56a4,Ltk Seafood,,2401 Scenic Hwy,Baton Rouge,LA,70802,United States,Johnnie,Nguyen,Owner,Owner,,,2008,,(225) 355-3444,1,,Creole; Cajun,$
25389,ace164e00b065a08,Beijing Restaurant,,12536 Mattawoman Dr,Waldorf,MD,20601,United States,Tsun,Chan,,,,,1994,,(301) 932-8777,1,,Chinese; Thai,$
25391,ad2e082ca036f9ea,Yamado Japanese Restaurant,"Mon Closed, Tue-Fri 11am-2pm 4:30pm-9:30pm, Sat Noon-10pm, Sun Noon-9pm",929 E Ogden Ave,Naperville,IL,60563,United States,Steve,Kim,President,General,,,1996,,(630) 983-3567,3,shlee1204@gmail.com,Japanese,$$
25393,a2b5d1d3ca234ca8,Fuji Japanese Steakhouse,"Mon 11am-2pm 4:30pm-9pm, Tue Closed, Wed-Thu 11am-2pm 4:30pm-9pm, Fri 11am-2pm 4:30pm-10pm, Sat 11am-10pm, Sun 11am-9pm",3235 E Prien Lake Rd,Lake Charles,LA,70615,United States,,Maggie,Business Owner,Owner,,,2008,,(337) 480-3788,2,fujilakecharles@yahoo.com,Japanese,$$
25399,a226d135605b7c5f,Sushi-Thai Cary,"Mon-Sat 11am-2:30pm 5pm-10pm, Sun 5pm-10pm",106 Kilmayne Dr,Cary,NC,27511,United States,G.,Kasem Tedamrongwanish,Manager,General,,,1998,,(919) 467-5747,2,sushithaicary@gmail.com,Japanese,$$
25408,9867a121f4d2e3e0,Gulf Shores Restaurant & Grill,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 10:30am-9pm",12528 Olive Blvd,Creve Coeur,MO,63141,United States,Harry,Parker,Business Owner,Owner,harryparkr@aol.com,,2008,,(314) 878-3306,1,harryparkr@aol.com,Creole; Cajun,$$
25413,90bccdfb3d357681,Szechuan Gourmet,"Mon Closed, Tue-Sat Noon-8pm, Sun 2pm-8pm",3951 Telegraph Rd,Bloomfield Hills,MI,48302,United States,Paul,Karho,Owner,Owner,,,2017,,(248) 988-9333,1,,Szechuan; Chinese,$$
25420,bfe9486a72098b1a,Enso Sushi & Bar,Daily 3pm-10pm,1613 N Damen Ave,Chicago,IL,60647,United States,E.,Enso Admin,Business Owner,Owner,,,2012,,(773) 878-8998,7,info@ensochicago.com,Japanese,$$
25433,beb20a26a0bf7efa,Galliano Restaurant,"Mon-Thu 5pm-9pm, Fri-Sat 5pm-9:30pm, Sun Closed",200 Julia St,New Orleans,LA,70130,United States,Ricky,Cheramie,Executive Chef,Back of the House,,,2016,,(504) 218-5753,4,gallrest@gmail.com,Creole; Cajun,$$$
25436,a64e9315d3dcf0f6,Phoenix Thai & Japanese Restaurant,"Mon 11am-8pm, Tue Closed, Wed-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-8pm",482 River Hwy,Mooresville,NC,28117,United States,Khoa,Nguyen,,,,,,,(704) 929-2424,1,,Japanese,$$
25445,b20b2511f7eb44b7,Market Wego,,100 Westbank Expy,Westwego,LA,70094,United States,Gordon,Stevens,Owner,Owner,,,,,(504) 436-9966,1,contact@marketwego.com,Creole; Cajun,$
25447,b140805f5ea98286,M Tempura,"Mon Closed, Tue-Thu 5pm-9:30pm, Fri-Sat 5pm-10pm, Sun Closed",111 Orange St,Durham,NC,27701,United States,Michael,Lee,Executive Chef,Back of the House,,,,,(919) 748-3874,1,msushireserve@gmail.com,Japanese,$$$$
25448,b1464f9a7ce95b12,Mumbai Spice,"Mon-Thu Noon-3pm 5am-10pm, Fri Noon-3pm 5am-10:30pm, Sat Noon-10:30pm, Sun Noon-10pm",251 Massachusetts Ave,Boston,MA,2115,United States,Karan,Jagasia,Principal,Owner,,,,,(857) 350-4305,1,,Indian; Chinese,$$
25453,b2a459640626c25f,Ho-Ho-Kus Sushi Cafe,"Mon-Sat 11:30am-2:45pm 4:30pm-9:30pm, Sun Closed",29 Sheridan Ave,Ho-Ho-Kus,NJ,7423,United States,Neal,Petrocelli,Executive,,,,2010,,(201) 670-7677,1,,Japanese,$$
25460,c9fb0985ffa161ad,The Feathered Fox,"Mon Closed, Tue-Fri 4pm-7pm, Sat-Sun Closed",550 W Mt Pleasant Ave,Livingston,NJ,7039,United States,Christopher,Siversen,Executive Chef,Back of the House,,,2021,,(973) 533-0600,2,info@thefeatheredfox.com,Japanese,$$$
25477,c57462491facc91f,Flannery,"Mon-Tue Closed, Wed-Fri 11am-8pm, Sat-Sun Closed",504 S Camden Ave,Fruitland,MD,21826,United States,Stewart,Davis,President,General,,,,,(410) 546-2570,1,,Creole; Cajun,$$
25485,c29f649603b2b0e7,Yamato Japan,"Mon 11am-9:30pm, Tue Closed, Wed-Thu 11am-9:30pm, Fri-Sat 11am-10:30pm, Sun Noon-9:30pm",975 Merriam Ave,Leominster,MA,1453,United States,Jackie,Loiz,Manager,General,,,2009,,(978) 466-6688,1,,Japanese,$$
25488,c23bb8c6ba40e317,Hunan Joy,"Mon Closed, Tue-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-9pm",829 Edmondson Ave,Catonsville,MD,21228,United States,Hunan,Merit,President,General,,,1997,,(410) 788-8877,1,,Japanese; Chinese,$
25490,c455ab8222bff1da,Ajishin,"Mon 11am-2pm, Tue Closed, Wed-Thu 11am-2pm 5pm-8pm, Fri-Sun 11am-2pm 5pm-8:30pm",42270 Grand River Ave,Novi,MI,48375,United States,Hideaki,Yamamoto,President,General,,,1996,,(248) 380-9850,1,,Japanese,$$
25500,d130f3695dbeb850,Kotta Japanese Restaurant,"Mon-Sat 11am-8:30pm, Sun Noon-8pm",1070 Hanes Mall Blvd,Winston-Salem,NC,27103,United States,Jay,Bark,Principal,Owner,,,2011,,(336) 768-2333,1,,Japanese; Chinese,$
25503,d1263f6e2c8a71ed,Little Tokyo,,1340 S Carrollton Ave,New Orleans,LA,70118,United States,Yusuke,Kawahara,Principal,Owner,,,,,(504) 861-6088,4,,Japanese,$$$
25504,d0d6abaf5f7c9a9e,Roberto's River Road Restaurant,"Mon Closed, Tue-Fri 11am-2pm 5pm-9pm, Sat 5pm-9pm, Sun Closed",1985 LA-75,Sunshine,LA,70780,United States,Robert,Sandaval,Owner,Owner,,,2000,,(225) 642-5999,3,,Creole; Cajun,$$
25512,d2f375f90bb522d1,Wasabi Cafe,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun Noon-8:30pm",845 Church St N,Concord,NC,28025,United States,Sone,Olafson,Owner,Owner,,,2005,,(704) 782-8923,1,,Japanese,$$
25545,df2e769e09a8342f,Central Poboys,"Mon-Fri 11am-3pm, Sat-Sun Closed",587 Central Ave,New Orleans,LA,70121,United States,Erik,Youngblood,Owner,Owner,,,2013,,(504) 304-8729,3,centralcatering@cox.net,Southern; Cajun,$
25547,e0e22597774e4856,Yuki Hana Restaurant,"Mon Closed, Tue-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun Noon-9pm",3628 Brigantine Blvd,Brigantine,NJ,8203,United States,Hana,Yuki,Principal,Owner,,,,,(609) 266-7608,1,,Japanese,$$
25559,db722a555bc98523,Teriyaki House,"Mon-Sat 10:30am-9:30pm, Sun Closed",1802 SE Delaware Ave,Ankeny,IA,50021,United States,Paul,Dinh,Principal,Owner,,,,,(515) 964-5055,1,,Japanese,$
25563,db075d69d470a316,Inyo Restaurant and Lounge,"Mon-Wed 11am-10pm, Thu-Sat 11am-11pm, Sun 11am-10pm",22871 Woodward Ave,Ferndale,MI,48220,United States,Norman,Acho,Owner,Owner,,,2009,,(248) 543-9500,4,kwee@inyorestaurant.com,Japanese,$$
25565,d93699638ada674b,Neo Japan,Daily 11am-9:30pm,1125 W NC Highway 54,Durham,NC,27713,United States,May,Yeung,General Manager,Operations,,,2008,,(919) 403-3100,2,,Japanese,$
25572,dadb993a7b89ae41,Moon Wok,,800 Dauphine St,New Orleans,LA,70116,United States,Dean,Russeau,Owner,Owner,,,2000,,(504) 523-6950,3,zeno.popa@moonwokchinese.com,Vietnamese; Chinese,$
25587,da10da0ddd20e7d9,Kai Sushi & Sake Bar,"Mon Closed, Tue-Sat 11:30am-2pm 5pm-9pm, Sun 5pm-9pm",7713 Lead Mine Rd,Raleigh,NC,27615,United States,James,Chung,Owner,Owner,,,2013,,(919) 870-4923,2,kaisushisake@gmail.com,Japanese,$$
25590,dd709602392c28d3,Stuph'D Beignets & Burgers,"Mon-Tue Closed, Wed-Sat 10am-4:50pm, Sun 10am-2:50pm",3325 St Claude Ave,New Orleans,LA,70117,United States,Duana,Lawrence,Member,Owner,,,2016,,(504) 459-4571,2,,Creole; Cajun,$
25595,edef2fd3c15c2f4a,Niwano Hana,"Mon-Sat 11:30am-10pm, Sun Noon-9:30pm",887 Rockville Pike,Rockville,MD,20852,United States,Tomoji,Nagashima,,,,,1984,,(301) 294-0553,1,,Japanese,$$
25599,e6f045fc43c879c0,Maxine's On Saint James,"Mon Closed, Tue-Sat 8:30am-8pm, Sun Closed",304 Dudley St,Boston,MA,2119,United States,Darrow,Patton,Principal,Owner,,,,,(617) 427-0927,1,mosj1@comcast.net,Southern; Cajun,$$
25607,e8b7875946c21bd0,Pat's Downtown,"Mon-Fri 10am-2pm, Sat-Sun Closed",107 E Main St,Lafayette,LA,70501,United States,Pat,Dupuis,Owner,Owner,,,2001,,(337) 289-5270,2,,Cajun,$
25615,f10ff6260e04b798,Tokyo Boys,"Mon-Tue Closed, Wed-Sun 5pm-10pm",375 N Stephanie St,Henderson,NV,89014,United States,,Hirofumi,Business Owner,Owner,,,2013,,(702) 834-5578,1,,Japanese,$$
25620,f022eb789ac82794,Swamp Box Cafe,,240 Range 12 Blvd,Denham Springs,LA,70726,United States,Lynn,Henderson,Owner,Owner,,,2013,,(225) 665-8300,1,swampboxcafe@yahoo.com,Creole; Cajun,$
25638,f51714b719a711be,Aji Ten Japanese Restaurant,"Mon 11:30am-2pm 4:30pm-9:30pm, Tue Closed, Wed-Fri 11:30am-2pm 4:30pm-9:30pm, Sat-Sun 11:30am-9:30pm",42087 Ford Rd,Canton,MI,48187,United States,Fari,Sanatgar,Principal,Owner,,,2007,,(734) 979-0988,1,,Japanese,$$
25639,f4e5f9c75a798660,Japan Cafe,"Mon-Sat 10:30am-9pm, Sun Closed",10731 Indian Head Hwy,Fort Washington,MD,20744,United States,Amy,Zaho,President,General,,,,,(301) 203-1688,1,,Japanese,$
25640,f4c17fffebbe1a6d,Frankie & Johnny's,"Mon-Sat 11am-9pm, Sun 11am-8pm",321 Arabella St,New Orleans,LA,70115,United States,Terrell,Leboeuf,Waiter / Waitress,Front of the House,,,,,(504) 243-1234,2,,Creole; Cajun,$$
25644,f4a61f7d6f4a0dee,Sunsets,"Mon-Tue Closed, Wed-Thu 4am-6pm, Fri-Sun Closed",302 S Concourse,Neptune,NJ,7753,United States,Dave,Kinsel,Owner,Owner,,,,,(732) 775-9911,1,sunsetschen@gmail.com,American; Japanese,$$
25651,f260ca865b9be36b,Midori,"Mon-Sat Noon-2pm 4am-8pm, Sun 4pm-8pm",1550 N Green Valley Pkwy,Henderson,NV,89074,United States,Hedeki,Osuka,Principal,Owner,,,2009,,(702) 492-9200,2,,Japanese,$$
25655,f947a18657f5d77a,Gulf Shores Restaurant & Grill,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 10:30am-9pm",215 Harvard Dr,Edwardsville,IL,62025,United States,Harry,Parker,Business Owner,Owner,harryparkr@aol.com,,2014,,(618) 650-9109,1,harryparkr@aol.com,Creole; Cajun,$$
25669,fe4bf12909b02761,Fezzo's,"Mon-Thu 10am-9pm, Fri-Sat 10am-10pm, Sun 10am-4pm",720 I 10 South Frontage Rd,Scott,LA,70583,United States,Phil,Full,Principal,Owner,,,1999,,(337) 261-2464,3,info@fezzos.com,Creole; Cajun,$$
25670,ff9d31042efdd1e2,Sen of Japan,Daily 5pm-11pm,8480 W Desert Inn Rd,Las Vegas,NV,89117,United States,Ron,Memo,Principal,Owner,,,2006,,(702) 871-7781,4,senofjapan@gmail.com,Japanese,$$
25679,10c8abf87b975a17,Kyoto,"Mon-Thu 4pm-9:30pm, Fri 11am-2pm 4pm-10:30pm, Sat Noon-10:30pm, Sun Noon-9:30pm",4054 N Cloverleaf Dr,St Peters,MO,63376,United States,Fock,Chook,Principal,Owner,,,2015,,(636) 685-0018,1,kyotosteaksushi@gmail.com,Japanese,$$
25680,10c434a72accddc5,NaRa Restaurant,"Mon Closed, Tue-Fri 11am-2pm 4:30pm-9pm, Sat 4pm-9pm, Sun Closed",3 Custer Ave,Billings,MT,59101,United States,Young,Shin,Owner,Owner,,,1996,,(406) 245-8866,2,dshin1459@gmail.com,Japanese,$$
25701,1614edc23ab5bf65,Orient Express,"Mon-Thu 11am-10pm, Fri-Sat 11am-10:30pm, Sun 11:30am-10pm",3111 St Paul St,Baltimore,MD,21218,United States,Faidel,Andino,Principal,Owner,,,1992,,(410) 889-0003,2,,Szechuan; Chinese,$
25707,17b1669e687d0170,Sushi Cafe,,691 Bloomfield Ave,West Caldwell,NJ,7006,United States,Eun,Hwang,Owner,Owner,,,2007,,(973) 403-7720,2,,Japanese,$$
25720,061038033f06ad65,Nami Nori,"Mon Closed, Tue-Sun Noon-2:30pm 5am-9:30pm",378 Bloomfield Ave,Montclair,NJ,7042,United States,Kenneth,Orsi,Executive Chef,Back of the House,,,,,(201) 292-1445,2,,Japanese,$
25721,098b2187bb391b0b,China Chop Suey,"Mon Closed, Tue-Thu 11am-10pm, Fri-Sat 11am-10:30pm, Sun Noon-9:30pm",6425 W North Ave,Oak Park,IL,60302,United States,Pap,Uh,Owner,Owner,,,2005,,(708) 524-3388,1,,Cantonese; Chinese,$
