,,,,,,,,,,,,,,TOTAL Y,TOTAL N,
EXNAME,ENNAME,ADDRESS1,STATE,FORWARDEDPHONE,CONTACTPHONE2,BUSINESS_PHONE__C,STATUS,Found in List (Y/N),Need Update,State,Updated Address,Business Phone,Mobile Phone,166,3075,3241
R81177,*LUCKY CHINA*,3600 Cherokee St NW suite111,GA,7704287773,7704287773,,open,N,,,, ,,,,
R81176,*CHINA CHEF EXPRESS*,980 South Peoria St,CO,0,,,reject,N,,,, ,,,,
R81172,NEW GARDEN,4629 Cortez Rd W,FL,9417618888,,,open,N,,,, ,,,,
R81169,KING'S KITCHEN,818 Clinton Ave.,NJ,9733999393,,,reject,N,,,, ,,,,
R81168,*ROSE GARDEN*,6090 Shingle Creek Pkwy,MN,7635607000,7635669000,,open,N,,,, ,,,,
R81167,88 CHINESE EXPRESS,31 N Queen St,PA,7173998898,7176836566,,open,N,,,, ,,,,
R81166,*CHINA QUEEN*,2233 Avent Ferry Rd,NC,9198328882,,,open,N,,,, ,,,,
R81165,*WONDERFUL*,518 E. 240th St,NY,0,,,reject,Y,,,518 E 240th St,(718) 325-2800,,,,
R81161,SING WOK KITCHEN,353 E 204th St,NY,7188828530,,,open,N,,,, ,,,,
R81163,YUMMY,129 University Dr.,WI,9209236668,9209236669,,open,N,,,, ,,,,
R81162,*BAMBOOS*,2675 SW 91st St,FL,3523311522,,,open,N,,,, ,,,,
R81139,^NEW CHINA GOLD CAFE^,880 Central St,NH,6039346688,6316408082,,open,N,,,, ,,,,
R81153,HUNG WAH,7063 W. Waters Ave.,FL,8138811666,8138121188,,reject,N,,,, ,,,,
R81159,^EXPRESS CHINA^,2025 Harden St.,SC,8037792136,2674959188,,open,Y,,,2025 Harden St,(803) 779-2280,,,,
R83627,^HONG KONG RESTAURANT^,1811 Williamsbridge Rd,NY,7184096100,9179525688,,open,N,,,, ,,,,
R81157,DRAGON EXPRESS,939 Robbins Rd,MI,6168442288,,,open,N,,,, ,,,,
R81155,WOK N' STUFF II,"3435 N. Avenue, Suite 202",FL,3526299969,9335336110,,open,N,,,, ,,,,
R81158,*LITTLE CHINESE KITCHEN*,701 David Dr Suite F,LA,5047332535,,,open,N,,,, ,,,,
R81152,*HONG'S GARDEN*,820 Castle Valley Blvd,CO,9709843298,,,open,N,,,, ,,,,
R81138,*SHANGHAI II*,248 Union Ave,NJ,0,,,reject,N,,,, ,,,,
R81137,WAH KING,79-15 Atlantic Ave,NY,0,,,reject,N,,,, ,,,,
R81151,GOOD TASTE,532 W. Gannon Ave,NC,9194041218,,,open,N,,,, ,,,,
R81135,*CHINA PANDA*,806 Spring Lane,NC,9197741188,9193530469,,open,N,,,, ,,,,
R81136,*MOON STAR II*,5873 Palmer Park Blvd.,CO,7193809333,7196239070,,suspended,N,,,, ,,,,
R81131,*FAR EAST*,5527 South 78 St,FL,0,,,reject,N,,,, ,,,,
R81132,GOLDEN GARDEN,545 West Broad St,NJ,8564238781,,,open,N,,,, ,,,,
R81133,CHINA WOK,57 4th Ave,NY,7186381898,,,open,N,,,, ,,,,
R81127,MR WOK,1250 S Broad St,NJ,6099898881,,,open,N,,,, ,,,,
R81128,*HUNAN KING*,1537 West River Rd,OH,4403244095,6463315151,,open,N,,,, ,,,,
R81129,*NEW LEE'S*,9220 Ashton Rd,PA,0,,,reject,N,,,, ,,,,
R81126,*KING HOUSE*,15 W Main St,NJ,0,6463884343,,reject,N,,,, ,,,,
R81123,*HUNAN MANOR*,217 N 7th St,MO,0,,,reject,N,,,, ,,,,
R81125,*JIN JIN IN LOCUST*,1014 W. Main St,NC,7048885434,,,open,N,,,, ,,,,
R81122,CHINA HOUSE,7829 W. Hefner Rd,OK,4057730110,4056268377,,open,N,,,, ,,,,
R81121,RICE BUCKET,15364 N. W. 79 Court,FL,3053627454,,,open,N,,,, ,,,,
R81119,*GOURMET*,587 Hwy 51 N,MS,6016051061,,,open,N,,,, ,,,,
R81118,^CHINA GARDEN^,2021 S. Ridgewood Ave,FL,3868989008,9092444517,,closed,N,,,, ,,,,
R81117,^LI CHINA HOUSE^,8040 E 7 Mile Rd,MI,3133663366,7349998323,,open,N,,,, ,,,,
R81116,*CHINA WOK*,2039 S. Pleasant Valley Rd,VA,5405357256,5717210091,,open,N,,,, ,,,,
R81115,*IMPERIAL WOK*,90 14th Street SW Suite 700,MN,0,,,reject,N,,,, ,,,,
R81113,*FUN WOK*,7400 Belair Rd,MD,0,,,reject,N,,,, ,,,,
R81112,CHINA WOK,345 Comet Dr,PA,7178722008,,,open,N,,,, ,,,,
R81109,*LUCKY*,10841 Hull St. Rd,VA,8047451188,,,open,N,,,, ,,,,
R81108,EMPEROR'S CHOICE,10125 US Highway 70 West,NC,0,,,reject,N,,,, ,,,,
R81107,CHINA WOK,200 S Emerson Ave,IN,3178898889,9292152272,,open,N,,,, ,,,,
R81106,ASIAN TASTE 2,1715 Taylor Ave,MD,4106683223,,,closed,N,,,, ,,,,
R81097,*UMAI SUSHI*,21-11 21st Ave,NY,0,,,reject,N,,,, ,,,,
R81101,NEW CHINA,2921 Linden Ave,OH,9372568800,,,open,N,,,, ,,,,
R81105,KING CHEF,4644 Capital Blvd,NC,9198765859,,,reject,N,,,, ,,,,
R81102,CHEN'S KITCHEN,556 W. Schrock Rd,OH,0,,,reject,Y,,,556 W Schrock Rd,(614) 890-2436,,,,
R81103,*CHINA CITY*,544 East St,PA,5707648528,,,open,N,,,, ,,,,
R81098,PANDA HOUSE,1462 Garner Station Blvd,NC,9197793588,,,open,N,,,, ,,,,
R81099,*CHINA KITCHEN*,2035 S. Washington Street,IL,6303698881,,,open,N,,,, ,,,,
R81096,NEW GARDEN,1535 Westchester Ave,NY,7189913384,,,open,N,,,, ,,,,
R81089,*WAH FU*,15210  Bagley Rd,OH,0,,,reject,N,,,, ,,,,
R81095,KAM HEUNG,226 Hall Avenue,NJ,7328268891,8484598931,,open,N,,,, ,,,,
R81093,*DRAGON PHOENIX*,191 Broad Street,CT,0,,,reject,Y,,,191 Broad St,(203) 634-8884,,,,
R81091,*SAKURA KITCHEN*,410 Farmington Ave,CT,8605827575,,,open,N,,,, ,,,,
R81092,*DYNASTY*,"1116 Forest Ave, #A",CA,0,,,reject,N,,,, ,,,,
R81088,^JADE BOWL^,3067 SW Port St. Lucie Blvd,FL,7728736888,5186826888,,open,N,,,, ,,,,
R81087,SHENG GARDEN,1418 Teaneck Road,NJ,2018371836,,,open,N,,,, ,,,,
R81086,HORSHAM,314 Horsham Rd,PA,2154449959,,,open,N,,,, ,,,,
R81085,*PANDA PALACE*,1111 N Washington St.,KS,0,,,reject,N,,,, ,,,,
R81082,KING TASTE,352 Main St,NJ,9736741642,,,reject,N,,,, ,,,,
R81077,*HONG KONG*,2510 Broadway,NY,0,,,reject,N,,,, ,,,,
R81083,CHINA DRAGON,2513 W. Hillsborough Avenue,FL,8138768866,,,reject,N,,,, ,,,,
R81079,*LUCKY 7 CUISINE*,738 N Broadway,NY,0,,,reject,N,,,, ,,,,
R81081,*CHINA BEST*,632 Holly Springs Rd,NC,9195770888,,,open,N,,,, ,,,,
R81078,*CHOP STIX*,419 Central Ave,NY,5184621133,,,closed,N,,,, ,,,,
R81076,CHINA STAR,4988 Roe Ave,KS,9134328882,,,open,N,,,, ,,,,
R81075,ASIAN GRILL,1164 North Court St,OH,3307643332,,,open,N,,,, ,,,,
R81073,^HK CHINA ONE^,517 W Cross St,MI,7344813333,,,open,N,,,, ,,,,
R81071,KING CHEF,697 Main St,NY,0,,,reject,N,,,, ,,,,
R81072,WING HING,15 S. Broadway,NJ,8564560501,8564560501,,open,N,,,, ,,,,
R81069,ASIAN 1,28 Wanaque Ave,NJ,0,,,reject,N,,,, ,,,,
R81062,CHINA DRAGON,2001 South Lumpkin Road,GA,0,,,reject,Y,,,2001 S Lumpkin Rd,(706) 682-8800,,,,
R81068,^NEW EAST^,196 Main Street,NJ,2019960881,6462666312,,open,Y,,,196 Main Street,(973) 646-8070,,,,
R81067,^ORIENTAL GARDEN^,1392 Turf Farm Rd,UT,8014658818,,,open,Y,,,1392 Turf Farm Way,(801) 465-0588,,,,
R81066,*WAH CHUN*,218 Grand Ave,CT,2037851957,3472641781,,closed,N,,,, ,,,,
R81065,NEW CHINA,526 Hazle Street,PA,5708223888,5706771019,,open,N,,,, ,,,,
R81063,NEW KING WOK,117 Walmart Dr,GA,7063766655,,,open,N,,,, ,,,,
R81059,NEW CHINESE CHEF,403-A North Ridge rd,VA,0,,,reject,N,,,, ,,,,
R81061,*ORIENTAL DELIGHT*,3093 S Highway 14,SC,8642884668,8643158308,,closed,N,,,, ,,,,
R81058,UNIQUE,1401 Philadelphia Pike,DE,3027924848,,,open,N,,,, ,,,,
R81057,KING HUA,752 Independence Boulevard,VA,7575188026,9175281733,,open,N,,,, ,,,,
R81056,*YUMMY KITCHEN*,29655 County Route 50,NY,3157778082,,,closed,N,,,, ,,,,
R81053,GOLDEN STAR,360 North River Street,PA,5708293888,6465153988,,open,N,,,, ,,,,
R81051,^MING'S KITCHEN^,500 Broardway,NJ,9737425722,6466835956,,open,N,,,, ,,,,
R81055,KING KEW GARDEN,116-49 Queens Blvd,NY,7182682288,6467278625,(718) 268-2288,open,N,,,, ,,,,
R81052,HANG LEE,666 W. 204th Street,NY,2129420927,9173627858,,open,N,,,, ,,,,
R81038,*JUPITER CHINA*,2040 E President George Bush Highway,TX,0,,,reject,Y,,,2040 E President George Bush Hwy,(972) 881-0118,,,,
R81039,*CALIFORNIA WOK*,16656 Ventura Blvd,CA,8183860561,,,reject,N,,,, ,,,,
R81033,CHAI HWA,3762 White Plains Rd,NY,7182313306,,,open,N,,,, ,,,,
R81035,CHINA DRAGON,87B Northfield Rd,OH,4402325911,9178188506,,open,N,,,, ,,,,
R81036,ZOU'S GARDEN,2846 Main st,PA,6109130633,,,reject,N,,,, ,,,,
R81032,ROYAL CHEF,1400 Parkway Avenue,NJ,6098821067,,,reject,Y,,,1400 Parkway Ave,(609) 836-9888,,,,
R81037,GOLDEN DRAGON,39871 US-27,FL,8634219300,,,open,N,,,, ,,,,
R81031,CHINA KING,25637 Canal Rd,AL,2512241888,,,open,N,,,, ,,,,
R81029,HONG KONG,5350 Summit Bridge Rd,DE,3023789127,,,open,N,,,, ,,,,
R81027,RU YI EXPRESS,54 Coliseum Crossing,VA,0,,,reject,N,,,, ,,,,
R81028,CHINA WOK,3431 Boston Rd,NY,7186527931,,,open,N,,,, ,,,,
R81026,NEW GOLDEN GARDEN,1062 Motor Parkway,NY,6312329888,6468237123,,open,N,,,, ,,,,
R81022,NEW DE XING,225-21 Merrick Blvd.,NY,7189783496,,,open,N,,,, ,,,,
R81025,GOLDEN CHINA,2960 Middletown Road,NY,0,,,reject,N,,,, ,,,,
R81023,MANDARIN TASTE,"6805 York Road, Suite B",MD,4103772500,,,open,N,,,, ,,,,
R81021,FENG'S KITCHEN,1840C Meadow Ln,WI,2625441998,2625273996,,open,N,,,, ,,,,
R81019,CHINA KING,1732 N. Keyser Ave,PA,5705589558,,,open,N,,,, ,,,,
R81018,CHINA GARDEN,15 S Main Street,PA,5708228086,,,open,N,,,, ,,,,
R81017,*WING & CHINESE*,4300 Chapel Hill Rd #300,GA,0,,,reject,Y,,,4300 Chapel Hill Rd,(770) 949-6666,,,,
R81016,CHINA KING,2003 N. Market Street,DE,3029840408,3028881688,,open,N,,,, ,,,,
R81012,*NEW CHINA SPRING*,9119 Merrill Road #10,FL,0,,,reject,Y,,,9119 Merrill Rd,(904) 744-6228,,,,
R88967,EAST WOK,638 Belvedere Rd,FL,5616192028,9173929279,,open,N,,,, ,,,,
R81015,*NEW CHINA*,2630 S Broadway #450,MN,0,5072713535,,reject,N,,,, ,,,,
R81013,GREAT WALL,25 TAYLOR SQUARE,NY,9146815128,,,open,N,,,, ,,,,
R81011,CHINA WOK,2575 E Irlo Bronson Memorial Hwy,FL,0,3472095675,,reject,N,,,, ,,,,
R81009,CHINA KING,1759 Lexington Ave,NY,2124102838,9294353904,,open,N,,,, ,,,,
R81008,TASTY,1234 Farmington Ave,CT,8605215288,,,open,N,,,, ,,,,
R81007,*LITTLE BASIL*,906 Conestoga Road,PA,6105254210,,,open,N,,,, ,,,,
R81006,XIANG DRAGON,2331 First Ave,NY,2123698012,,,reject,N,,,, ,,,,
R81005,GOURMET TASTE,13428 Jefferson Davis Hwy,VA,0,,,reject,N,,,, ,,,,
R81003,NO.1 BUFFET,3236 Grand Ave,WY,3077428889,,,reject,N,,,, ,,,,
R81002,PANDA HOUSE,853 Briley Pkwy,TN,6153668885,,,open,N,,,, ,,,,
R81001,BEST FOOD IN TOWN,325 E Jimmie Leeds Rd,NJ,6096528322,,,open,N,,,, ,,,,
R88881,FOOD KING,288 Main St,NJ,9737367925,7188887888,,reject,N,,,, ,,,,
R88996,HONG KONG,"5312 South 3rd Street, Suite 102",KY,0,,,reject,Y,,,5312 S 3rd St,(502) 367-8828,,,,
R88997,GOLDEN JADE,166 Newark Pompton Turnpike,NJ,9736948534,,,reject,Y,,,166 Newark Pompton Tpke,(973) 256-0177,,,,
R88998,^SUNNY WOK^,3851 Evans to Locks Rd,GA,7067231289,,,open,N,,,, ,,,,
R88993,NEW JUMBO TASTE,1008 Jericho Turnpike,NY,5163555188,,,reject,N,,,, ,,,,
N,,9542 Argyle Forest Blvd,FL,9044256999,,(904) 425-6999,open,N,,,, ,,,,
R88991,GREAT WALL,175 SOUND BEACH BLVD,NY,0,,,reject,N,,,, ,,,,
R88992,PEKING HOUSE,2432 East Tremont Ave,NY,0,,,reject,N,,,, ,,,,
R88785,NEW TIEN LUNG,3966 White Plain Road,NY,7188821556,,,reject,N,,,, ,,,,
R88989,^CHINA STAR III^,6604 Waters Ave,GA,9123491953,,,open,N,,,, ,,,,
R88988,HONG KONG BISTRO,238 Hwy 98,FL,8506538888,9178150373,,reject,N,,,, ,,,,
R88987,NEW PEKING,555 King Street,SC,8435017100,,,open,N,,,, ,,,,
R88958,CHINA STAR,12090 Anderson Road,FL,8132692666,,,reject,N,,,, ,,,,
R88985,*YE'S CAFE*,2806 Youngsville Hwy Suite B,LA,0,,,reject,Y,,,2806 Youngsville Hwy,(337) 856-8838,,,,
R88986,WING HUT,1524 Hwy 19 North,GA,7066482250,,,reject,N,,,, ,,,,
R88983,LIU GARDEN,210 North Main St,OH,9372286666,,,reject,N,,,, ,,,,
R88982,*FIRST WOK*,7578 SE Maricamp Rd,FL,3526800355,3525707816,,open,N,,,, ,,,,
R88979,CHINA GARDEN,1001 North St Ste. 10,NY,6077862165,7322936163,,open,N,,,, ,,,,
R88978,^GREAT CHINA^,7565 Highway 85,GA,7709916789,,,open,N,,,, ,,,,
R88977,FORMOSA CAFE,11027 Leavells Road,VA,5408980088,,,open,N,,,, ,,,,
917.985.8867,*Sales (Yannie)*,test,AL,9179858867,,,test,N,,,, ,,,,
R88976,SUI MIN II,445 21 Ave,NJ,0,0,,closed,N,,,, ,,,,
R88975,LITTLE SHANGHAI,665 Loveland Madeira Rd,OH,0,,,reject,N,,,, ,,,,
R99998,LIN'S GARDEN,544 East St,PA,9177814744,,,open,N,,,, ,,,,
R88972,CHINA HOUSE PLUS,175 MacArthur Ave,NJ,9734784889,6462502227,,open,N,,,, ,,,,
R88973,*HAU PO*,14 South Chestnut St.,OH,0,,,reject,N,,,, ,,,,
R88971,BOLIVAR NO.1,"11237 Fairoak Rd N.E,",OH,3308749888,,,open,N,,,, ,,,,
R88969,^CHINA GARDEN^,7120 Parklane Rd,SC,8037368585,,,open,N,,,, ,,,,
R88968,*CHINA ONE*,211 W. Front Street. Suite 112,NJ,9087541966,9174359370,,open,N,,,, ,,,,
R88966,LINDEN KITCHEN,424B Roselle St,NJ,9089258888,,,open,N,,,, ,,,,
R88965,CHINA 1,212 S. Grand Ave E.,IL,2175223900,,,open,N,,,, ,,,,
R88963,^CHENG'S ASIAN KITCHEN^,161 Gateway Dr,VA,5406655285,,,open,N,,,, ,,,,
R88962,PANDA KING,9948 Airport Blvd,AL,2514458999,,,open,N,,,, ,,,,
R88959,CHINA STAR,1308 Copley Road,OH,3308679888,,,reject,N,,,, ,,,,
R88961,LINCOLN GARDEN,2001 Lincoln Avenue,IN,8124718881,9172922939,,open,N,,,, ,,,,
R88957,DRAGON CITY,3031 N Gettysburg Ave,OH,9372743366,,,open,N,,,, ,,,,
R88956,YUAN YUAN,1010 W Broadway Ave,MN,6123028888,,,open,N,,,, ,,,,
R88955,*SHUN CHANG KITCHEN*,2 W 111 Street,NY,2123488889,,,open,N,,,, ,,,,
R88952,HONG KONG CHEF,590 E. Broad Street,PA,0,2158593158,,reject,N,,,, ,,,,
R88953,GREAT WALL,1936 Stone Rose Dr.,NC,2524467777,,,open,N,,,, ,,,,
R88951,HONG KONG,4337 Commercial Way,FL,3525965968,,,open,N,,,, ,,,,
R88939,YELLOW GINGER,2400 Rapids Drive,WI,2626376886,,,open,N,,,, ,,,,
N,,175 E. Alex-Bell Rd,OH,9374285858,9292719006,,open,N,,,, ,,,,
R88936,RICE HOUSE,711 W. Kearney St,MO,4178691718,,,reject,N,,,, ,,,,
R88937,NEW CHINA CHEF,5135 Chambers Rd,CO,0,,,reject,N,,,, ,,,,
R88935,LUCKY STAR,"145 W. Kingsbridge Road,",NY,7185480374,9178215880,,open,Y,,,145 W Kingsbridge Rd,(718) 884-7188,,,,
R88933,*NEW HONG KONG*,1907 Lexington Ave,NY,2125345533,8643496013,,open,N,,,, ,,,,
R88932,CHINA MOON,1900 W. DR. Martin Luther King Blvd,FL,8138760033,8132209965,,open,N,,,, ,,,,
R88931,^CHINA DRAGON II^,130 Forum Dr #7,SC,8038651873,8038651873,,open,N,,,, ,,,,
R88929,*LUCKY WOK*,2108 Sadler Square,FL,9042612555,,,open,N,,,, ,,,,
R88928,*BEIJING HOUSE*,553 Wilson Ave,NY,7189193888,,,open,N,,,, ,,,,
R88927,CHINA KING,562 Valley Rd,NJ,9737312511,,,open,N,,,, ,,,,
R88923,YUMMY GARDEN,343 Meigs St,NY,5852882888,2155009186,,open,N,,,, ,,,,
R88926,WING YUM,26 South Franklin St,NY,8453580208,,,open,N,,,, ,,,,
R88925,GOLDEN HOUSE,4131 Cheshire Station PLaza,VA,0,,,reject,N,,,, ,,,,
R88922,FIRST WOK,2574 County Rd 220,FL,0,6462361515,,reject,Y,,,2574 County Road 220,(904) 272-7738,,,,
R88921,CHINA WOK,520 Ellis Blvd,MO,5736349991,5736162823,,open,N,,,, ,,,,
R88919,GARDEN SEA,5301 Belair Rd,MD,4104832000,6463925334,,open,N,,,, ,,,,
R88918,*FORTUNE CHINA*,5101 George Washington Hwy,VA,0,,,reject,N,,,, ,,,,
R88917,TENG DRAGON,1516 Amsterdam Ave,NY,6464764448,,,open,N,,,, ,,,,
R88909,FU YING,790 Northwoods Blvd,OH,0,,,reject,N,,,, ,,,,
917.985.8868,*SALES (JESSICA)*,515 MAIN ST,NY,9179858868,,,test,N,,,, ,,,,
R88913,^FUJI HIBACHI^,1007 Macdade Blvd,PA,4844948885,,,open,N,,,, ,,,,
R88915,*DRAGON HOUSE*,101 Mayo Road,MD,4109562121,6463407334,,open,N,,,, ,,,,
R88912,WOK N ROLL,1204 Edgewood Avenue South,FL,9043875515,,,open,N,,,, ,,,,
R88911,SHANG HAI,8744 SE 165th Mulberry Lane,FL,3527511133,3522336054,,open,N,,,, ,,,,
R88908,DRAGON STATE KITCHEN,4124A WHITE PLAINS RD,NY,7185152329,,,closed,N,,,, ,,,,
R88907,CHINA 1,1862 James L Redman Pkwy,FL,8137078898,,,open,N,,,, ,,,,
R88878,*EAT RICE*,2236 Smithville Rd,OH,9372566666,9173250086,,open,N,,,, ,,,,
R88906,*LITTLE CHINA*,207 N Davis Ave,MS,6628431668,,,open,N,,,, ,,,,
R88905,NO.1 TASTE II,3695 Offutt RD,MD,4109227788,,,closed,N,,,, ,,,,
R88903,^HONG KONG^,13631 Grove Dr,MN,7634209888,,,open,N,,,, ,,,,
R88902,NEW DRAGON,125-19 Rockaway Blvd,NY,7187382888,9296551963,,open,N,,,, ,,,,
R88901,NEW CHINA,501 2nd St,PA,6102668000,6462883737,,open,N,,,, ,,,,
R88899,^NEW CHINA^,1225 S Oakwood Ave,IL,3099445558,6462555618,,open,N,,,, ,,,,
R88898,*PEKING RESTAURANT*,4335 Winston Ave,KY,8592928636,,,open,N,,,, ,,,,
R88897,CHEF TIAN,4700 S Le Jeune Rd,FL,3056660103,,,open,N,,,, ,,,,
R88896,HOP SHING,11101 Old St. Augustine Rd,FL,0,,,reject,N,,,, ,,,,
R88895,*H. K*,1640 Erie Blvd,NY,3154280395,3153503246,,open,N,,,, ,,,,
R88893,EAST CHINA,2315 Logan Ave,IA,3192263338,,,open,N,,,, ,,,,
R88892,*HAPPY GARDEN*,118 E Main St,OH,4194830306,,,open,Y,,,118 E Main St,(563) 927-2353,,,,
R88891,NEW CHINA,279 Glenwood Ave,NJ,0,6463189067,,reject,N,,,, ,,,,
R88889,*JADE FLOWER*,3105 W. Broward Blvd,FL,0,,,reject,N,,,, ,,,,
R80888,CHINA DRAGON,1070 Clearlack Rd,FL,0,,,reject,N,,,, ,,,,
R88887,RICE,2731 E 3rd St,OH,9372522999,,,open,N,,,, ,,,,
R88886,YU'S KITCHEN,241 W. Dundee Road,IL,0,,,reject,N,,,, ,,,,
R88885,*CHINA GARDEN*,4220 Northlake Blvd,FL,5616308848,,,reject,N,,,, ,,,,
R88883,CHINA MOON,592 S Sycamore St,NC,9102892347,9104638029,,open,N,,,, ,,,,
R88879,*GOOD TASTE*,3371 Broadway,NY,2122818898,9173883078,,open,N,,,, ,,,,
R88882,SAN FONG,2941 South Chicago Ave,WI,4145716481,,,open,N,,,, ,,,,
R88877,HONG KONG,520 E. Main St,SC,8433543888,8433543888,,open,N,,,, ,,,,
R88875,MAIN MOON,2173 W. Dublin Granville Rd,OH,0,9176188816,,reject,N,,,, ,,,,
R88876,*NEW CHINA CUISINE*,3115 W. Harmon Hwy,IL,0,,,reject,N,,,, ,,,,
R88873,^BAMBOO HOUSE^,3426 Annapolis RD,MD,4103548888,4433128327,,open,N,,,, ,,,,
R88872,PANDA,1116 Chester  Pike,PA,6105860462,,,closed,N,,,, ,,,,
R88871,NEW RAINBOW,3427 North Main Street,NC,0,,,closed,N,,,, ,,,,
R88869,*HAPPY GARDEN*,418 State St,PA,0,,,reject,N,,,, ,,,,
R88867,CHINA WOK,2429 W Congress St,LA,0,,,reject,N,,,, ,,,,
R88862,*PROFIT CHINESE RESTAURANT*,538 2nd Ave,NY,0,,,reject,N,,,, ,,,,
R88866,CHINA WOK,308 Granville Corners,NC,9196908835,,,open,N,,,, ,,,,
R88863,HONG KONG,106 E. Midland TRL,VA,5404641688,,,open,N,,,, ,,,,
R88865,CHINA BISTRO,2002 N FRY RD,TX,0,,,reject,N,,,, ,,,,
R88858,*PROFIT CHINESE RESTAURANT II*,643 2nd Ave,NY,0,,,reject,N,,,, ,,,,
917.985.8865,*Sales (Xiufang)*,7036 W. Palmetto Park Rd,FL,9179858865,,,test,N,,,, ,,,,
917.985.8866,*Sales (AILIN)*,320 Cypress Ave,NY,9179858866,,,test,N,,,, ,,,,
R88859,PHOENIX ASIAN RESTAURANT,15700 Hickman Rd,IA,5159879787,,,closed,N,,,, ,,,,
R88861,^SAKURA TERIYAKI^,7335 West Chester Pike,PA,4844694823,,,open,N,,,, ,,,,
R88857,CHINA CHEF,2667 Spring Hill Ave,AL,2514762828,,,open,N,,,, ,,,,
R88855,^ASIAN DELICIOUS^,1 Main St,NY,6076620066,,,suspended,N,,,, ,,,,
R88856,CHINA KING,6816 22nd Ave North St,FL,7273819588,3477316683,,open,N,,,, ,,,,
R88853,DRAGON GARDEN,11006 Warwick Blvd,VA,0,,,reject,N,,,, ,,,,
R88852,CHINA OCEAN,2544 Bainbridge Blvd,VA,7575457200,,,open,N,,,, ,,,,
R88851,NEW CHINA,203 Winchester Ave,WV,3042628188,9179718893,,open,N,,,, ,,,,
R88837,*ASIAN KING*,5901 West Ridge Rd,PA,0,,,reject,N,,,, ,,,,
R88826,GREAT WALL,138 Morton Ave,PA,6105868881,,,open,N,,,, ,,,,
R88838,CHINA WOK,201-05 Linden Blvd,NY,0,,,reject,N,,,, ,,,,
R88827,JADE GARDEN,2034 East 38th St,PA,8148257788,9175888628,,closed,N,,,, ,,,,
R88831,ELYRIA CHINA BAY,478 N Abbe Road,OH,4403283333,,,open,N,,,, ,,,,
R88829,*KIKI'S KITCHEN*,35 Airport Road,MA,0,,,reject,Y,,,35 Airport Rd,(978) 343-5788,,,,
R88828,*GOLDEN CHINA WOK*,10834 Warwick Blvd,VA,0,,,reject,N,,,, ,,,,
R88836,CHINA HOUSE II,2584 Valley Ave,VA,5406785515,,,reject,N,,,, ,,,,
R88833,*FOOD KING*,1733 Pearl Rd,OH,3305580688,,,open,N,,,, ,,,,
R88839,HA BO KITCHEN,102-11 Spring Field Blvd,NY,7184796413,,,open,N,,,, ,,,,
R88832,*KAM PO GARDEN*,508 New Friendship Road,NJ,7328861188,9178608665,,open,N,,,, ,,,,
R88835,DRAGON CHINA,3065 S. DIXIE HWY,OH,9372933888,,,closed,Y,,,3065 S Dixie Dr,(937) 298-6649,,,,
R88825,^CHINA GOURMET^,215 Main Street,PA,5708833889,,,open,N,,,, ,,,,
R88823,CHINA KING,3849 Gravois Ave,MO,3147718883,,,open,N,,,, ,,,,
R88817,FOOD KING,539 Hamilton Ave,NJ,6093933103,,,open,N,,,, ,,,,
R88816,CHINA HOUSE,180 East 33rd Street,NJ,9738811888,9178656818,,open,N,,,, ,,,,
R88821,PANDA,1326 Macdade Blvd,PA,6108335851,,,open,N,,,, ,,,,
R88819,GOLDEN CITY,4027 Bainbridge Blvd #201,VA,0,,,reject,N,,,, ,,,,
R88822,CHINA HOUSE,225 Harding Way E,OH,4194681688,,,open,N,,,, ,,,,
R88818,GOLDEN SUN,14211 S.Bell Rd.,IL,7083018689,,,open,N,,,, ,,,,
R88815,HAPPY WOK,4770 E. State Street,IL,0,,,reject,N,,,, ,,,,
R88811,*GOLDEN CHINA*,1013 Sutter Ave,NY,7183489331,,,open,N,,,, ,,,,
R88812,TOP'S CHINA,7210 Hull Street Road,VA,8042765858,,,open,N,,,, ,,,,
R88809,YUMMY 88,130 Wilson Ave,NY,7189287777,,,closed,N,,,, ,,,,
R88813,HOUSE OF CHINA,7824 Wise Ave,MD,4102842288,4437256168,,open,N,,,, ,,,,
R88798,*DRAGON CITY*,8343 Vine St,OH,5137612328,5138072328,,open,N,,,, ,,,,
R88803,EASTERN,2160 S Pleasant Valley Rd,VA,5405357396,,,open,N,,,, ,,,,
R88791,*JOYFUL GARDEN*,829 N Tatnail Street,DE,3025711889,,,open,N,,,, ,,,,
R88795,MIN GOLD KITCHEN,4713 Onondaga Blvd,NY,3152145048,,,open,N,,,, ,,,,
R88797,GOLDEN CHEF,1632 Crosby Ave,NY,7188237885,,,open,N,,,, ,,,,
R88796,NEW NO 1,104 Mineola Ave,NY,5166212060,9292641271,,open,N,,,, ,,,,
R88810,*CHINA HOUSE*,123 texting,NY,0,,,reject,N,,,, ,,,,
R88792,DRAGON CITY,517 E. Norris Drive,IL,0,,,reject,N,,,, ,,,,
R88802,BIG PANDA,15550 E 103rd Place #101,CO,0,,,reject,Y,,,15550 E 103rd Pl,(303) 853-9808,,,,
R88808,APPLE ASIAN FUSION,506 Main Street,PA,5707143480,,,open,N,,,, ,,,,
R88806,GREAT WALL,14355 Warwick Blvd,VA,7578778988,,,open,N,,,, ,,,,
R88799,NO.1 GREAT WALL,446A Mother Gaston Blvd,NY,7184950610,,,open,N,,,, ,,,,
